,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
0,0.0569644007134503,0.03815756047242008,0.03515850667584591,0.030207871782868264,0.02943042920381191,0.025783502447749816,0.02549406400962457,0.022132570329244497,0.019192907270760628,0.018251917818314645,0.017409084660935364,0.017153686754427994,0.0161728283999261,0.015546782007921072,0.014901590259430414,0.014312315602326701,0.014152136466109513,0.013979449863061214,0.013338329191381369,0.012874024017847405,0.012425706689697426,0.012144623474290687,0.011946418792149558,0.011772093624924387,0.011533226575027263,0.011355832199848806,0.01124159274273554,0.011046834733268078,0.01088328951005328,0.010689863931727106,0.010589356780792047,0.01031627202230135,0.010213734157869196,0.00989735978305081,0.009645297580798734,0.009266591424172917,0.009206446473146513,0.009140350182864207,0.008898433379893406,0.008768054896212251,0.008542755217209326,0.00839159728565662,0.008322977113960031,0.008185690013715014,0.008124668496462751,0.00790882074569778,0.007828727823745427,0.007805823910139309,0.007601988577210912,0.007564064047043702,0.007502433944842893,0.007347166242073974,0.0071764717126884,0.007084379722351386,0.0069434936243026974,0.006879980283390746,0.006795342361955736,0.006776572804133009,0.00665845325688874
