,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,-2.8861474864698353,-0.5358240272617218,-0.2175667789673323,-2.272766159501371,-3.0488580515971173,-1.5213002488402108,-3.249611696874364,2.2611264459631633,-0.5947584784437252,-4.373298948988045,-0.9193439274102418,-0.7888436428720288,-5.687888270296712,1.8592199501341111,-1.2152989330139141,-11.901190588242013,4.479279575085418,0.03195952397159203,6.147542782862499,-5.029483060808079,13.698036841315574,3.052444742787658,10.362301722287405,-12.586498215938958,27.799893829261357,-4.371165878031507,1.4603933550227817,-5.437088867932119,14.635081752162224,-9.190546142920837,-2.2505981939391178,-6.660653602177344,7.4580578367251835,3.822275168722044,15.419995389234446,1.1153411819638035,15.33780122692666,-6.553692258134393,9.872846235430293
1,-4.228687659385023,0.7602648848987945,-3.9017317181780307,-1.7228387179931934,-0.367995915892236,-2.0456975048955743,-5.958362498891602,5.491395396662167,-10.529964945187627,-2.497245082948576,-4.310933356112569,-2.849210701724663,-5.677371049290001,-9.409578013986986,-14.83036702842223,-6.902381369852724,-11.97268682336798,-2.982243213455503,-0.6506550691202944,0.5986823673241823,3.347413803137183,-1.4677789726513595,-2.6464870823901228,8.04643649891722,-20.34509597132648,10.190969811006715,5.556900156316768,-6.561001537031148,2.5169831446964497,-4.404359076378295,3.2992111053882986,5.553487827805855,-10.895824877704746,-10.10964578639399,-5.000109436988776,-5.115270357686402,-3.477212764871799,8.97357720744058,-2.3167602267822165
2,-3.060232045948913,0.39769107008999893,-1.8587443357903732,-0.5974446084080538,-3.852431630081811,-1.258729633901674,0.5355565725624045,-7.066178939221487,2.2774610008479312,-1.0065982717149806,1.985912072482252,-3.4213008538386505,-1.9887028024431745,-1.2955570484525292,10.057128109780164,-6.608550447669226,8.70400597068983,7.60203839308884,-6.048585252401726,7.238014173192108,10.242494575548465,5.6133969792413145,-1.6378669220279052,-11.30714580169016,0.7003492265064805,-4.156660753847193,2.1556002833898718,-12.077721024960503,11.798612763415191,4.528244691915955,-9.958856509943173,1.0913838488574674,-7.441419128025344,13.798049140279597,-3.1674786499684435,5.581291044039471,19.501263058385774,7.81192929401554,-3.5512213921479114
3,-3.1919420989009506,-0.4795473508081891,-3.4522215361370012,-1.8535269841902124,-1.8484173881791075,-0.9388753775321141,-0.6180428243804621,-3.485382723759502,0.05560464467950989,3.9334876307131195,-1.7600839564788178,6.457937072831453,1.9323684612296166,-2.540519830255447,5.892400425236774,-5.378539272357956,4.224417779532186,4.145259126813316,-7.576872434889082,-10.442104578127358,-3.843340511214037,-6.225134352127441,0.4365605218511671,-1.016022722534999,-4.568615279787416,2.6153900144878564,3.595507482418132,2.091050762370596,-0.5838427062569989,-2.4811375578656283,-6.054309676902708,0.4612680689905819,-6.161690831148259,-2.4249728657008403,-3.396542589463683,-5.84884249431618,2.382037858761558,3.0565567841692047,-2.9440073511121376
4,-3.3027594844021086,-0.19450850235214334,-2.336981786363328,-1.7900022846358532,-0.4349788396683575,-0.7865848826826143,-3.1171537707018113,-6.088514247816593,-1.4662510591101592,3.0860965065149744,-1.0186602528162096,8.016593771255515,-0.49163911483838507,3.127556208584272,14.773640424168573,-6.923820975880653,3.835583281780015,-4.05919784216856,-2.056715908730882,-14.039906758390968,1.8482147217887417,3.4330386915879383,1.0245422482898652,-8.592537400006435,-7.340551529044768,7.443686749055359,9.032084803642677,10.893394794808042,-3.543086534302601,0.006554236103690818,3.8620710063987573,-15.384995341169347,1.2517693372080372,-1.228732971129408,-9.506323097281285,6.7441517669739,-0.5612743556837395,-2.5813299048228404,3.5647462567077244
5,-2.98822865774448,1.4163721878279765,-1.1444974184128835,0.5393489753579931,-3.536943447525774,2.0996904759567725,9.560677538606955,-9.180261850415617,10.339762421175537,6.464438713219559,7.45150074336628,-5.25565030806027,-5.924637779482423,6.357185073113563,5.252369847414295,-2.07206121761673,1.5413750167948357,7.568855006472145,-13.2763678635907,-12.5385480708611,2.117411551530844,-4.166904713320787,0.7747545880688099,5.362621937997412,-17.995694765472724,8.874196526072764,-2.4744070695314644,8.403374316897313,-3.8354974433523115,-7.829654330791703,-7.9036561370794125,-6.744892731214336,-10.770144971987477,-5.392748412709726,-10.631596107525766,-0.9752563072886634,4.702599765075471,9.100473998540318,5.126137108168778
6,-3.0464165468358093,1.7339745163760498,-0.9210500951505961,-1.481814015799326,-0.16960653185588218,0.7099742880782103,-2.013328238071597,-5.403897499757401,2.7386536466832494,3.008499471851488,-2.600844456615522,3.4093211822444855,-1.9761596339673257,1.2633051774670898,13.359405021327476,-8.706680678844993,-0.38342604608804914,2.3403367833385333,-9.99852515807862,-17.38829763583582,0.3280923896136165,-1.2455533284899234,-1.4981553542042885,-2.621144402529888,-14.091341282933767,6.855408621879108,-5.182857201969294,18.16880483488356,-10.827308800448549,-11.118261953448364,-2.352262836107796,-12.052013606981774,-8.582607592987248,-10.975496192303362,-9.802391312091553,1.830139220191882,0.470711723035026,-4.338572027450932,5.929850382850702
7,-3.345101001186161,-0.2655018914290709,-4.404703818986793,-0.9457113543589474,-1.8833130606202722,-1.1269905247623762,-2.2276333204935375,0.524841242702202,-1.802981452074136,-0.00855595597534109,-2.576617590602071,6.890131965921786,2.5252518112366724,-2.2881083681578573,4.59776933153272,-2.0161935003864286,1.3332817223604434,3.8917808031236776,-3.2912678447467587,-9.071087819167996,-3.8180747994394086,-3.3856104196187884,-6.57539287137115,-3.291515093257098,5.674317662830854,-0.42421633232283507,1.230791091599722,2.9270937491118474,4.658282881061551,2.635206672727372,-7.082142828567735,-1.4620518957705146,-0.6796378185929768,-4.722242575367821,-0.8592656969048531,-0.674251736110318,-0.4087599105881974,2.2791742026706707,-2.1906518517781226
8,-2.111584756878767,-0.5064293930170556,3.8103388394400426,-2.526173968914544,1.3409320498485435,-10.360606025827582,-12.999376821095126,10.00774935373971,-12.681704920148789,-15.211889406349828,5.064206972717499,-19.928479819958863,5.60702694882927,-4.809891251940399,9.59861200142177,32.068895920449656,-17.305991287767466,17.055797526602905,8.79824403138798,-14.697683251015222,12.800047635652328,-9.821490571730376,11.012815614809687,10.124543293281397,8.03939679834444,1.7566933336494042,1.2328829939903216,-2.249379398003525,5.389686923959962,-14.469513063649098,7.09507668760747,-6.8854668166351045,-11.943359651576237,24.35611558115767,13.77837655004993,0.6190393710279464,5.215084622824054,-3.1052989689939987,23.796936825408174
9,-2.791011014876461,-0.6601258264753785,-2.9894436088438345,-1.5857684264333671,0.09649690610690911,-2.6672551963201987,-6.679443510132111,4.101556045907121,-11.654011349584696,0.05496714563916073,1.2497182052572884,-2.8424086546879983,-8.379608507057425,-4.410924098687163,-9.305838774564709,-7.744436732011689,5.273818468977882,5.911823018373226,-0.54237312663733,2.2936072752634984,8.277078288243068,-8.019613379965557,-1.206807493025941,-1.8483239630013895,-6.642038052359298,4.3996107131873385,10.25142445288011,-2.369583939022862,0.2724839737913849,2.413343937061094,3.683680008442515,2.083608568231617,0.9034527665252085,-6.21885669615534,-3.7473788263436543,0.048868987590434176,-3.5961222021972032,5.441698789931288,-2.4000255648766733
