,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.04166452751907676,0.04165921774216747,0.04165227198514132,0.041639122948604494,0.04163901682950805,0.04163185926109631,0.04161145866793363,0.04158633504827649,0.04157534955705378,0.041573385679805105,0.041542520225279926,0.04151395613529008,0.04137536900868498,0.041350682966852875,0.04128180377646294,0.041143267558964004,0.04109481853420769,0.04090377237663035,0.04008209217333353,0.03968355262458344
