,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
0,2.1496284163615464,4.295195980576927,6.432378624436934,8.554341352941178,10.666134885615936,12.763731685226688,14.844201166954718,16.91513272021533,18.981624722135425,21.032567748187777,23.075930581803007,25.103145557890006,27.12606153334966,29.13274911740845,31.129715880775557,33.11861236739604,35.090888044511594,37.03792067652818,38.94543278058982,40.84724159459881,42.72015617176056,44.57429929044843,46.40119135419774,48.22280072478118,50.02594056861388,51.81691149045087,53.57641767551181,55.277904844946015,56.96786932416471,58.634931050743525,60.28618828148207,61.86016975996594,63.399386492848464,64.90905236690313,66.39963737230762,67.83028841339353,69.24780441347424,70.57615436644643,71.8957397585021,73.15022950267011,74.36929991299053,75.53738405895082,76.61171586157491,77.66816210258372,78.7043085180385,79.68825695357728,80.6249998018759
