,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
0,8.540268823447413,13.07975468141761,16.663715390070568,19.48940823574375,21.94239599674227,24.378161621080586,26.47425391350286,28.411781573659585,30.198254223682376,31.93160504729175,33.54913766986077,35.05200491690794,36.48113845493814,37.759120980697915,39.00825295858127,40.19966275194412,41.350953106720496,42.45632784923222,43.53869372314764,44.584104189571214,45.57301995431112,46.53670332720882,47.495459771828905,48.409671285630466,49.31100581781791,50.17373514793495,51.01874860642788,51.83781366482003,52.65126411952262,53.46403062277323,54.262009491896,55.04444748181102,55.809048277030826,56.55559881219057,57.29825067383957,58.023900999101244,58.73307994153023,59.436679381033564,60.1239688062263,60.7862609193366,61.43774731130678,62.058284600984194,62.67514302928826,63.27868470213682,63.87471808177951,64.46560647555073,65.04985470764552,65.62136016714226,66.17921780270194,66.72662955007937,67.26552633798775,67.79534721816644,68.32136643949622,68.8428177568287,69.35463440381118,69.85598380591746,70.34919219937082,70.83410420162349,71.31759099501895,71.78169402421118,72.24441984538402,72.69555743188118,73.13769495786525,73.57680289248523,74.00961368344848,74.43773524901268,74.85400981226812,75.26642255397414,75.66774023346424,76.06105903501714,76.4525493765234,76.838559856734,77.22200583353404,77.59995436258947,77.97159349710265,78.33753726085868,78.69866996898466,79.05805012919727,79.40955105491796,79.75644048797038,80.09947824208928
