,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
0,0.13956089935415353,0.05544440420708581,0.046763418549072885,0.04188154669372776,0.03344065779509614,0.025226717130660162,0.021515050504664214,0.01994460219970248,0.01856140686168016,0.017926463598375488,0.016821007457560128,0.01588556174858401,0.014543151928061446,0.013839091770271542,0.013041537543216368,0.012617419770380712,0.012196438970484351,0.011888642375743892,0.01094580931142459,0.010270942456402306,0.009916205454273254,0.009540075707032237,0.009263397883252656,0.009181836590345866,0.008818015490302792,0.008676962223358488,0.008264582267488982,0.00793364658325601,0.007832806953129849,0.007541120331584439,0.007256563960850424,0.007079181993042486,0.006878948300416959,0.006753157208368566,0.006592687601314817,0.006490665729564753,0.0062936420326542755,0.006258241272470264,0.006091311356157764,0.005793151575860963,0.005773667231126775,0.005498010353872342,0.0054130574762349835,0.005330574691286547,0.0051762875631613985,0.00512383812870639,0.004960597858302688,0.004837977302378618,0.004784223481325327,0.00466058623427051,0.004580971739321879,0.0045535771284573095,0.004339061016744076,0.004322747890370781,0.004184619677205294,0.004160506321908622,0.004052161518585163,0.003936895481792117,0.003848602860880254,0.0037722166096543002,0.0037256149788393133
