,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
0,0.07581445086010213,0.05004336690881558,0.047155298938174585,0.03742219759170804,0.03189258405993866,0.02964634274016133,0.025165565076757657,0.02305279198195801,0.021016518378967265,0.019809390952955534,0.017525114823064295,0.016486244228468467,0.015415842632044624,0.014551278303322614,0.013461414147737065,0.0126037483169584,0.011772756352262909,0.011415424921663737,0.010594238866395513,0.010413795268878277,0.009834302699958391,0.00953842631289343,0.009257196539809076,0.00901181119474952,0.008416630429536876,0.007946291765366622,0.007839630956772377,0.00767505686135543,0.007382223183121376,0.007164409679761356,0.006777966806797248,0.006694227942505177,0.00658983483973795,0.006437326711607863,0.006250959350650421,0.006130114737342887,0.006049876592861327,0.00583525658634441,0.005788310971755002,0.005477055264848288,0.005317627110660012,0.005254016143286406,0.005212806721869655,0.005082811334342543,0.005019907919230998,0.004922224138522932,0.004795017493241925,0.004651625237690508,0.004651472605583393,0.004563828334342313,0.004440217579406618,0.004250147143788027,0.0041478811753995854,0.004117210243749785,0.004062235502961475,0.0039749491587072585,0.003943885949158425,0.0038687065740409875,0.0038332856056863354,0.0037500443695558904,0.0037349906770851402,0.0037000287244318233,0.0036676654821208676,0.0036573820599219925,0.0035754100498889734,0.0035360661408231444,0.0035212501479279707,0.0035120454563909447,0.003452839104057342,0.0033491155301372424,0.003332484534845854,0.003265095376059415,0.0032373353072644596,0.0031649817125729766,0.003141107742580916,0.0031219577537777913,0.0030671369957101157,0.003049161920667765,0.003005618856467014,0.0029152097663202483,0.002895057081017219
