,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88
0,0.06123770010008521,0.040322353717218935,0.03219755035152255,0.028937733668983872,0.026365159012841317,0.025021763382661488,0.023008415082399487,0.020264198170884772,0.019260343795368003,0.018731493517214263,0.01726375120718103,0.015990396886630967,0.014699428822074662,0.014109516625855273,0.013087141312444494,0.012386189291204549,0.012093225263916752,0.01183050557145666,0.011028738306849646,0.010817313292764582,0.010438280545446882,0.010114566271357733,0.009667587776475623,0.009266180146876446,0.00919252947609913,0.00893886240869982,0.008639908266472868,0.008254840939059949,0.008113684225552007,0.0078225250472823,0.007663873283214207,0.0075476360230368016,0.007361352897490883,0.007185048354553839,0.006981009650763918,0.0068800056805193395,0.006786250764698176,0.006643763701644365,0.006528770456953583,0.006373977993736521,0.0060975568311315105,0.006039926930441883,0.005992998180591681,0.005837602521043061,0.0056599166058385695,0.005616680240596143,0.0054997864190109765,0.005368773441573974,0.005183577215025579,0.005166773406311206,0.005025248651756956,0.005003683211160913,0.004937640289833696,0.00481728538395917,0.0047916827417047265,0.004750934421466662,0.004676417647006916,0.004625553003864841,0.004502396031614757,0.004464711409512031,0.004420793305382459,0.004392048241923702,0.004333863846193611,0.004221798125778995,0.004173257605627937,0.0040888536391142285,0.004041142775332885,0.0040092748376487145,0.003936865022584981,0.0038865307545584366,0.003850121549522839,0.0038374017404508394,0.003806219298320226,0.003783750375544233,0.003694962202066643,0.0036655497612480647,0.003644836694858114,0.003551407458687023,0.003542031225461831,0.003491630980226235,0.003458905644451302,0.0034229331191401578,0.003379699488429036,0.003299956296120155,0.003286717408709062,0.0032561329143548715,0.0031834292631787364,0.003145108694500742,0.0030797946055477554
