,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88
0,6.123770010008521,10.156005381730415,13.37576041688267,16.269533783781057,18.906049685065188,21.408226023331338,23.709067531571286,25.735487348659763,27.661521728196565,29.53467107991799,31.261046200636095,32.86008588929919,34.330028771506655,35.74098043409219,37.04969456533663,38.288313494457086,39.497636020848766,40.68068657799443,41.78356040867939,42.86529173795585,43.90911979250054,44.92057641963632,45.88733519728388,46.81395321197152,47.733206159581435,48.627092400451424,49.491083227098706,50.316567321004705,51.1279357435599,51.91018824828814,52.67657557660955,53.43133917891323,54.16747446866231,54.8859793041177,55.58408026919408,56.27208083724602,56.95070591371584,57.61508228388027,58.267959329575625,58.90535712894928,59.51511281206243,60.11910550510662,60.71840532316579,61.302165575270095,61.86815723585395,62.429825259913564,62.979803901814655,63.51668124597205,64.0350389674746,64.55171630810574,65.05424117328143,65.55460949439752,66.04837352338089,66.5301020617768,67.00927033594728,67.48436377809395,67.95200554279464,68.41456084318112,68.86480044634258,69.31127158729379,69.75335091783204,70.19255574202441,70.62594212664376,71.04812193922166,71.46544769978446,71.87433306369589,72.27844734122917,72.67937482499404,73.07306132725253,73.46171440270838,73.84672655766066,74.23046673170575,74.61108866153778,74.9894636990922,75.35895991929887,75.72551489542367,76.0899985649095,76.44513931077819,76.79934243332437,77.14850553134698,77.49439609579211,77.83668940770613,78.17465935654904,78.50465498616104,78.83332672703196,79.15894001846745,79.47728294478532,79.79179381423539,80.09977327479017
