,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
0,0.08245190227598094,0.07185630258104665,0.04558354693820487,0.034795386290485994,0.03332187361740566,0.028441432662814698,0.027744577093951898,0.02299831390079997,0.020445465964933785,0.01915321348896603,0.01802105832043221,0.016992659724247863,0.015015895450808892,0.01331339065595804,0.012452933285880837,0.012066032505900376,0.011803328834553642,0.010817076787839438,0.010563939835476337,0.009933368079065006,0.009237166496897369,0.008922363053087799,0.008690850865578002,0.008468114546154043,0.00799985156635201,0.007835049015180175,0.007549083623438387,0.00720539901693945,0.007025704548245903,0.006881464600964801,0.006474961056125783,0.00640753520189034,0.00625814001840857,0.006005850440370257,0.005852662544324231,0.005782226060295656,0.005605278188236006,0.005563136040126929,0.005404693427519052,0.0052860874162122705,0.005173513464729219,0.005058850071433179,0.005020420699118201,0.004766367816816462,0.004715271637094661,0.0046506184158126825,0.004532396507456171,0.004354684794261323,0.0042661760442893205,0.004198466376747723,0.004139817105185146,0.004081554666314854,0.004021546976451267,0.003908318394527298,0.0038929732698596117,0.003828718058135082,0.0038032359842374167,0.00375421135916421,0.00364341783014675,0.00357946500938095,0.003527513963428417,0.0034925480460764285,0.0034616650540189604,0.0034409632351424047,0.003360876062046986,0.003315067777413188,0.0033073741444920534,0.0032211019419953594,0.003192841945125887,0.0031538172828625595,0.0031099518260085924,0.0030409883725902665,0.002981728283504276,0.002952902244407149,0.002928696220124324,0.002885537049647252,0.0028768222722845406,0.002843864009541203,0.0028183810467443003
