,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
0,0.05301322733253237,0.03361782136050336,0.03007938221651805,0.02596799361131913,0.025398963000015786,0.021924082381428886,0.02123424973793261,0.020397510101472702,0.01964546997357681,0.017682961372097888,0.015152448253196282,0.014452408337078107,0.013938015745974149,0.013313201254095507,0.012811858627278171,0.01221887124075948,0.011763200940037724,0.01148703618158947,0.010688563105506721,0.010390447410905909,0.010271440287088898,0.010159444670397581,0.009383976421002657,0.009309379383733081,0.009136347450409978,0.008987239395065455,0.008884396772926692,0.008681067600931805,0.008561834758729375,0.008458001850168345,0.008368441686276526,0.008080635802346466,0.00796458548227008,0.00786309511010997,0.007746584559793938,0.007693655806914079,0.0075090869606675775,0.007266031791592088,0.0070977460673321505,0.0069757442127317435,0.006750154554550716,0.006596824269077304,0.00651724639296889,0.006413031695949752,0.006262697075182442,0.00615580714036915,0.0061427107249172,0.006007183855725843,0.005986920350397017,0.0059571423692763295,0.005853097832667582,0.005746723170533784,0.005685354578121473,0.005545068947118628,0.005478359491210904,0.005415733086050332,0.005231900761826815,0.005226831308585138,0.0050404256739734025,0.005006170939083407,0.004934806180651923,0.004861756482519412,0.004790740380169929,0.004726672007843471,0.004704281306620963,0.004681323153941706,0.0045652298788067995,0.004526996812737999,0.004398332662611969,0.0043686254112909485,0.004300513140565561,0.004188446465605983,0.004171728990952658,0.004096936793982608,0.004032162172341036,0.003994701480594043,0.003942193845953689,0.0038914440709903243,0.003812361915802958,0.0038041662452521956,0.003738600827282438,0.003629022011118723,0.0036077899264401404,0.00359299138152004,0.0034932382764753665,0.0034004330528315386,0.003375538923369022,0.0033545230364458944,0.003293528126976624,0.003250371364217777
