,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
0,8.245190227598094,15.430820485702759,19.989175179523247,23.468713808571845,26.800901170312414,29.64504443659388,32.41950214598907,34.71933353606907,36.76388013256245,38.67920148145905,40.48130731350227,42.18057328592706,43.68216283100795,45.01350189660375,46.25879522519183,47.465398475781875,48.64573135923724,49.72743903802118,50.78383302156881,51.77716982947531,52.70088647916504,53.59312278447382,54.46220787103162,55.30901932564702,56.109004482282224,56.89250938380024,57.64741774614408,58.36795764783802,59.070528102662614,59.7586745627591,60.40617066837167,61.0469241885607,61.67273819040155,62.273323234438585,62.85858948887101,63.436812094900574,63.99733991372417,64.55365351773686,65.09412286048877,65.62273160211,66.14008294858293,66.64596795572623,67.14801002563806,67.6246468073197,68.09617397102917,68.56123581261045,69.01447546335606,69.4499439427822,69.87656154721114,70.2964081848859,70.71038989540442,71.11854536203592,71.52070005968105,71.91153189913378,72.30082922611973,72.68370103193324,73.06402463035698,73.43944576627341,73.80378754928807,74.16173405022619,74.51448544656903,74.86374025117667,75.20990675657858,75.55400308009281,75.89009068629751,76.22159746403882,76.55233487848803,76.87444507268756,77.19372926720015,77.50911099548641,77.82010617808727,78.12420501534629,78.42237784369672,78.71766806813744,79.01053769014987,79.2990913951146,79.58677362234306,79.87116002329716,80.1529981279716
