,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,-0.36754333971436964,-0.5854368946028143,0.5820935450331429,1.215833496635136,2.7442184847570283,1.025211248735625,-1.1326338839988128,0.5383469469771021,1.2449322906691582,-2.3164329232067398,-0.8197760493221459,-1.417967412564813,-1.0768655882523845,3.038840593799659,-1.314410759582628,2.9774445077489133,0.09002783213083324,1.8364711445094948,-1.2596784402146288,2.5431494153198937,-1.0233907800372244
1,-0.2574002710549087,-0.7708534412744842,0.4781633325023618,3.6798890610481347,1.0188039792076236,-4.425297998425122,2.447118538674794,-4.374775528747756,6.200974235090808,3.336782464607092,0.04505591297727655,-1.5111840002247692,-5.677732473000786,5.418482851586871,-1.7187226377430689,-1.1568462109848157,-1.8541596814698558,-0.5150581494894068,-0.8251371233599827,-2.2658162723413273,-2.1384015375703425
2,-0.24286879543316886,-0.6703761164805214,0.30181535135821075,-0.014237707447428026,-0.2967385502036327,1.9384043879839532,0.31660814991339525,0.3704618690056175,-0.7447195825816627,-0.5571798795813335,-0.8629347234806323,-0.798427014035886,-2.043996818318645,1.4230567714080893,-1.3073593431095163,1.3168075806351147,-0.25134445288067014,0.7504997387851493,-1.5774075531443803,0.40625157737526163,-2.6077812143433294
3,-0.13826818080443615,-0.33874984246782336,0.386378670909313,-1.1392312432694962,2.049538090552327,0.21524930098801143,0.09493754073066818,0.6866489418273946,-0.8843898635731872,1.477600590081087,0.896724637036034,-1.050921900652944,-1.0340395545987302,1.5532350433054225,1.42242454334585,0.8234688542151493,0.07249430406953733,1.6902882519791866,-0.9050186527883394,0.043168544260225025,-2.9003293148181206
4,-0.6261496443673875,0.022617715891352204,0.9078258261673224,0.09342738974145791,-1.1028775015542767,1.8636905825371282,2.729144071536993,0.9041836933039624,-1.0415741052811476,-2.256987396175214,-1.484810197732334,-2.132927782780659,-2.733924519852505,-0.3310840219420473,1.1552453003056304,-2.3101151479616138,-1.338501373403665,-0.6222809428311291,-0.5917657438661678,-0.026990371737682508,-2.197516362328069
5,-0.22865977313043126,-1.0392058566109874,-0.08635296552536822,0.12917843548212088,-0.8659194862726916,1.711119658142765,-0.3389204289145029,-1.099123841392189,2.3010878342530137,0.3953972271769332,-1.4978690291181322,-0.20315792344054803,-1.7796068002806429,-0.7070434113751337,-0.6328208638052382,1.8423118716411513,-2.2302736177895843,0.5136537189176444,2.1288704458793757,-0.6995825426941251,-1.5958733626175148
6,-0.19968852099134915,-0.7034222871459211,-0.16365310582638726,0.7826236932914228,-3.232761649606458,0.052386863788007686,-0.4644191372712371,-0.2598213409942069,-1.313489765382859,-0.6271415960823933,-0.8674637008922094,-1.7034920449280053,-0.3577529225414093,-0.5238048525148683,-1.4566981451110885,1.2267892720221472,1.6089862353310593,0.5277228583190293,-0.18480514985812316,-0.0803028048730596,-0.38860797874085845
7,-0.1416103790614574,-0.4963318944994269,-0.06163300876538911,-1.419518983723166,0.4062527822644486,0.23438496365875686,-2.3817383591212318,-1.208885519955414,0.09108813303951153,0.46449022726034644,-0.01385197871752524,2.0136820495942334,0.42258681208131266,0.8793094183953939,0.3297693091965915,-2.333011574222761,0.487511609161605,1.986172182412003,-1.287506056385968,0.5072644871799948,0.21312937405642765
8,-0.14777632993593415,-0.2765872382654814,-0.04930476853801281,0.7132088925253789,-1.3170148574739142,-0.24985477073299187,2.0694877079169935,-0.5964435655339821,5.448427239677856,-2.9965477682770576,-1.4297104115733983,-2.3302713365707346,6.605285954373791,-0.862312244864447,7.255373488097062,7.075405491106132,-4.0104872359719295,0.3104461082983098,-0.7104548407519374,1.2807798605706109,-0.5483978875864415
9,-0.317419283401806,-0.4519223126292623,0.09918304669231467,-0.5771333395611464,0.5108801302026343,1.5542972637581773,0.4829183423781566,0.590324740225776,0.4079792001596436,-0.18124667325452257,-1.1169854410266178,1.9049340622166417,-1.579975784806968,-1.8029980451746448,-0.3935525290111773,0.1521164461335141,-0.43598145068144784,0.9179227219534021,-0.7526592474215871,0.11907057934777308,-1.8845243159275293
