,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
CFD-WM-001-N.jpg,136.54328806950872,81.57140058079706,16.926693217067122,48.022531423255934,822.8576454516234,68.29022729927728,40.44628587116758,6.711921337886229,26.008015899638625,78.47690911617543,110.07568705020287,42.42832439364117,94.99449159769397,122.53286701661317,19.28709970734068,40.00311974388855,22.27665997618496,77.69941605111582,105.28048044645372,28.610099380612564,24.1768652531746,36.27835108444857,15.173563571447241,22.39567839706886,104.29149385714014,603.5489982778007,66.6055593525739,539.1003421033205,86.35011897142502,50.31273774391667,23.390714530827424,432.82047980300706,59.47069594980534,59.50517071103226,424.0984592441641,23.264511651273374,26.054266194532605,152.28758050817035,25.070933683033516,22.375248601842475,124.85239310498702,246.07736393675086,72.98693838294335,46.422612259750686,54.615495576168506,258.1092645625515,217.52839694744955,356.42379402511455,21.923417909426036,48.053981169264134,34.173641632375194,16.777750984221527,310.13355797799113,121.66050030697762,74.95604421127805,38.99071418200186,48.728540857607015,20.879162855268746,64.90214725388113,95.91270997129857,92.8024181027633,51.27627499958351,36.81264130821661,24.36237775850732
CFD-WM-002-N.jpg,134.36061187117832,86.03997215767609,17.53023911146352,46.30948679554674,804.6224250862986,70.92819237640889,41.65557418168256,6.970113758307202,29.947408111176777,80.44375052655559,107.68354459349969,47.850706585263296,100.99831713870707,125.73862182585272,22.654029076797052,39.53253350378078,26.83253080014624,76.87566896988321,122.60365253318177,27.829920463199247,21.369018289868777,39.28463679795689,17.616527827466097,25.679917976899358,106.58768446412773,587.88893870839,68.23478798756533,534.9850592113775,91.4161367219153,51.90541630855177,22.644537861010445,428.29782823099976,64.62411991834203,65.46364055240612,418.1090565628814,22.733115672084566,28.609111822636713,150.7362056930124,31.763460138438468,31.056226047304428,128.03927012510795,246.9266926294777,80.63555027698926,45.52442812360823,58.24236434966439,270.64094310986917,215.34870201374324,348.3713714193626,26.016604568375683,51.81119159973293,31.069144973871108,22.39026954713128,314.56480715347794,121.34742219475031,83.44204388692623,39.83215693198798,50.46940389041176,19.099247773835728,68.51453344123729,93.02518137773853,92.68465092758011,60.188929411008885,36.59426755861056,24.663841827536164
CFD-WM-003-N.jpg,127.75302834988616,77.32913786770683,16.803346381106945,44.59371881749691,781.3506964497037,64.98780322371942,39.190057197151226,6.741794027339985,21.945170194594837,74.83629409412316,102.61735997264206,48.141654465593724,91.86470271252115,115.57115614863038,21.108687977910893,37.2137307035514,18.058946824775134,70.895003354557,127.97933431065698,25.84621809844619,20.765720280101142,34.98154647268886,12.646914332411347,29.733589185133997,99.13917976081292,581.2209724566729,63.77911606390025,505.1256498156489,84.48707877929627,46.28567269120166,20.42205107447711,427.7821441842302,56.88808993416187,56.63940185545207,405.13593978150294,20.57266792089961,23.858890376076914,143.20540540894834,22.611344402362544,25.647682427415596,117.91015738227978,233.36289085927586,66.5935855696329,43.361745618581025,51.836286659321004,278.7980876355771,207.4210271604017,338.0807193609374,19.73134242536676,61.564830453661614,29.83500370457626,15.175391523654534,299.99925758674436,115.32729931705458,84.32643600265443,35.367050130894924,45.39114426220922,18.291831276639083,61.63072850887025,90.3996975967093,95.74326868010661,64.8431287794437,33.16905794197849,20.56158107314354
CFD-WM-004-N.jpg,125.85660166417816,80.06945251071308,17.040556151480462,43.41037945095102,760.6587511210439,67.85913776704206,40.12564888761744,7.149931625178564,25.26117658177961,75.28562340264955,101.08879630414447,50.339844861702176,96.11985690578253,119.91959398161448,23.103016934280074,37.34110560228101,22.08615805588815,71.57708827111344,133.23424363850762,27.59101606570113,19.900486918754297,37.13500577913822,14.7479575352318,28.983895588105728,100.77452813026648,559.8266127540443,63.84567659772453,501.5144825064083,89.06100707768691,50.662584374498394,22.0685115858188,412.9422962525052,62.93878835229318,63.029986520900096,393.4317990929026,22.306211425987552,26.994381268893317,140.7715879270156,29.780002541069717,31.90983966417398,121.3131109962563,233.8004339376443,75.51497779911392,43.14478620195854,56.85305720099666,274.4431112855204,203.5917973623989,329.5794184684987,23.833936078166257,57.485945384017086,29.10168217278765,20.637900227763957,301.6067446378744,113.56234886015264,83.90215971250899,38.70467344291653,46.997998273437275,18.205766671532302,66.34495460156207,87.84954085352754,91.42188823037087,66.50900702176689,35.46315302178437,21.529681344398973
CFD-WM-006-N.jpg,124.57978142965204,85.56504197236701,21.349505160597857,40.42971194874969,754.8250141654398,68.84610411473233,41.405892911822235,7.437918737830062,26.272204958805244,79.7145257444814,101.27092551499753,50.58280021387505,99.54788240286396,119.74721236907484,26.322065420157,36.306675386231994,23.001250190660357,74.05261435110388,136.4156678931298,26.737912693488582,21.617700673351113,39.668535034109276,15.412571707854466,27.53808602727871,105.83504392877245,547.3088600662186,67.13500024801671,504.59957172496456,87.96038956612904,49.5795983112707,22.44363379420388,402.0568734815247,62.59951282445147,64.02134334324498,388.9437774449304,21.400287690397224,27.25752060664687,142.3202733380087,42.8493298209618,39.26902923004153,120.31068476520797,230.86858369617923,92.04000777059738,44.152783621222554,56.513590279826865,266.989643600334,201.283266812146,325.41574524701286,23.44327734444262,50.489296275419235,31.247473897217603,31.479743943953583,310.8074033015921,115.90717454878163,83.32562655559919,39.27416583007482,52.07125282960253,18.935981016585156,66.09872304120758,86.97402340528721,85.19254982284667,64.84996731681969,36.041156787753586,22.84999670190808
CFD-WM-009-N.jpg,123.24866585740439,86.64735863998838,23.901404626277866,42.80672874439663,737.4108291603138,69.7420548116325,42.21957728866849,8.698665185396711,27.68793669980428,79.63161172210215,100.63499463660872,51.40111864821769,101.38047131597557,119.6495553118115,27.397844551924507,39.35676015184792,24.13916250734058,73.76425231087356,133.92963627611593,27.736199950834983,22.136103962513626,41.32062664241423,16.582038516187044,28.746647542162723,110.63403365471993,535.8836292958116,67.44249512565712,495.3250478343389,89.84379875267932,51.86291387145246,22.31576061861118,395.56645180689935,64.15373254922065,65.75955493508229,380.62760650342074,22.36037328118893,27.76744002858575,140.53308079085238,46.65572869026741,40.72833356877185,120.9331162005689,227.35790703896723,97.08480411660379,44.658517455519416,58.642457938212424,266.29397670708283,197.50963332646523,319.3909121257697,24.366364015499723,54.84640342609856,31.179636332926304,34.37012390140384,304.2204162879866,115.02571270427707,84.40338394555918,39.74652698494931,53.26292249990143,18.715664490756854,67.93786842552102,85.81392146167406,89.82281443987716,64.89501777576679,36.04844182586162,23.169093904751875
CFD-WM-010-N.jpg,129.61086488104775,82.46806318595725,20.043229472466475,44.17040788482715,765.8616954038508,70.02538024406549,42.435104029292326,9.200514595302852,29.19964955506219,78.79808939367946,106.56533242354635,46.28233159921365,98.22484573974317,121.31990606655641,22.720337235661756,38.4480013371545,25.64280843844504,77.91361096348629,121.77771920254703,28.58602763347658,26.228531352764623,39.11100767680108,17.39227076561062,25.1139035749105,103.88357182702956,557.5451187461517,70.96258980957126,505.3884501840975,88.88979968577219,52.00508538190019,24.83037226836603,403.3160132205955,64.0572302396212,64.24342019614117,394.6984009172789,23.300511923868076,28.77008702435022,146.08321553007676,33.40319091633909,29.873854857565934,124.03410062853933,234.57839290594578,81.45741542168089,46.68249152529134,58.74546914100686,254.52359549657797,204.74854804819915,333.6322579626178,24.963535327338423,46.88825264598845,35.414591472860835,23.109106474912995,306.6804887510228,120.47556204148223,74.57692657374511,41.9249934236797,53.242336654204074,21.560638930129002,68.8736996021281,90.70883732016587,85.5216497679102,58.89684392105571,38.21361692909704,26.114181833253813
CFD-WM-011-N.jpg,130.77833698182818,79.44815128502717,17.72995506239252,46.219747826754,800.6658120060432,67.08289985157275,39.80736294981019,7.2470896908525155,25.54742166569827,76.21965184420549,105.27594244163436,46.29880166891992,94.95362956919269,120.6207112169252,19.85219013990703,38.05414899974427,21.512338191926556,74.509422707206,120.85840148113049,25.722760178079255,20.726733690955705,36.07424387961391,14.963546370475658,28.069552400604003,101.16762584472539,594.1729032456274,64.8059320250557,518.6761667020271,88.42303619180967,47.074591695944,20.278705972795567,433.95352154113687,60.392608592202066,59.831725411114704,416.1441547698864,20.5075999855305,25.02529549989992,147.91657894615344,21.31996639590587,23.18432390923898,123.62295069967453,241.4721792256816,66.19558784510743,44.55563196978159,54.877461059813534,273.6482285160271,213.0098596290324,346.08835099414,21.854769627006526,58.12522592177636,30.43581148328103,14.458351213476687,304.8490807200421,117.93167365389955,82.7484814221935,36.01827709609761,46.31908137990341,18.49270300053319,65.0678630669587,92.42411747026853,95.5515294764274,61.23046125980018,33.537627830249534,22.517291565833148
CFD-WM-012-N.jpg,133.25126211541559,80.77694163115325,31.96673657748241,42.140254556853414,819.7964166603668,68.99817636983789,40.50223589396016,11.371791031606595,24.96153188205552,79.33920655846127,108.20348146009884,41.11586949394687,94.32184326345319,120.95771877473305,16.351246267470724,35.84664300925096,21.101566997081118,76.10757327927169,113.57657485481408,28.827112531038807,25.85742774214928,36.41672381414463,15.038897176287422,20.08554358401188,112.09460410881522,588.1076144273773,66.9217962926047,551.290811916205,85.25855778661148,51.34554185453869,24.378651584308443,414.74029775130106,59.69563715387081,59.51131460027251,414.5175649954923,23.589143915558637,26.13036901550011,148.14612499082625,21.42838982150329,20.658139722129835,122.72840737434561,241.94611777612295,72.91072360661335,46.47848504145804,55.071237090745186,234.8729181426366,213.04797437073123,351.2265658569374,21.43374067368354,35.96877269487877,35.324764936882055,14.883300295850376,332.76117726894364,120.05070718447558,71.36530090917505,40.17065059001218,48.806081404657654,21.727869939550516,65.4465968120283,94.31204773375582,73.30868911341531,51.603441942390155,37.87693795147202,23.78323234364091
CFD-WM-013-N.jpg,133.11132607862356,82.86245657498675,19.047582035390683,42.17925265459632,823.6683185870525,66.92254339628339,38.449983057541935,7.171158199708752,25.96945239781112,79.7685490592994,105.14198285356706,43.601542151482285,97.89956732573847,121.80462700772374,18.334041562164796,35.68862580364227,22.495140497663,72.08051883557494,119.78528671042889,25.263342396056217,18.44982106059823,36.77567811315281,15.712312429108685,22.39160572767502,106.4338681578398,602.9838290257778,64.38854434184626,540.3925884772194,86.93985925638474,47.27574022345801,19.58242795003827,432.9407066392661,60.493178217147204,60.802029427974865,424.0221877648704,20.22140681570662,24.92290783423915,148.30056606042876,25.433152725396805,23.583302162737617,124.22001225530403,247.7416730776467,73.0680744535045,42.72809405354765,54.71110459215204,257.1121293064872,217.5938401966598,352.57320409876235,22.46664117224044,39.678199020215864,27.73727898916339,17.6448611425496,323.1089916654235,118.44311725477657,82.04607948163947,34.98924572382785,46.23100442414461,16.946832441258284,65.1005019561693,91.77944981844986,80.96050613512385,54.54499664567763,32.76394571117709,21.12157822313614
