,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124
0,0.8257170906817429,1.647197912811494,2.463865929147371,3.278708851668749,4.089720262227181,4.899362951049562,5.707041126278479,6.513005188997559,7.315283257954048,8.116876573023397,8.915865453333643,9.714296803581647,10.512338131195275,11.305972874768596,12.098184701679267,12.887542373211355,13.67607930235189,14.461486532617718,15.242305271488396,16.022380020528225,16.80109486609797,17.57750646175384,18.352103408237003,19.125061525478916,19.89592899983595,20.66298284889082,21.427996956216198,22.190828712797405,22.951857569184213,23.710014961464193,24.466027320403374,25.217332582841568,25.965647341388,26.712092193707843,27.45590927362494,28.19261905286195,28.927286491097775,29.66143941922243,30.392858247964394,31.12268468541845,31.850573386904607,32.57569503555328,33.29994427806566,34.02039639464537,34.7368637562925,35.45053553619686,36.1590929675481,36.86148907671022,37.561240321622996,38.25517066021632,38.94631522860663,39.63534527944685,40.323623858678715,41.00806301847935,41.688221979814514,42.367791549232564,43.04368180454997,43.715844922586165,44.38692546379121,45.05705758317581,45.72445349362124,46.386031961901494,47.046032543687375,47.69875092726657,48.34713355735703,48.99263034402709,49.6377114799802,50.279832660894556,50.916273406029354,51.5484269776871,52.17756603628638,52.8033804453019,53.42535118956398,54.04549037115564,54.6635262055113,55.27787930634809,55.889453109001806,56.496575867783235,57.10180131971099,57.70333574063695,58.302284738395116,58.89355283439458,59.48207691000339,60.067777967468864,60.65127945768742,61.23084615466551,61.80866432734853,62.378698114266044,62.94282402544897,63.50198206708516,64.06039736060025,64.61536539479549,65.16684046585056,65.71588827700576,66.2611777102832,66.79832048833873,67.33011446575942,67.86034208112835,68.38575989512117,68.90416249076208,69.41991860137145,69.92956031385417,70.4342996069259,70.9345267853856,71.43093933636699,71.91759635845473,72.39826525916897,72.8733153762576,73.34677428988925,73.81335594132955,74.27399804999433,74.72809155810522,75.1813044104406,75.62410953826902,76.06183971975508,76.4947269972537,76.92645652163932,77.34695893147175,77.76004764965329,78.1699254722681,78.5703601532914,78.96243262704353,79.34414568699239,79.72098697771459,80.09239024108697
