,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158
0,0.007214093036995217,0.007206282774386134,0.007165033777797071,0.007155803505336296,0.007139752627878526,0.007121177979591828,0.007105294567419532,0.007103660733150252,0.007089249591536333,0.0070864618542329245,0.007073980772006199,0.007056473031158848,0.007045408740350778,0.007020059159457752,0.006988678497122135,0.006976562125775409,0.006938108605999467,0.006927690786751071,0.0069118695146201245,0.006872599835103148,0.006846414377719657,0.006837858285206088,0.00680686055412351,0.0067873543938466,0.006756520577249736,0.00673630077816662,0.006721193083722055,0.006683256639818195,0.006650989926529233,0.006639566596501301,0.00661471880641233,0.00659186338796763,0.006560449532548298,0.00654329419166679,0.00651133139462265,0.0064817202933079585,0.006458534439334368,0.006448203392447904,0.00641493874943062,0.00638868086794003,0.0063395099124470625,0.006333418800637176,0.0062794967009777184,0.006240781451067178,0.006208864002725689,0.006197189224983104,0.006181459003987405,0.006142614279545187,0.006107530864602667,0.006089246975851767,0.00605246472849296,0.006010738435143595,0.005947683555652984,0.005923907066468351,0.005911516122566271,0.005906984833730783,0.0058766264117866675,0.0058172893109329615,0.005809231852193868,0.005775531178471258,0.005737625362571108,0.005716613059486627,0.0056840225687003415,0.0056495742624462185,0.00563453189324016,0.005603689534458068,0.005530400733315479,0.005515581908867898,0.005494771174989151,0.005449605386478613,0.005437362414199501,0.005407110569339781,0.005376159513976833,0.005346224957584915,0.0052951689409591884,0.005269957618311837,0.005249879223313546,0.005188870637384815,0.005167711108214614,0.005126687487934944,0.005111879357263987,0.0050755034146384844,0.005044587796946083,0.005011703958275086,0.005001153085060099,0.004944380918941941,0.004903113295902851,0.004896583691587177,0.004872662104050224,0.004826938646880874,0.004816517488540865,0.004781081192649676,0.004725329918145704,0.0046993629347626305,0.004666724926901025,0.004640368178046754,0.004592940452072175,0.004516128419057715,0.004496008312972393,0.00448160373444009,0.004431031008257744,0.0043883655476208245,0.004371140742635377,0.004329025731754901,0.004316842879386954,0.004288905366614445,0.004243116416081323,0.0041983627150778274,0.004188773686175872,0.004148201479575775,0.004115588355789894,0.004094460549885913,0.0040341553088090705,0.003994074453313854,0.003969354917738825,0.0039018317561759263,0.0038441262692776477,0.003800032638546605,0.0037951086043859533,0.0037603615319986177,0.003739619226237861,0.003708960631543173,0.0036476206374629733,0.003609829802447116,0.003591838347928783,0.003550677222095542,0.0035112216742516937,0.0034940595990866313,0.0034545280257121266,0.0034246978727530677,0.003388605112990663,0.003363092191616218,0.0032918480988204882,0.0032692801409653738,0.0032659440879995423,0.003217038587178085,0.0031799089955889775,0.003117497499944826,0.003061041843565059,0.003047193042895623,0.0030177076717043767,0.0029974450418727623,0.002953728359226023,0.0029349541936959517,0.002916410046044714,0.002881569887488903,0.0028629645775324597,0.002813940852036172,0.0027966573843768777,0.0027296226635174117,0.002715669789312385,0.002701948754188531,0.002660181743297819,0.0026031531429534065,0.002554533512082311,0.0025439914257005996,0.002504038492412246,0.002477633804679581,0.0024479726248274295
