,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155
0,0.02314641629097182,0.022283522178582798,0.02001669865650696,0.018776967953198342,0.01800509129145128,0.015725705977313757,0.015531740700797565,0.015160013344340863,0.014727024377590159,0.014251579997945069,0.013732778912454655,0.013258980451693488,0.012320636057758957,0.011486223747316072,0.011195053244565916,0.011033900132124904,0.010387717535667819,0.010226242742148107,0.00978780922520251,0.00956245392432898,0.009393112654586446,0.009021464783980353,0.008878840762377258,0.008649514581292652,0.008560023982955961,0.00836292636211803,0.00815455719561041,0.008041620979624743,0.007706846674807804,0.007591971017065759,0.0074183180404495275,0.007216842896898166,0.007114651500811484,0.006875614482188538,0.006599528042341127,0.006365270253719474,0.006277718593459973,0.006152388551328042,0.006031427319809384,0.005935712650987943,0.005865941127902959,0.005763623946169007,0.0057271414699852745,0.005612342999869712,0.005551305360391637,0.005425634364806181,0.005335738831473385,0.00528691120809771,0.005195342253485049,0.005115923263369208,0.004949563161096514,0.004922066005146094,0.004884425952427249,0.004777721689862098,0.004671985190145673,0.004665422432555191,0.004558965768678524,0.004512940220905219,0.00443007266811187,0.004403326044715964,0.004365242653146065,0.004298488028954002,0.004206882792478042,0.004174032566814667,0.004128355838565989,0.004035273330303875,0.0039715394205030695,0.00394159797553206,0.003908984178661896,0.0038607023763806325,0.0038259619238015493,0.003812672376919656,0.003724675031132562,0.003673068152302698,0.003594932058407676,0.0035651927405894734,0.0035423208800585957,0.0034937837728330127,0.003469250176014315,0.0034354370780074962,0.003389175775117897,0.0033703617651485466,0.003334011324061872,0.0032895148520446743,0.003197925427853072,0.0031860885727435684,0.0031569234877560177,0.0031324088475785435,0.0031061105878074408,0.0030772844055199835,0.003045414409852032,0.0030177758101134185,0.0029876893817006355,0.0029416676308975757,0.0029251870950681978,0.002909858063511497,0.002863741164210666,0.002856028402359,0.0027396172479995963,0.002724614011788315,0.0027021666427342866,0.002684885058033029,0.0026711559338381085,0.002642138931079483,0.0026219620523712833,0.0026060299035954187,0.0025617869059570354,0.0025454379201307804,0.0025392826619345115,0.0024838367919436965,0.0024733222729736173,0.002450810844503871,0.00243785170746068,0.002394391330265624,0.002393170810980894,0.0023720404223225456,0.0023662191004426504,0.0023358376953070215,0.002298569942299436,0.002284823010829785,0.002263431425715412,0.0022251713988842964,0.0022166155722401016,0.0022059930755045317,0.002174780693916347,0.002160402231544144,0.002137491649824442,0.002113391165956293,0.0020947980197558434,0.0020743510639335055,0.0020608633201528535,0.0020397937886405216,0.002026220276479657,0.0020167234151167016,0.0020001317218200205,0.001989202400770003,0.0019760865813845574,0.0019583090694818514,0.0019559971940229714,0.001931728732852694,0.001915523050726438,0.0018992304237171488,0.0018875313619394047,0.0018777891946908187,0.001869001859879818,0.0018459144819662275,0.001829478976441773,0.0018216050977778822,0.0018061203644196377,0.0017988081891416536,0.0017715593234273667,0.001760200279976596,0.0017534613464441039,0.0017411198387746842,0.0017174433804351644,0.0017120768034806276
