,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153
0,1.3400671695282493,2.6031931467119303,3.85718224374185,5.082296938377308,6.293402737266922,7.493817049243916,8.682089132914685,9.838262295316216,10.974834869510506,12.090337489285904,13.202232343618792,14.302319807152413,15.395416458724268,16.484207063739966,17.548467994683325,18.603558250368867,19.650916986313533,20.68034465429149,21.708081335904687,22.69726272851687,23.661143354711843,24.618050357036008,25.57029124098268,26.510489830431077,27.437334207184584,28.36155613265006,29.267713911978,30.15708755111272,31.035067695061596,31.896024853428024,32.73918295644871,33.55824687144865,34.36726994833273,35.17444035312429,35.947527473544085,36.718816551129514,37.4802253269606,38.23569372192222,38.97532719043816,39.70017224914782,40.41492334578939,41.12669538194964,41.81978062442684,42.50832159888714,43.18403723630683,43.83646196896056,44.479486032770396,45.1202071593043,45.74800000612175,46.364282607579575,46.96669933829146,47.56147750157347,48.15016663191765,48.72874592586924,49.298940142357964,49.86067452780586,50.413050130024764,50.94996072991959,51.483337895943194,52.01130068532224,52.52666585754765,53.03473349704314,53.53808274826404,54.033967437421346,54.51762298056997,54.99719379986085,55.47162114646077,55.94060188116274,56.39844874798522,56.85057776181609,57.29569955043716,57.733597670265425,58.16570502392607,58.59101721254909,59.009129914895595,59.42585629092434,59.83586006837957,60.24047526461631,60.639877155086964,61.03300261791039,61.420445151224435,61.80169274295114,62.17931946961114,62.54842200670417,62.91130249997734,63.272273814167605,63.62718391276726,63.97295738511804,64.31559661117934,64.6565806146563,64.994610816418,65.33039513073525,65.66532402059107,65.9889558912404,66.31179892654879,66.62995867214096,66.94393835806291,67.25531779076378,67.56085310419951,67.86083082566566,68.15711373655249,68.45279165551595,68.74251890289543,69.0304296982184,69.31489492698647,69.59806555852973,69.87860022823254,70.15518075036587,70.42872979642961,70.69758199480216,70.96456689158298,71.2306053239154,71.49184676545994,71.75013985771842,72.00568966592643,72.25648369653395,72.50332727937251,72.74781936235229,72.990656108757,73.23132406669586,73.468609549746,73.70538520204215,73.93933233876942,74.17254713282463,74.4025659926145,74.63120268194548,74.8556325785803,75.07763889107808,75.29854948946532,75.51577478876736,75.73189448132163,75.94430876399014,76.15381509722255,76.36248216477097,76.5691141092881,76.77328562466262,76.97597920072982,77.17643500656327,77.3751199693826,77.57081871778072,77.76489895624749,77.95733258706198,78.14887901587912,78.33954654922393,78.52766992483001,78.71459981205467,78.89970159563897,79.08441151329446,79.26654913995755,79.4460469467811,79.62358216856082,79.80037637634332,79.97549211004873,80.14929277055087
