,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124
0,0.00825717090681743,0.008214808221297512,0.00816668016335877,0.008148429225213784,0.008110114105584324,0.00809642688822381,0.008076781752289168,0.008059640627190797,0.0080227806895649,0.008015933150693488,0.007989888803102464,0.007984313502480028,0.007980413276136295,0.007936347435733206,0.007922118269106718,0.00789357671532086,0.007885369291405342,0.007854072302658279,0.007808187388706795,0.007800747490398302,0.007787148455697446,0.007764115956558681,0.0077459694648316256,0.007729581172419141,0.007708674743570302,0.00767053849054871,0.007650141073253757,0.007628317565812097,0.007610288563868058,0.007581573922799818,0.007560123589391804,0.00751305262438193,0.007483147585464338,0.0074644485231984345,0.007438170799170947,0.007367097792370113,0.007346674382358267,0.007341529281246557,0.00731418828741964,0.007298264374540572,0.007278887014861544,0.0072512164864867446,0.007242492425123749,0.007204521165797072,0.00716467361647137,0.007136717799043587,0.007085574313512388,0.0070239610916212345,0.0069975124491277975,0.006939303385933233,0.006911445683903046,0.006890300508402271,0.006882785792318597,0.006844391598006296,0.006801589613351697,0.006795695694180465,0.006758902553174038,0.0067216311803619914,0.006710805412050389,0.006701321193846104,0.006673959104454298,0.006615784682802544,0.006600005817858793,0.006527183835791906,0.006483826300904583,0.006454967866700614,0.006450811359530992,0.0064212118091436015,0.006364407451348042,0.0063215357165774646,0.0062913905859928124,0.006258144090155171,0.006219707442620942,0.006201391815916457,0.006180358343556627,0.006143531008367818,0.006115738026537202,0.006071227587814326,0.006052254519277446,0.006015344209259593,0.00598948997758167,0.005912680959994629,0.00588524075608806,0.005857010574654714,0.005835014902185605,0.005795666969780829,0.005778181726830189,0.005700337869175132,0.00564125911182933,0.005591580416361852,0.005584152935150875,0.00554968034195233,0.005514750710550635,0.005490478111552126,0.005452894332774424,0.005371427780555172,0.0053179397742069475,0.005302276153689345,0.0052541781399281125,0.005184025956409135,0.0051575611060937976,0.005096417124827099,0.005047392930717391,0.005002271784596864,0.004964125509813904,0.0048665702208773596,0.004806689007142269,0.00475050117088633,0.0047345891363166645,0.004665816514402895,0.00460642108664784,0.0045409350811087676,0.004532128523353987,0.004428051278284147,0.004377301814860576,0.004328872774986034,0.004317295243856246,0.004205024098324234,0.004130887181815432,0.004098778226148143,0.0040043468102330575,0.003920724737521201,0.0038171305994885774,0.003768412907221954,0.0037140326337238108
