,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164
0,0.020005725491542465,0.019536307467990153,0.01830513963082874,0.017252699394434724,0.015444683879775002,0.014875111833614762,0.014696767026798842,0.014239508239477785,0.014006839797139764,0.012995294766270359,0.012606435307998088,0.011878706801556246,0.011303889981497084,0.011118556861035238,0.011028469660101691,0.01071082162515501,0.010642106707403606,0.01016731439003295,0.00989940233809252,0.009739072060416154,0.009361673532538665,0.009224200254615032,0.008725911636139342,0.008426864747108131,0.00839769282186314,0.008031420135924382,0.007911334630040973,0.007845262382572047,0.007727431057327533,0.007478207474137761,0.007216417617720338,0.007156683267029654,0.006978661710779676,0.006876216959138518,0.006690549927565989,0.0066177116490886145,0.006452817278596379,0.006254643730092735,0.006225764046860441,0.006050238835300759,0.006022409672056721,0.0058602946417819326,0.005828164839945737,0.005722055572915663,0.00557257221346274,0.005533128878152474,0.005337797771562934,0.005266263996803958,0.0052102285991828855,0.005122620149264153,0.0051114014338055885,0.004959249322870006,0.004924531457188204,0.004861198051047196,0.004750239824590703,0.004687543083797403,0.0046002391968901725,0.004598551759583004,0.004547965465238916,0.004446156827386997,0.004421008833508992,0.0043417273204604265,0.004303106690375897,0.004273980259363325,0.0042023308940252625,0.004126010518917619,0.004051444230759917,0.0039883818528811685,0.003929690492378153,0.0039036647625477613,0.003888947778868653,0.003820257047252997,0.0037887905255476243,0.003706849067981243,0.003679390248255467,0.0036295441079358774,0.0035882831110468317,0.0035011930341558783,0.0034434359478013256,0.0034009326696565305,0.003390542391760605,0.0033391678664855986,0.0033174522448007585,0.0032841733011184805,0.0032668860368079934,0.0031823266303047573,0.0031795432100165106,0.003140672076452967,0.0031101873291675673,0.003083150646674516,0.0030626818740757383,0.003037498162045914,0.0029763431687163475,0.0029487150253177602,0.002939858928949788,0.002913450368485395,0.0028995449958817126,0.0028846227004397677,0.0028325944881109283,0.002807495816265449,0.002805990687598332,0.0027244421409006302,0.002677172858187339,0.0026635717360558027,0.0026493204627819453,0.002632273281921903,0.002624701557549938,0.0025900102129827046,0.002563722787452793,0.0025492721442519684,0.002529381842600533,0.002517898837679795,0.002479779660478473,0.002451624910211389,0.0024372545024886135,0.002404242102068706,0.0023861263724235643,0.0023709170630048845,0.0023551768106491993,0.0023063794200090153,0.0022929368774947446,0.0022747365491111835,0.0022541750250599686,0.002234328260146911,0.0022238650120476678,0.0022165097739709917,0.0021905704361553672,0.002177141780796433,0.0021540454869724956,0.0021403699066464173,0.0021174359901337102,0.002109613506117949,0.002093646414944155,0.002073977092849289,0.0020598537347839784,0.0020440116034636155,0.002041120855844566,0.0020382709202421702,0.0020156436436558046,0.001993741088223089,0.001978585192892843,0.0019475447729152759,0.0019300914684501978,0.001914354340323894,0.001901994544597396,0.0018873108432493387,0.0018673750132036724,0.0018552681335730003,0.0018428071103654062,0.0018399199982816097,0.0018250964758554115,0.0018017861674717007,0.0017877554336090075,0.0017835253788613195,0.0017767877987376489,0.0017656974565511835,0.0017493080158152755,0.001738750401638341,0.0017276983927722116,0.0017033891285955596,0.001694430369446365,0.001688132867933687,0.0016784692085138342,0.0016618809424662378,0.001649512653802743
