,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172
0,1.9145238360030057,3.6126257274114093,5.219805975982142,6.713018666481154,8.134457335838645,9.505362758943676,10.808683356473345,12.06565417875071,13.27384305970013,14.464226089467678,15.599406423149343,16.716256159235638,17.822927082734484,18.90057361585506,19.96598677169778,21.00671084460303,21.996785701471623,22.933846574400533,23.862864154185832,24.75584170739109,25.6390737248006,26.507771594672903,27.355585555700983,28.182570126597145,28.99306688620199,29.792804549794155,30.583314505829684,31.35515265268048,32.1177994663813,32.86435295981352,33.599831664798245,34.328536506464054,35.024863988846825,35.709447884064026,36.385346934031894,37.047189438467534,37.700470229298425,38.32945539991097,38.94998176256943,39.561612694005795,40.167599282295576,40.75489061638297,41.32445599663672,41.87921793987799,42.42925616106681,42.96393028018331,43.496407662861,44.025234844786745,44.54697127872529,45.0609410478361,45.56836352483221,46.06192856806784,46.551962962518964,47.03538489390447,47.510006609349844,47.97976495086566,48.44538292667621,48.89865692015719,49.34372095224238,49.787582541798514,50.22694349525415,50.662461885786016,51.09114196761363,51.51892685061073,51.93591599682276,52.34938129691612,52.760358517883446,53.163431528599205,53.55951297259415,53.95180405429731,54.3424541185065,54.73065912483097,55.11546272837594,55.496049590202226,55.87087485963238,56.23947668319149,56.60681084242756,56.9706768910426,57.333692769406895,57.691120774756655,58.04161005140004,58.391322532483414,58.738518048921996,59.083136847390605,59.42178061053993,59.757067142660105,60.091202855705774,60.41785442465041,60.740674380315404,61.06216672169652,61.38089565530409,61.698849099086786,62.011955092958594,62.3217518927446,62.62614930496867,62.927654480308995,63.22381003751665,63.51884802625211,63.81049718009068,64.1000105334378,64.38781950587048,64.67320909445542,64.95806029668015,65.24155426250745,65.52384217126477,65.80396007634097,66.08133039668745,66.3563668428413,66.62740068768446,66.89515081327275,67.16067832177022,67.42210856959157,67.68212673684295,67.93957357134126,68.1967149506078,68.45019057863405,68.70299473743134,68.95080745755953,69.19724689791268,69.44246737643458,69.68571637263665,69.92822061372814,70.1687359870524,70.40854931039831,70.64700496649206,70.88257227582471,71.11579233919312,71.34745387876862,71.57744956949217,71.8020432904482,72.02490967822756,72.24699114488618,72.46587805505118,72.68330346715042,72.89983135196199,73.11428316619177,73.32773324168814,73.54052415217679,73.75165137093227,73.96116141663293,74.1683195689856,74.3752782122818,74.57998774716276,74.78393960766725,74.98675529387165,75.18693516438665,75.38486621136819,75.58099644565421,75.77691543825527,75.9709856541913,76.16216882596297,76.35284875754557,76.5422397201645,76.72935029298746,76.91572225108558,77.10102675808143,77.28546311393707,77.46916528576284,77.65164020598134,77.83203481324293,78.01143999197765,78.18802642352286,78.36367644866687,78.53788991784889,78.71085545078849,78.88291777032023,79.05417100584815,79.22459011691717,79.39366895311063,79.56208688766232,79.72871227718832,79.8949359799464,80.05975108472232
