,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,5.938229955385708,11.023509575938853,14.929237487974817,18.244548361408892,21.219363586654396,24.121412649993896,26.69485949807091,29.197210192676582,31.610563033214877,33.844158368490106,35.86799012222085,37.77944987334434,39.607815086212085,41.35553119871613,43.03850474817621,44.622841278172636,46.15594576206645,47.66757770721747,49.176405052721414,50.606597323404536,51.99323647655751,53.34921378632534,54.62327816152085,55.88157905039959,57.08144283697111,58.23524769691699,59.35929524338178,60.47423089133136,61.56234340907052,62.60833788449356,63.647319650836245,64.6746311663762,65.6656036174384,66.63614075119307,67.5877383592158,68.52361556622606,69.42122298036794,70.31000912596028,71.17279649917212,72.01981620040372,72.84724110524454,73.66478525753935,74.46760435089558,75.25952782823929,76.04286408299689,76.81750803162241,77.57619233252213,78.32811626645983,79.06234108874828,79.77658166550216,80.48461278874974
