,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.024166831976718647,0.024034207683466657,0.023909990053888025,0.02390023997637301,0.02385301649569994,0.023803323191526594,0.023629708456805232,0.023530128731196177,0.023340285755741225,0.02324572524931696,0.02320388263297923,0.022933104870357584,0.022824297361505055,0.022533731658292585,0.022383849313111145,0.022200108146881302,0.021996958565226328,0.02152076980121396,0.02146090053721767,0.021306414991650025,0.020927575946000976,0.020546989966242234,0.020173022372137847,0.020146332248977515,0.01994746092605666,0.019804748584811117,0.019360911341276293,0.018828329367809784,0.018571675811409328,0.01846151755783672,0.017588674886265396,0.017300516520681035,0.016641990326675134,0.016199412352549986,0.01534948433215103,0.01502993114534328,0.013905193984223622,0.01359492537158741,0.013225311889546853,0.012279216349833004
