,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,2.381818728332275,4.7522964089857425,7.115037055499922,9.472953896195671,11.820831950982186,14.16481033211251,16.490376855988767,18.8043719661258,21.101545699971545,23.38041614852561,25.651771636082106,27.914593593141507,30.167158936708738,32.377924049544795,34.57457089143863,36.74842721290997,38.910490810006976,41.05663517319043,43.17233771347869,45.27459342846428,47.34105998361671,49.37761329131102,51.401148000436855,53.38397394648978,55.35408891686699,57.280159934705125,59.176801280149895,60.99490170276306,62.77296782678031,64.5120109533839,66.19611177103548,67.8310623805467,69.43845972113611,71.02843016672847,72.56175415384445,74.05006975759281,75.43392033741941,76.77911985217783,78.06193347715335,79.30295148274158,80.47767002343397
