,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,2.41668321187452,4.820103985941682,7.2111029903616455,9.601127000293493,11.986428612954533,14.366760918827664,16.729731721749417,19.08274462889156,21.416773132852903,23.741345642233494,26.06173401872377,28.35504447002957,30.637474159405265,32.89084741282219,35.129232535965095,37.349243333242875,39.548939301549176,41.70101616675287,43.84710645467943,45.977748145868645,48.07050586949533,50.12520516099399,52.14250806859515,54.15714155367429,56.15188796046865,58.1323629422708,60.068454472960255,61.95128753182768,63.80845612137504,65.6546076539952,67.41347627290186,69.14352815548864,70.80772759028213,72.42766978439643,73.96261887366033,75.46561207082844,76.85613241348821,78.21562469233321,79.5381549348918,80.76607709873286
