,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,-79.43636677080649,-28.00825821806831,-14.304683130700422,-135.24266619808864,6.77170097361534,-59.79895489460275,104.24312516090991,-75.50979703032874,33.33480492407722,41.76560908630757,-80.01975531205476,19.13642474209271,-22.052111584970547,8.692918967185365,-11.792261571913958,-91.0339896073261,-15.857865635749759,-37.32917060751624,-91.13149594241035,83.26232321830601,-54.345049077397505,-91.3090865780087
1,-96.9488153421886,-46.01429986477666,-92.12844144252789,56.67152338848026,-88.83267102053358,-94.52995748052086,-17.360323832677082,29.254805342563095,-67.9114579426482,130.55089554064313,-92.17780160112748,-80.29363064504417,-108.29533698873891,-164.07147374843905,-207.29569772759012,-130.71931989261228,181.023527899979,-3.083251585741398,-20.950825481381038,-59.71798096249178,159.97752187280395,0.7223463491924564
2,-70.02525085046693,-12.33185679623535,110.59969768527759,-72.92203472908166,10.809616616215537,128.24200806619314,-95.62953717689726,69.67386691371863,67.9760918857131,34.7239158428051,49.200594687564035,-98.74870549131488,-92.61644012993965,36.808472991626694,266.78611462920117,107.88306337707326,135.07197592157897,-91.56619666974346,191.54170971094243,-145.7145062550084,-42.3671792223478,190.259854504222
3,-85.18255446869007,-25.121799550004205,10.61034635523833,-39.42740775515175,-14.460345735041077,0.11272761091685692,-71.4697126112451,-1.9843774782200956,203.20494105016576,-57.76313898606823,-220.8578702374205,-103.61970683652605,-119.74886122629903,53.083322686192034,96.4066484844952,-18.75758819307738,-0.3406153107884947,10.861092429550457,-22.452401092958773,-166.67915182775153,85.92658081070608,-192.8215765108238
4,-63.62500639923173,35.741711443751846,94.8837137615338,-200.40338012326524,65.17357936174872,34.895984191217465,-61.24234841593128,-87.14982272617759,-90.28154199777472,29.951942226950646,71.31762755440091,-106.97839041897157,-26.81943814355081,-76.79090580846237,-0.7140240044843826,4.465347244497749,17.97446189136703,-72.05748239095294,-50.978409005859945,2.127240704818702,-17.312113289315267,11.314303139253939
5,-91.14917699269837,-56.74258040332762,-227.34327493645466,293.34228426917383,-232.21930706203932,111.38108232211336,-232.40214427258178,20.729136061767836,-236.80706750443986,62.15156341204722,27.94488470910225,28.776645984114744,18.49748544160345,56.02736721040565,-22.046526282963434,364.14498196328117,-22.53106029703447,-37.14545397264822,-196.1420406906522,-112.70786578434505,-113.43820913017404,-179.6273624573136
6,-79.22428296022841,8.870149555118497,-36.81816669337103,36.69174919325912,-67.50525566806361,15.131465175665605,-230.88558115887454,-35.68592852267363,97.40080956565848,-148.23310739840647,-213.87015839010576,-108.9251164061879,-110.49573308713168,104.22567700763526,-143.49550745155375,7.686363715235377,-179.4353809439146,-103.77058268806475,108.13632462770572,-126.0986335003961,46.0294490966359,12.243891779134447
7,28.008580568258953,-7.9632026306352905,1066.4602228980393,648.2366153583109,-103.77198603133506,88.67706430244792,195.09294264418364,-190.58944145761185,-76.15181346540258,-71.37595496906424,-34.98436291693826,-29.20062410732327,0.3668404084686433,-16.404468303213942,-11.817030480786743,-29.295258207380897,23.59343456452136,-10.64309208324293,-0.9887729590103574,4.548156351580975,-13.12546258251786,-22.9192703567899
8,-83.74295949652085,-22.53799475507609,301.01155972100213,1.2174917146073772,96.60287578047905,-322.5597465349395,-121.37558594325796,377.92450851282894,-102.552251827333,485.369107789914,29.484270473439413,-3.807341034785782,70.69093982982275,213.86267154773398,-3.923406733778424,-122.8661267518267,-236.25240020020254,-56.33289295698129,81.24710713070603,-0.8895344932800503,-39.462801122792406,-60.671983079486274
9,-83.4995229543416,-45.848730006394376,101.37542259425204,-16.307693780883397,7.6060898044041485,-73.86525069381385,-102.51308491661369,200.16325587158198,177.50358792507365,64.90825478129207,-49.16494609118092,32.65255441018902,29.841526267936214,-40.123775731908516,200.00423356601573,22.350189614971832,355.89994702774726,-17.60130013320153,69.97706795719397,132.28673960457016,-63.22414021990357,-169.83891968979003
