,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,-151.1034778306938,-62.008067914526094,-56.6081891052241,-230.68531633384254,-14.453145953664281,3.1052660741749625,236.82168440430226,-172.89126715096714,-20.159355825652547,50.679044274623166,-145.5176601276488,32.407409984363156,-42.15342488885402,60.396286615570716,-39.749039361395475,62.722895149891606,-37.566315042281154,-1.5874374002211609,-151.00586257692984,149.39557124399522,117.47361131661332,-164.48676681520402,92.981639036603
1,-181.55267106105939,-93.6984249054939,-178.3313852335995,142.23975313124473,-166.70849702748413,-177.15717848330831,-16.293517102731506,50.91720929912451,-186.75331762954832,199.06259547986951,-152.23496585704456,-148.1983193549215,-256.1253604818541,-270.3904861707399,-19.304020206824386,576.6627620566672,375.4722123325188,-41.946821470947576,-170.23178744311505,75.5263470210421,-280.1777021071146,-33.22510949525356,-237.5281812659795
2,-134.91333427327413,-23.046369436189394,190.1302449828913,-203.10837713627186,34.929015517538566,124.07032923402026,-237.06086684446913,102.50883799691313,152.70630399497506,80.22961795272838,84.85747133708227,-148.1972434249259,-168.4462818220276,37.96794985218583,-255.0961704804423,-420.83169622985747,165.43915731676745,-352.96020519348997,347.7941918340278,-298.67038720548777,-55.35868055219406,390.7549702387382,-180.48072962215474
3,-160.27352262789034,-50.49792422949155,4.297805081142651,-96.57844100844443,1.4669073934802195,-57.014447919338345,-98.70394446709315,-87.817328643187,306.28215930351377,-176.26551905201768,-426.09554329966994,-209.5332943694911,-236.23830275225131,131.52107560581618,-145.05867133009883,-84.83153346359704,-71.78963766314075,-227.13014818921044,-181.00985717458096,-247.53286660101696,-195.04136464079812,-298.5828418743121,-79.31059121650806
4,-125.03550998972833,63.703039888089215,142.01775921699857,-391.25086655976133,122.34736949106431,-3.2552210775915573,-141.69316785770428,-152.01397590929196,-162.4451496962277,60.41565745833607,183.44643662333831,-175.0369552006824,-67.41073789423432,-125.74941373407869,-32.134890952845026,19.82953435297559,7.924723808404483,-112.6584975150475,-67.60354926259635,114.26007423320661,18.723847982270033,68.64424146420232,34.90610493582548
5,-171.68642934955992,-108.48205141140777,-372.69106759066466,614.8937379295246,-414.2079403210765,-27.10725387219122,-622.8093615199158,109.24162958099296,-381.32990831447785,121.2573011068514,144.74954776552977,19.25901703809679,80.4982833439697,-168.14035662473339,553.3577963794655,-561.6996574472208,-140.7509174126812,-150.31124149139112,-465.66883881212703,-187.1361942199205,112.37904413905021,-319.9695196566151,-308.1393103664223
6,-153.57379140188044,13.312734325522179,-58.77248121652446,64.9487083128929,-51.49790586784887,-185.5698249026465,-406.57258915106644,-105.1066600022466,201.5137362041199,-309.1383572991148,-366.3990634647008,-266.91080814947384,-226.0384425526439,180.3538460201312,318.3640060559951,206.5377811070499,-334.0167943516312,-189.88075586579703,149.94203231789646,-212.98355815190556,-191.44350339367145,59.85599231244237,162.99829059502918
7,27.782663621454866,-6.004378950049043,2275.5005372114156,1058.5280964565081,-201.97278177735154,235.9272782759002,202.95882715054785,-291.27568879934944,-169.10581650088162,-120.44255121690868,-14.97281455014043,-47.627496430001585,8.122629425662774,-10.044427334413315,-9.890332420259794,48.38725430247278,23.9378622783563,-23.04901524345991,-6.423667227949984,4.021873140072024,26.22512932423298,-35.507311933376904,17.07261610796958
8,-159.65370227711196,-51.974900560104466,494.05985274794403,-120.96477543969249,238.9122812773514,-630.7467915688045,68.15229435104214,830.5463264653063,-124.31118340251398,986.7892128856272,-85.67952284971231,-24.292950194613045,117.89956821079818,486.23578304913093,40.349250451528185,142.4269832088695,-409.7498462779821,-85.16308367045411,87.18299969662819,6.563823869502563,77.28674009441164,-98.79983527604423,53.12941058348264
9,-158.86767467944424,-88.07098423068742,156.36200616588803,-83.63800440659665,52.76402922416025,-183.03220251696663,-72.82398020758941,327.5970290398772,333.09352980597055,98.25544958668729,-170.51752919732385,38.25965247530625,32.67025520671431,-118.29326184410392,-325.6842668286032,-320.45721252677146,684.9341762737414,-163.363367089688,167.93113373593306,3.7447140438042803,236.98721354476476,-438.9907310645875,44.88224613357924
