labels$V1,rate,input_1,conv1_1,conv1_2,pool1,conv2_1,conv2_2,pool2,conv3_1,conv3_2,conv3_3,pool3,conv4_1,conv4_2,conv4_3,pool4,conv5_1,conv5_2,conv5_3,pool5,flatten,fc6_relu,fc7_relu
CFD-AF-200-N.jpg,4.111111111,-0.584153136373749,1.41453103446064,0.0571966407981857,0.611489733354967,0.0489645785245608,1.27499247702401,1.16361016465673,0.42044665036219,1.28572238085475,0.752115349065862,0.790107085947159,1.10619796185952,0.571860681337648,0.645295088426459,0.497892825274101,-0.341849239608877,0.305729629185765,-1.17265258995663,-1.51273246576665,-1.51273246576665,0.249995170148507,-1.65276859394479
CFD-AF-201-N.jpg,3.111111111,0.761766882465165,-0.383415738918527,-1.2340840235962,-0.924318399775162,9.26321884099933e-05,-0.145752526452621,-0.268668061870142,0.495038918740679,0.00416298574245871,-0.0809987995789533,-0.0369345504826772,-0.094465839051454,0.497415537111876,-0.1343668872706,0.033088410378365,0.147222679641377,-0.0363138027437544,-0.828676757110152,-1.04951699868355,-1.04951699868355,-0.199022051927054,0.140981793699918
CFD-AF-202-N.jpg,3,-0.650322630853529,0.480124775276045,0.304892162915975,0.315015876812748,0.600911330760004,0.239513623383733,0.251535202672613,0.490922074058766,0.92684185730997,-0.0874995497698777,-0.149387097920334,1.1304852906773,0.384371710293042,-0.111223521763355,-0.0248122395470698,1.13295244049804,0.702351585581437,0.143651370508775,0.289710389855145,0.289710389855145,-0.464073841525541,0.520685871283922
CFD-AF-203-N.jpg,3.275862069,-0.150496777046905,0.496289991336643,-0.509322494524097,-0.251682142046872,0.401784432729575,0.140263600395589,0.00418397348471067,0.802814410125338,0.957844557219157,-0.0812126189346746,-0.198648241910314,1.03179225656427,0.147713756391164,0.0250292813932795,0.0287489101950267,0.343666608733721,0.0335135135449125,0.548879634328724,0.671918480873307,0.671918480873307,-1.19723569106628,0.967257595196392
CFD-AF-204-N.jpg,3.172413793,-1.35846519855298,1.28438821948073,0.680413784727294,0.947733746475315,-1.33138143237484,0.524273778401645,0.858618331197216,-1.2646756324346,0.374380419575277,1.15199786533296,1.17220786469901,0.57493241227896,1.24909591998076,1.26380737213434,1.2284124797052,1.71076596871711,1.20142838747256,0.782749571511834,0.827325340784424,0.827325340784424,-0.340812417473267,-0.905640386862489
CFD-AF-205-N.jpg,4.333333333,2.01899712434745,-0.850448250009927,-1.98378872340394,-1.50539461570573,0.103081162297728,-0.564242496900834,-0.832392043593324,0.948638262044859,-0.700580566883965,-0.538830107744882,-0.594235702582808,-0.145953842394749,-0.248256726974755,-0.203337142514094,-0.0838275952843306,-1.0328067982235,0.161337109119693,-0.635846746740876,-0.648379213466939,-0.648379213466939,-0.00762285676560551,0.333152414950087
CFD-AF-206-N.jpg,2.714285714,0.428779235441147,0.748475671179123,-0.276303121260115,0.0672149130688719,0.867530415699022,0.806352540600831,0.348739230570886,1.38077316785834,0.774716552032785,0.183119850118454,0.0819212744310758,-0.00277571065025157,0.661737782320114,0.247936697922983,0.084232646209064,-0.427376674393298,1.06891098685329,-0.433882782226312,-0.695515077114391,-0.695515077114391,-0.0129711550236221,-0.564216901961304
CFD-AF-207-N.jpg,2.137931034,0.223273693997465,-1.58488711099614,-0.969234740677235,-1.6361700898729,-0.522658226718823,-2.7944947753634,-2.44162566168565,0.17012202367883,-1.8945341391202,-1.15137368934459,-1.26077665567934,-0.67806791385714,-1.36634187331385,-1.85974035932252,-1.7508911389974,-0.518556698325681,-2.7243387068957,-0.0562833724241744,-0.16255084445915,-0.16255084445915,0.331416324563875,-0.231070159544699
CFD-AF-208-N.jpg,3.038461538,-0.186830774216234,-0.538874399036246,0.202313464421393,-0.190131411744674,0.81479908348485,-0.23459323243728,-0.354795271114709,0.491061385646544,0.681210580822161,-0.137008197672072,-0.18744334290002,0.841860011210458,0.6545237595178,-0.0518069153032279,0.0600409691317375,0.224960961850578,-0.0961437389504427,0.710956726895056,0.802594941236384,0.802594941236384,-0.303554711796978,0.0706273862627227
CFD-AF-209-N.jpg,4.08,0.0664720762208069,-0.0547512223550242,0.0856543297060285,-0.175986135392662,1.25457517763872,0.353743166234928,0.0390645808862122,1.18130218253479,0.660035178114063,0.358056407161105,0.243258440425406,0.215532700294549,0.446452573001137,-0.0590405403689804,-0.147298853378933,-0.212857810410274,-0.425332317714946,-0.410718111736821,-0.515790005910972,-0.515790005910972,0.0920431093254424,-0.357477310372385
CFD-AF-210-N.jpg,2.615384615,0.459704791405525,-0.459401607020344,-0.15849295338253,-0.359195203089816,1.07758100625539,0.187591879374081,-0.250051377516838,1.18072679313647,0.232967139994463,0.0624394127731776,-0.0829326815027063,-0.0160620452237909,0.414199696741692,-0.302369714261953,-0.178497481527444,0.117692065612033,-0.440433034879398,-0.751265351084345,-0.912348954611606,-0.912348954611606,1.23308388833532,-1.54877421328003
CFD-AF-211-N.jpg,3.307692308,-0.892200178514217,0.150057179849704,0.298142387125115,0.0476564475890029,-0.48962205606529,-0.688351003967304,-0.464897640387576,-0.481758062722086,-0.237053757541086,0.238700282264424,0.155704014963048,0.111953036998496,0.479770179171393,0.113789056766077,0.235389961617018,0.255273824870182,0.143543628940684,0.965653330723705,1.08859863230804,1.08859863230804,-1.7225679859018,-0.208491638063782
CFD-AF-212-N.jpg,2.607142857,-0.340619155782317,-0.0830593615493105,-0.123713798936581,-0.350852265416976,0.576708875844134,-0.768843598551706,-0.719984497341521,0.509810843518269,-0.151631901815641,-0.771065766397633,-0.929755184620775,0.167163922349356,-0.484111069995016,-0.695604414087151,-0.831652429452546,-0.220469807732698,-0.537088949071478,-0.494040843501782,-0.533246329860199,-0.533246329860199,1.46307665043595,-0.508309588004039
CFD-AF-213-N.jpg,3,-0.832865931840974,0.769150512995655,-0.0526636696070115,-0.24925019314026,-1.77325137468946,-1.23867643726809,-0.710003018187982,-0.735801507557783,-1.36562321286373,0.318238562521494,0.30091653001164,-0.465982662543856,-0.480385089069181,0.0692875895627769,-0.0234027311433434,-0.509927391020143,-0.908683585343716,-0.262393240846905,-0.494208845690824,-0.494208845690824,0.329536839465032,-1.21441518180444
CFD-AF-214-N.jpg,3.730769231,-1.04098281546417,1.45536234960487,0.642201490516976,0.834602581881799,-0.84962931076093,0.703968491147789,0.852243170939818,-0.529599021923838,0.664421254411202,1.02449975406562,0.925750145549155,0.314003495926234,1.20830681536698,1.16957715172752,1.12012323759093,0.982065804117819,1.30011936687062,0.571120178806596,0.464035177533464,0.464035177533464,0.405188021310185,-1.65562536452557
CFD-AF-215-N.jpg,2.814814815,-1.32153054422022,1.63511311280386,0.99421046488579,1.36857857585578,-1.10645120483902,1.46921669272378,1.65917238585222,-0.908554123619462,1.31207163967244,1.49160775114679,1.51501245769165,0.991234611927401,1.21328959299116,1.89438970775815,1.83064949481203,1.64413079347209,1.99037225566228,0.869646050426816,0.947242319763691,0.947242319763691,-0.75007925306723,-1.02452909977171
