,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,15.721722413144512,21.89833865672836,26.618745783752985,30.40112467686271,34.072677519429725,36.87738109696463,39.529146431386046,41.77551767814763,43.95417602770686,46.087166356573164,47.98689700889246,49.83853271719851,51.63646481281952,53.34648248697509,54.9351385941506,56.378308305739765,57.77400366152996,59.12823104813334,60.425007267902664,61.6788839805834,62.878141445391414,64.03716635724761,65.16845743181021,66.28138239674163,67.35537645398362,68.37058707562063,69.35010529652101,70.32469440604626,71.27694596574017,72.19095410167637,73.06312155167272,73.91206549979906,74.7301593412187,75.51750349119764,76.2795407484423,77.02660095561565,77.75112934964967,78.45263647349094,79.13479341379765,79.79547471151778,80.44818617713506
