,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.050847116126035596,0.05084658425142503,0.05084472617858227,0.05084229616531041,0.050839514171438234,0.050834155889078976,0.05083252251959857,0.05081188153923973,0.05075736974349229,0.05073089969758165,0.050666650258076935,0.050619993035431604,0.05056666345605869,0.050461126793728696,0.05010992588563508,0.049791306999346994
