,0
0,-1.936743588149456
1,-0.46278234944655544
2,-1.3334641571422161
3,-0.22108439370298874
4,-0.24505541636529093
5,-0.7619058351981864
6,-0.3567518109314244
7,-0.18407816574779753
8,0.011410736081540456
9,0.36189220718741677
10,0.3540005549391754
11,-0.22406448519595304
12,-1.3027519755350567
13,-0.005313176963255602
14,0.2862530440750317
15,-1.5961346988948388
16,0.02374798798877349
17,-0.3890769655276561
18,-1.800887048564713
19,-1.747287241307619
20,-0.4987539886570513
21,-0.918136611923497
22,-1.9720693576924677
23,-0.3312738038615923
24,-0.7386002831410985
25,-0.16815665402751964
26,-0.13647283653114867
27,-0.829518141622947
28,0.19773184668430677
29,-0.6117838275668506
30,0.3570429498922807
31,-0.15634994019524556
32,0.0812998785753482
33,-0.08243096243487795
34,-0.2722073320284089
35,0.24376070398350655
36,-1.8710330530890211
37,-0.78263223160825
38,-0.6717462412800299
39,-0.07724095600978692
40,-0.14272422690828065
41,-0.10348684077534452
42,0.143421445181473
43,-0.564777424802171
44,-0.8196409422822645
45,-0.12184125925476423
46,0.18540173635911306
47,0.30415759528419856
48,-1.6730174457109217
49,-0.08421542558164873
50,0.08827092547466726
51,-1.4236115974407662
52,-0.21838327990659712
53,0.2744863253437031
54,-0.2733151598386745
55,-1.2712915800585827
56,0.2677420272117696
57,-0.37135749220851494
58,-0.21757922502882637
59,-1.8006782210633852
60,-1.6528297476000602
61,-0.02415685749986338
62,-0.07539011982194843
63,-0.2503482684821122
64,-0.8132602596383155
65,0.017586707376158577
66,-0.6809663398571545
67,-0.24529460741238562
68,-9.389532892396918
69,-0.020032681845696176
70,-0.391693377249689
71,-0.8542684259760134
72,-0.39727912839386265
73,0.15187858596926077
74,-0.08453991213763933
75,-1.1565799423485226
76,0.07076356627845834
77,-0.1351838915541189
78,-1.2851941701573328
79,-1.099992714544738
80,-0.08666242709279041
81,-0.14701984462964035
82,0.42248865695628046
83,-0.37263294072833003
84,0.0011569947805371537
85,-1.7829655814027843
86,0.18229818536034478
87,0.23604520622975556
88,-0.09274502051629667
89,0.10479709339649751
90,-0.263000815240477
91,-0.4289582037835501
92,-0.5695708971305187
93,-2.3915743437368877
94,0.04931604610319937
95,-0.1918564415522127
96,-0.09472658102942917
97,-0.08586248979224341
98,0.026227175805648095
99,-0.46664358463145195
100,0.2484625333035916
101,0.13784543465163743
102,-1.5264052533996706
103,-0.4336888607965854
104,0.6194437231170387
105,0.1474813863722903
106,-0.02694342946823904
107,-0.1960200417562409
108,-0.3130441107699859
109,-1.9753665650018515
110,-0.2559848464719635
111,-1.6227530427566095
112,-0.26993064139765005
113,0.09675497859004344
114,0.2038639375387788
115,0.07987337454351806
116,-0.01313660210266675
117,0.9749868792156894
118,-0.3119619682343638
119,-1.0998745855448802
