,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
0,0.03278607796766731,0.025307235415155296,0.024564182521223273,0.021715847900006947,0.02052107130936955,0.020129753281188115,0.01900444348803652,0.018667354244575773,0.018075732237332096,0.017184715097058448,0.016696549497319475,0.016426384586858463,0.015392929258968131,0.014599938957362973,0.014461117683129245,0.01410458238208722,0.014041483376710642,0.013688842068191775,0.013517122334830961,0.012698449394470934,0.012302857538931556,0.012067300911997038,0.011788630918267673,0.011564042563552012,0.011371376155147826,0.010964778387040457,0.010544715535204457,0.010369058598995678,0.01025664863252895,0.010233765887546731,0.010021473078852152,0.009991567588431222,0.009354191568195676,0.009131612221777156,0.00901357731606341,0.008963617015878264,0.008667536166634874,0.008534521358309306,0.008360792519954889,0.008115602527919806,0.007926775007005858,0.007803774839828792,0.007585697548848429,0.007395073617178573,0.007342817884394951,0.007241613893954804,0.007130023279499736,0.007083213874964252,0.0069371493129473,0.006755644625483326,0.006716265847473654,0.006631943793308836,0.006438001420743042,0.006327503505837106,0.006258615058793804,0.00609902362424708,0.005953735558896068,0.005856705029334928,0.005748277091361372,0.005637733592669272,0.005584764740308017,0.005458660385386722,0.005369856267131645,0.005255959330214898,0.0051902874493783896,0.005151906438478705,0.005004548900610494,0.004939628119353766,0.0048699374450864325,0.004714545117051651,0.00463445378214343,0.004585924595608841,0.004510929433334894,0.004466761882218144,0.004381144498167955,0.0043257434543655755,0.004277847754294034,0.0041862395121542596,0.004050404227016577,0.004030033408737393,0.003971111805218059,0.0039165426435746106
