,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88
0,1.7152521590786296,3.4071293204712862,5.045660177462418,6.679095773315161,8.286223185800733,9.853723521267241,11.41328035095386,12.954933029205604,14.46533326446513,15.951556871839587,17.406940173014775,18.84082961882397,20.2517168055086,21.64786738693634,23.006459835572638,24.329985903766175,25.631402965270745,26.928230689485122,28.205838089769003,29.448033163563892,30.683380065563586,31.90127530107063,33.10865692713961,34.29090369627145,35.450953867210615,36.59644100482326,37.732291516785864,38.86524313695394,39.96682782530655,41.03447920853361,42.080083565974554,43.119946604485925,44.14847217080954,45.15534035777274,46.14500202015326,47.11663849955702,48.06071894677115,48.99288277938975,49.89404770458562,50.78209985446974,51.65295806238167,52.510760191736715,53.36395113969898,54.18896484556015,55.00713483436023,55.793828071345374,56.56647251053717,57.33143808687181,58.080396131519464,58.82125600816593,59.549792298352465,60.25633658053123,60.95923257895445,61.65555356970784,62.331473929890194,62.989988931300545,63.64138303704665,64.28534641510538,64.91916107819631,65.54631424551933,66.15778606803242,66.75913996882137,67.3512452824031,67.9343224508616,68.5063599025151,69.07153351099245,69.63111965624684,70.17414311295792,70.71332514110586,71.23984025826472,71.76073674725508,72.2720533818289,72.78264241323862,73.28734415483467,73.7874546152626,74.27987163773815,74.76796718699214,75.24423310037982,75.711544686996,76.17722472698979,76.6400318759742,77.09144336434528,77.53911334702202,77.97703662225689,78.40879065505692,78.82949284787598,79.2473298446312,79.65602319383763,80.0631922788499
