,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
0,1.290776837625701,2.5643364094637815,3.828743589623862,5.082657122447559,6.326501830529072,7.566909386535681,8.7961422900121,10.017983322106577,11.222401215928002,12.418756495483272,13.604245258284076,14.781567052014418,15.951178545914612,17.105804829203937,18.249654458663986,19.39062345555988,20.519983067064416,21.638230010339875,22.752256828796433,23.85569637660314,24.945522522300447,26.028285489347542,27.10520868773204,28.172292967747232,29.2328003959496,30.28201794320963,31.321949594631565,32.348614705917946,33.37220836164174,34.390983606644745,35.3927179137802,36.3810084097487,37.35876368363901,38.32400289889355,39.27794261308545,40.2240294768101,41.1555144766062,42.07812975313068,42.99038533613572,43.89567236461857,44.78171493886596,45.66661903389069,46.532492868402755,47.39182937703131,48.240327593169,49.0767057501237,49.91013693108435,50.73593834505444,51.55270958657342,52.36259075166673,53.163660264284495,53.9488770844436,54.7160723790421,55.47744643117305,56.23148280897766,56.975899160775334,57.710868781162446,58.43874075223088,59.158451643315146,59.865607062056924,60.568211393523484,61.261049926040734,61.9470050963609,62.62450152858198,63.28950970285672,63.95296693829358,64.61484435899882,65.26007558488377,65.89541902805693,66.52227809397466,67.14502574270969,67.76479689472555,68.37451670113231,68.9745535386861,69.5670178416236,70.15112922889423,70.72888193125168,71.30351309283986,71.86736088258165,72.42911296080753,72.9819799163874,73.53096834765019,74.07404297515068,74.59999925825393,75.11933256954218,75.62946746768108,76.13539338896695,76.63956258461899,77.1349363796428,77.62416105739307,78.10390778204726,78.57426440604281,79.0416010696152,79.50616091353191,79.95454346127563,80.39874473110864
