,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
0,1.3941409712172288,2.783342371203256,4.151294982996875,5.517220660618986,6.86911803194576,8.197634243905734,9.518945270254713,10.827992264830021,12.130669273295041,13.413833085698675,14.686215414934036,15.946692651250094,17.185140668942747,18.41671180795475,19.63885507790839,20.85261341480757,22.058027881703097,23.243056380540516,24.419188088363626,25.589218441128857,26.751074840467336,27.91128483036977,29.059187733351273,30.19004746589358,31.315766120124156,32.43371543731471,33.546236186735186,34.64995338787815,35.745811568494176,36.82698632037851,37.893107488259744,38.9565770811459,40.007271971571086,41.05697001704436,42.099268183630095,43.13643092270302,44.16735201270022,45.194303594600704,46.21718453420204,47.230808741452556,48.240318931153006,49.24587631205225,50.24579798066166,51.23757023175804,52.221073316365164,53.2021409408975,54.17120629785607,55.13696428737841,56.09567331690074,57.049790016247016,57.995530156944206,58.921613040965134,59.843566920523415,60.75293855998921,61.655216378890486,62.55211296132111,63.44057046401175,64.32263167682494,65.20041159556857,66.07331809902945,66.93138128843628,67.77763446880469,68.62051905969878,69.45671124008861,70.2838511271284,71.0988906587665,71.9118406420598,72.71304141132302,73.49974017082258,74.28046501246659,75.04107968937568,75.79369699590451,76.53337856801976,77.2691140280974,77.98755670141799,78.69687818045885,79.39888817311046,80.0823720451004
