,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
0,0.011947793831589493,0.011925544990529297,0.011892186450658449,0.011870316382630804,0.011850771773020186,0.011805220752203208,0.01178854230939139,0.011765406460549693,0.011718057869102115,0.01169156508214109,0.011607810861923406,0.011582443694288368,0.011546929013372339,0.011504263151229308,0.011437702838572405,0.011417225391116422,0.011359932769407515,0.011301697813338264,0.011288693733286089,0.011237871732457532,0.011207993253623384,0.011157546727593849,0.011120145087431933,0.011066917019115729,0.011016332899792133,0.010926723984976596,0.010886469787484573,0.01087164917760566,0.010765597094125504,0.01070848502185674,0.010672218207622066,0.010637979748441873,0.010588565540699582,0.010485240847757312,0.010441829794378096,0.010353901320334365,0.01033375442272978,0.010196314073091167,0.010166444210400687,0.01013992295005548,0.010074715253438945,0.01000088019386106,0.009918957989469247,0.009872142656894976,0.009810993842791159,0.009770832361734353,0.00964589487358722,0.009582669585787509,0.009540224059008742,0.009353910934967081,0.009327410418299717,0.009300918195099117,0.009168188429648103,0.009051942321329226,0.008998012311528504,0.00885381716433197,0.00871832243553368,0.008641617676153667,0.008473634360308223,0.008361108136333242,0.008229249698219292,0.008089516460634655,0.008027476996293095,0.007967510039341746,0.007859886432914093,0.007750232592852404,0.007599751009790304,0.0075448414932460855,0.00744782939932848,0.007302158086135611,0.007165511462145035,0.007094267423317944,0.006894997631310187,0.006682552358074681,0.006628914184672498,0.006544592641250066,0.006408864988827355,0.006398514843864266,0.006197132314049909,0.006073171961208928,0.005915978361681508,0.005712723382648989,0.005604602001056484,0.005574222234906877,0.005328164334648481
