,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
0,0.013993242083553282,0.013933095071087559,0.013829528044000393,0.013792818548973839,0.013693673036917238,0.013667742148068724,0.013537917045727328,0.01348598233354051,0.013422102127435718,0.013335847416897861,0.013282402003227077,0.013202151187031132,0.0131660393247372,0.013016255169801101,0.012922491571813625,0.012867893667501176,0.01282872500995902,0.01275501489492725,0.012669822317914482,0.012580585802039156,0.012502434242168374,0.012345732539662303,0.012292211989493096,0.012275197489162849,0.01209510446040498,0.012032023316041666,0.011963610749938318,0.011920715932598315,0.011747998817491084,0.011651716941035818,0.011541840795952558,0.011472166256958675,0.011418440115460024,0.011284296553304856,0.011215449107293213,0.011174970000503024,0.010902500332208276,0.010841293336562486,0.01072936503929479,0.010632102556237179,0.010551043054253228,0.010464902715807902,0.010248169358059167,0.010076405430384383,0.010046697505345386,0.009754653721146651,0.009681119259935807,0.009419780465330213,0.00931552655697044,0.00929566557212146,0.009244988378971558,0.00904715689683196,0.008940631501164137,0.008818615154613154,0.008592580282072432,0.00850721418656001,0.00821514876497412,0.00809396088547643,0.008001021451166115,0.007706942197514568,0.007566588648721823,0.0075302910074640786,0.007358356514537825,0.007274856269657965,0.007044732593213859,0.0069498438539490875,0.006846748692042586,0.006639283061142664,0.006491360297019692,0.006346454948089341,0.006240533910067256,0.006118843780320153,0.0059762871494140404,0.005736180922184931,0.005604717812839989,0.0053478510629377035,0.005333402103505348,0.005231451697194344,0.005028826828043051
