,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
0,3.2786077967667313,5.809331338282261,8.265749590404587,10.437334380405282,12.489441511342237,14.502416839461048,16.4028611882647,18.269596612722278,20.07716983645549,21.795641346161332,23.46529629589328,25.107934754579126,26.647227680475936,28.10722157621224,29.55333334452516,30.963791582733887,32.36793992040495,33.736824127224125,35.088536360707224,36.35838130015432,37.58866705404748,38.79539714524718,39.97426023707394,41.13066449342915,42.26780210894393,43.36427994764798,44.41875150116842,45.45565736106799,46.481322224320884,47.50469881307556,48.50684612096077,49.506002879803894,50.441422036623464,51.35458325880118,52.255940990407524,53.152302691995345,54.01905630865883,54.87250844448977,55.70858769648525,56.52014794927723,57.31282544997782,58.0932029339607,58.851772688845536,59.5912800505634,60.325561839002894,61.04972322839838,61.76272555634835,62.471046943844776,63.164761875139504,63.840326337687834,64.5119529224352,65.17514730176607,65.81894744384039,66.45169779442409,67.07755930030346,67.68746166272818,68.28283521861779,68.86850572155127,69.44333343068742,70.00710678995435,70.56558326398515,71.11144930252381,71.64843492923697,72.17403086225846,72.6930596071963,73.20825025104418,73.70870514110524,74.20266795304062,74.68966169754925,75.16111620925442,75.62456158746876,76.08315404702964,76.53424699036313,76.98092317858494,77.41903762840174,77.8516119738383,78.2793967492677,78.69802070048313,79.10306112318479,79.50606446405853,79.90317564458033,80.2948299089378
