,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
0,0.015518737308189793,0.015335027257374772,0.01489008909791195,0.014795206561339027,0.01456998600327131,0.014460253580282426,0.014211656807309759,0.014029649841607934,0.013978106589586002,0.013563907091971496,0.013481773041959709,0.01342794275540113,0.013200793750737096,0.013147194224401255,0.012960380852249681,0.012879889049543666,0.01272218478760455,0.01238881502702499,0.012261041753950026,0.012151555822571445,0.01200499000533278,0.011907994655182523,0.011815213693302228,0.011720107133568494,0.011535139511339575,0.011312589167300277,0.011193271985956762,0.011037977711392952,0.010980862881070672,0.010855554136548217,0.010532491777689357,0.010429607995018162,0.010273734510258965,0.010182038177953299,0.010135873512028794,0.009966347025353416,0.009916221803140376,0.009414842208193934,0.009364553294440121,0.009233957916866938,0.009105194915729123,0.008788292580284969,0.008642740153643703,0.008444055276006387,0.008416636977365886,0.008397418407488986,0.008053422858733297,0.007997801443244227,0.007728206428163687,0.007701961675231286,0.0076232991557479216,0.00755253008975296,0.007423920343647615,0.00733472681157779,0.007241645059348344,0.007083485879863954,0.00704271268016471,0.006772714042203608,0.006741170414396385,0.006563336729958844,0.006499537433465978,0.006332821965928391,0.006210640172623148,0.006145095165712644,0.0061127937604963925,0.005979253926938527,0.005879965671152454,0.005764155324567304,0.0057417840457880355,0.005675624732196201,0.005500598831820825,0.005494853724303047,0.005434010107717558,0.005345702331887444,0.005234885311584046,0.0051617089283314205,0.0051156285771958585,0.005004598051527958,0.0049714669046361385,0.004916852737356985,0.004819782514019194,0.004749293182523365,0.004721526013020604,0.004640149964433144,0.004543485666311684,0.004533831000737994,0.004448188984411556,0.0043342779265781615,0.004263136124343561,0.004209883485304035
