,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
0,1.4208765089873647,2.8400574563271204,4.248519145622168,5.640377109520771,7.031293527159484,8.415889745850855,9.785569988682571,11.149486556221266,12.501287577374493,13.835705489982955,15.156095220054217,16.46603653003344,17.76852725436628,19.058565709309256,20.33334613538103,21.602320059394778,22.864180623167183,24.11838628026081,25.347223812632645,26.568083510229705,27.787007207093513,28.99657894694208,30.20253835823301,31.380296549158395,32.55780626310052,33.72990861633942,34.89611979895078,36.05496025936384,37.19819234767048,38.331753068443916,39.45973503263887,40.56806191004681,41.67437012603787,42.773953329898745,43.866365904028086,44.950587315870955,46.026367818308536,47.09323161695016,48.152630694347906,49.20592613559352,50.253146314629326,51.29012397354682,52.322166184766814,53.337363326625095,54.350013275809914,55.351451296654,56.346656206576526,57.34041096816633,58.324817620676036,59.30203925680237,60.27157600687858,61.2350362318217,62.18095168382853,63.117033950873214,64.0464524396827,64.97364826692586,65.89476896302081,66.79926867477221,67.69656169279875,68.58541167506337,69.46727578096346,70.34207985857338,71.20357111141611,72.05493931164833,72.8971279459759,73.73434882149913,74.54492314202056,75.34892322381862,76.14438078855899,76.93596215008837,77.70785077594651,78.45851030102806,79.19601127063947,79.91478675667284,80.62094687790234
