,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.12617980196397513,0.094077101817006,0.0871326020802535,0.050853611313382154,0.04123870216247401,0.03557832476615581,0.030236549733202552,0.026988634854336994,0.024542096169792308,0.02179555695073229,0.021013121630253727,0.018967677042866136,0.018158200702952113,0.01680716818633791,0.01647893480037942,0.014755763333621332,0.013981197178229026,0.013150132300579223,0.012887162106173933,0.011468729270187644,0.010922021433934968,0.010554834082021245,0.010295107390048287,0.009725150755227193,0.00952396257348695,0.009401741208574002,0.008908406663625088,0.008153175882694246,0.007918342414963907,0.007806226851232404,0.007547480802760768,0.0072690528379801625
