,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.3269604164068173,0.15081915309915084,0.09053793343515609,0.0542331565505834,0.03717495674001443,0.03298231872274412,0.022425637391650367,0.02162743890641018,0.017278310102101038,0.015728554124775813,0.010794493411952395,0.010373039009332381,0.009097275161841879
