,0,1,2,3,4,5,6,7,8,9,10,11,12
0,32.69604164068173,47.77795695059681,56.831750294112425,62.25506594917076,65.97256162317221,69.27079349544663,71.51335723461166,73.67610112525269,75.40393213546278,76.97678754794036,78.0562368891356,79.09354079006884,80.00326830625303
