,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,0.16507608851343755,0.07872490296327073,0.05297765179386298,0.0510683426728969,0.041335133963389184,0.03733178962999494,0.03579746938862793,0.02906879946359411,0.024933007743624593,0.019803371627015433,0.018515868052442434,0.015541021791008252,0.01511566811660473,0.013636878527545877,0.013475879856823586,0.01290390752998928,0.01152643463712879,0.010996936768296266,0.009980708732720075,0.00968565886386553,0.00918250058677146,0.008874643666606072,0.008542665507960463,0.008340263036364414,0.007995037169970536,0.007881302908185615,0.007642168720804043,0.007283352424692972,0.007059448456123011,0.006984198132132332,0.006716653193306806,0.006525112341574095,0.006314228154612959,0.00620851809566377,0.006162697959406459,0.005940673671027097,0.005798863535588904,0.00569438178094637,0.005561529507121619
