,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,17.957599021364924,28.130198485106757,33.046553187978326,37.547440460009355,41.71559693527706,45.44883905053279,48.500824778860995,51.2250510053642,53.34130590385976,55.01294386963003,56.57047863180954,57.957541235907264,59.26217754369123,60.51996916671292,61.706345161014475,62.86630200287934,63.92754917019388,64.91426722265508,65.86575054804095,66.77990316862093,67.64433917829366,68.4663914714021,69.25974755644444,70.02093675399689,70.77144842535797,71.50220933567729,72.2222454974643,72.9235233606885,73.61074873272288,74.28530876960585,74.93251059633145,75.56765007677538,76.19327829441691,76.80486245655314,77.40119319467497,77.99082876759162,78.56335702921675,79.1255092281263,79.68185528928197,80.22657334052421
