,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,6.592247300752785,12.277965821439876,16.668414151789435,20.50480770124289,24.24316665127447,27.63831476307902,30.913719515315208,34.102349966313106,37.162386792713136,40.18176740666684,43.059405133402805,45.74059426776556,48.38103619804329,50.971341727454224,53.32108035228258,55.603914523177025,57.82009091224069,59.96132733185588,61.98907960700269,63.91470385775116,65.7708641793367,67.5689557089592,69.3162845900332,71.02960883876946,72.71909027411489,74.33297482127007,75.89850895425766,77.38758637347185,78.81882413685042,80.18313901543473
