,input_1,block1_conv1,block1_conv2,block1_pool,block2_conv1,block2_conv2,block2_pool,block3_conv1,block3_conv2,block3_conv3,block3_pool,block4_conv1,block4_conv2,block4_conv3,block4_pool,block5_conv1,block5_conv2,block5_conv3,block5_pool
16,,15.0,61.0,57.0,46.0,59.0,48.0,34.0,50.0,60.0,51.0,44,40,36,30,28,10,2,2
17,,68.0,44.0,41.0,45.0,63.0,57.0,49.0,41.0,50.0,39.0,37,39,34,27,15,21,2,1
18,,26.0,17.0,17.0,46.0,57.0,47.0,47.0,50.0,45.0,38.0,40,32,28,21,20,15,1,1
19,,28.0,58.0,47.0,47.0,56.0,45.0,51.0,43.0,48.0,40.0,32,39,34,27,28,15,18,12
20,,43.0,58.0,48.0,48.0,40.0,36.0,44.0,39.0,58.0,49.0,30,28,40,29,23,16,6,4
21,,69.0,48.0,44.0,43.0,55.0,45.0,58.0,42.0,26.0,26.0,39,29,27,20,28,15,18,14
22,,16.0,59.0,55.0,61.0,56.0,46.0,41.0,42.0,51.0,42.0,38,43,34,28,29,17,4,5
23,,46.0,34.0,32.0,47.0,35.0,31.0,40.0,55.0,54.0,46.0,26,26,36,25,16,20,13,9
24,,36.0,17.0,15.0,45.0,63.0,55.0,36.0,48.0,52.0,43.0,36,38,37,30,34,16,6,3
25,,13.0,15.0,14.0,47.0,57.0,47.0,43.0,49.0,53.0,45.0,37,30,45,34,25,17,7,5
26,,63.0,46.0,42.0,45.0,66.0,58.0,41.0,42.0,58.0,48.0,33,42,36,29,14,13,8,6
27,,34.0,17.0,17.0,54.0,54.0,45.0,33.0,39.0,52.0,44.0,38,35,27,21,16,17,6,5
28,,64.0,47.0,44.0,58.0,55.0,44.0,51.0,42.0,51.0,40.0,32,36,27,21,27,15,20,14
29,,31.0,55.0,48.0,51.0,51.0,45.0,44.0,42.0,55.0,46.0,34,35,30,24,27,9,5,5
30,,47.0,58.0,47.0,48.0,44.0,41.0,38.0,40.0,40.0,35.0,38,39,39,28,28,18,3,4
31,,14.0,18.0,17.0,43.0,46.0,41.0,46.0,47.0,28.0,25.0,29,35,28,21,26,22,3,3
32,,28.0,46.0,43.0,36.0,43.0,40.0,48.0,40.0,37.0,34.0,26,42,34,27,22,8,17,12
33,,43.0,46.0,43.0,47.0,42.0,39.0,48.0,46.0,57.0,48.0,35,38,39,30,24,16,17,12
34,,48.0,31.0,31.0,61.0,58.0,48.0,38.0,41.0,47.0,39.0,40,41,39,28,24,24,9,6
35,,47.0,52.0,48.0,48.0,41.0,37.0,42.0,36.0,58.0,49.0,32,33,35,28,28,15,1,1
36,,22.0,65.0,60.0,47.0,46.0,41.0,38.0,55.0,56.0,46.0,33,43,35,25,29,22,11,9
37,,50.0,45.0,44.0,49.0,54.0,44.0,36.0,50.0,65.0,54.0,50,37,27,24,15,9,10,7
38,,44.0,36.0,34.0,39.0,39.0,36.0,39.0,41.0,46.0,38.0,39,37,35,26,21,18,2,2
39,,27.0,35.0,33.0,50.0,56.0,51.0,41.0,34.0,55.0,45.0,41,33,37,27,31,9,3,3
40,,59.0,45.0,43.0,45.0,34.0,32.0,33.0,39.0,56.0,47.0,40,26,50,38,25,16,22,15
41,,49.0,42.0,41.0,44.0,52.0,45.0,41.0,41.0,48.0,40.0,46,36,39,31,10,20,6,5
42,,49.0,20.0,19.0,48.0,60.0,48.0,34.0,42.0,55.0,46.0,32,36,33,25,20,12,15,10
43,,61.0,52.0,48.0,26.0,36.0,32.0,43.0,43.0,36.0,33.0,42,36,37,27,24,17,3,4
44,,45.0,46.0,42.0,48.0,65.0,58.0,36.0,45.0,59.0,49.0,32,35,35,26,30,5,4,3
45,,54.0,15.0,15.0,47.0,37.0,34.0,32.0,35.0,55.0,45.0,27,34,36,27,30,13,10,7
46,,63.0,43.0,41.0,47.0,54.0,49.0,37.0,45.0,41.0,34.0,36,29,21,18,20,15,12,8
47,,53.0,42.0,41.0,49.0,66.0,55.0,47.0,36.0,54.0,48.0,44,36,23,21,26,22,8,5
48,,64.0,65.0,60.0,43.0,49.0,44.0,43.0,40.0,58.0,49.0,36,40,32,24,27,23,6,7
49,,42.0,18.0,18.0,52.0,64.0,58.0,37.0,36.0,56.0,46.0,43,35,14,12,28,18,5,4
50,,13.0,52.0,48.0,29.0,55.0,46.0,40.0,38.0,46.0,39.0,36,33,34,26,26,21,9,6
51,,48.0,34.0,33.0,30.0,56.0,47.0,46.0,41.0,55.0,45.0,43,37,32,25,23,8,5,5
52,,59.0,20.0,22.0,39.0,50.0,44.0,40.0,52.0,55.0,47.0,43,37,33,24,23,23,2,3
53,,64.0,48.0,44.0,26.0,44.0,39.0,44.0,41.0,48.0,39.0,42,36,32,22,25,21,10,6
54,,46.0,28.0,28.0,57.0,59.0,49.0,42.0,44.0,54.0,45.0,31,36,40,30,32,15,10,8
55,,39.0,50.0,45.0,45.0,67.0,59.0,49.0,36.0,39.0,35.0,35,37,40,32,31,20,10,6
56,,48.0,46.0,42.0,38.0,42.0,40.0,35.0,44.0,57.0,49.0,34,32,35,25,26,20,22,13
57,,46.0,56.0,46.0,39.0,57.0,50.0,38.0,48.0,47.0,37.0,32,35,34,27,15,24,4,4
58,,48.0,46.0,42.0,45.0,48.0,43.0,36.0,33.0,46.0,38.0,31,33,38,28,26,18,9,8
59,,15.0,52.0,48.0,61.0,60.0,48.0,58.0,55.0,53.0,45.0,36,42,39,31,21,26,3,4
60,,55.0,21.0,20.0,46.0,64.0,57.0,37.0,46.0,47.0,40.0,42,39,24,19,15,10,1,1
61,,26.0,28.0,27.0,40.0,54.0,46.0,43.0,39.0,40.0,34.0,30,31,34,28,27,21,4,3
62,,47.0,52.0,48.0,39.0,62.0,54.0,50.0,55.0,36.0,31.0,44,38,39,31,28,20,12,9
63,,49.0,65.0,60.0,45.0,39.0,35.0,42.0,49.0,59.0,50.0,44,41,40,29,15,13,4,4
64,,,,,44.0,47.0,39.0,43.0,47.0,51.0,40.0,29,22,36,27,27,19,1,1
65,,,,,45.0,43.0,36.0,40.0,56.0,47.0,40.0,31,40,37,27,29,5,6,4
66,,,,,46.0,40.0,37.0,45.0,49.0,50.0,44.0,40,31,28,22,26,21,15,10
67,,,,,61.0,41.0,38.0,35.0,48.0,41.0,36.0,30,35,41,30,26,15,3,2
68,,,,,37.0,63.0,57.0,42.0,44.0,32.0,30.0,36,41,36,27,17,29,2,2
69,,,,,16.0,68.0,60.0,49.0,45.0,62.0,53.0,41,29,39,30,25,22,6,4
70,,,,,37.0,47.0,41.0,44.0,44.0,51.0,44.0,27,44,37,29,27,21,6,5
71,,,,,31.0,66.0,57.0,49.0,43.0,51.0,44.0,38,40,27,20,29,26,5,5
72,,,,,43.0,42.0,38.0,32.0,45.0,44.0,38.0,31,26,28,21,27,14,12,9
73,,,,,43.0,57.0,50.0,36.0,41.0,27.0,27.0,38,24,37,27,18,20,2,2
74,,,,,37.0,63.0,53.0,41.0,53.0,47.0,40.0,25,34,33,23,30,17,2,3
75,,,,,63.0,48.0,44.0,43.0,36.0,53.0,44.0,40,40,35,27,34,23,4,3
76,,,,,48.0,32.0,31.0,45.0,47.0,53.0,41.0,31,33,37,29,22,21,3,3
77,,,,,31.0,37.0,32.0,39.0,40.0,56.0,47.0,26,36,27,18,26,20,10,7
78,,,,,46.0,57.0,50.0,40.0,49.0,60.0,49.0,41,36,33,28,27,15,6,5
79,,,,,46.0,69.0,61.0,45.0,47.0,43.0,37.0,39,42,31,26,23,22,9,6
80,,,,,36.0,61.0,50.0,48.0,41.0,47.0,38.0,40,33,29,23,19,17,4,5
81,,,,,52.0,59.0,47.0,50.0,39.0,48.0,40.0,39,43,35,25,34,27,11,9
82,,,,,43.0,40.0,36.0,39.0,35.0,56.0,47.0,34,39,44,34,24,17,12,10
83,,,,,46.0,57.0,47.0,37.0,45.0,48.0,42.0,20,33,25,21,19,14,7,5
84,,,,,63.0,49.0,45.0,46.0,49.0,55.0,47.0,38,33,36,27,28,20,2,3
85,,,,,47.0,27.0,24.0,48.0,40.0,53.0,44.0,39,34,44,34,16,20,8,7
86,,,,,39.0,50.0,41.0,33.0,43.0,59.0,49.0,26,39,29,23,20,12,4,3
87,,,,,51.0,55.0,45.0,48.0,41.0,37.0,35.0,38,37,33,25,25,16,7,7
88,,,,,48.0,51.0,43.0,43.0,55.0,44.0,36.0,29,38,44,34,23,16,6,5
89,,,,,50.0,61.0,51.0,40.0,37.0,52.0,46.0,37,42,34,27,28,21,2,2
90,,,,,38.0,37.0,33.0,37.0,48.0,50.0,42.0,40,34,34,26,29,14,1,1
91,,,,,59.0,54.0,48.0,42.0,44.0,44.0,37.0,32,37,36,29,21,19,3,3
92,,,,,58.0,56.0,45.0,41.0,37.0,59.0,50.0,31,33,34,26,25,11,6,4
93,,,,,46.0,65.0,57.0,37.0,44.0,53.0,43.0,31,37,33,26,25,13,8,7
94,,,,,40.0,50.0,45.0,34.0,41.0,50.0,43.0,35,30,31,26,23,21,13,9
95,,,,,47.0,69.0,61.0,37.0,50.0,32.0,29.0,30,32,38,27,28,23,8,6
96,,,,,45.0,57.0,47.0,40.0,42.0,46.0,37.0,40,29,34,26,15,23,7,5
97,,,,,45.0,52.0,43.0,48.0,50.0,38.0,33.0,35,41,41,32,30,3,5,4
98,,,,,45.0,48.0,42.0,41.0,54.0,38.0,34.0,32,35,35,28,25,17,7,5
99,,,,,51.0,48.0,45.0,39.0,48.0,49.0,41.0,40,37,33,27,32,22,6,5
100,,,,,42.0,36.0,33.0,50.0,41.0,45.0,38.0,36,41,24,21,20,21,11,9
101,,,,,47.0,62.0,53.0,49.0,42.0,56.0,47.0,42,36,40,30,31,15,7,6
102,,,,,35.0,39.0,35.0,44.0,44.0,47.0,41.0,40,33,35,27,17,11,7,6
103,,,,,50.0,42.0,38.0,33.0,38.0,30.0,27.0,38,34,24,20,17,25,10,7
104,,,,,35.0,46.0,42.0,41.0,32.0,34.0,30.0,26,44,37,29,16,15,1,1
105,,,,,53.0,56.0,47.0,45.0,29.0,53.0,45.0,37,36,39,30,16,20,7,6
106,,,,,40.0,39.0,36.0,38.0,52.0,61.0,52.0,23,37,33,26,14,16,14,10
107,,,,,45.0,52.0,46.0,33.0,41.0,55.0,45.0,39,30,19,19,15,19,6,4
108,,,,,44.0,55.0,45.0,53.0,37.0,52.0,43.0,32,44,43,34,23,17,9,7
109,,,,,46.0,53.0,46.0,30.0,34.0,48.0,37.0,29,39,31,27,28,22,12,8
110,,,,,38.0,56.0,46.0,41.0,48.0,50.0,43.0,35,44,35,27,23,10,13,10
111,,,,,47.0,46.0,43.0,47.0,42.0,51.0,44.0,32,34,38,29,31,22,5,5
112,,,,,39.0,52.0,44.0,42.0,40.0,50.0,42.0,42,33,39,28,29,18,4,3
113,,,,,31.0,63.0,53.0,41.0,45.0,47.0,39.0,35,36,34,28,25,7,10,9
114,,,,,37.0,56.0,47.0,54.0,38.0,45.0,38.0,37,27,45,34,33,27,3,3
115,,,,,48.0,44.0,37.0,42.0,31.0,57.0,47.0,41,38,28,20,26,14,3,3
116,,,,,49.0,40.0,37.0,41.0,42.0,55.0,44.0,32,44,41,29,22,16,13,10
117,,,,,38.0,58.0,51.0,49.0,40.0,50.0,41.0,42,40,36,27,20,24,8,7
118,,,,,36.0,40.0,35.0,41.0,45.0,46.0,40.0,30,33,33,30,20,17,11,8
119,,,,,24.0,62.0,55.0,29.0,38.0,44.0,38.0,41,39,34,27,29,20,18,13
120,,,,,28.0,51.0,43.0,41.0,36.0,51.0,43.0,28,23,39,29,30,12,2,3
121,,,,,61.0,59.0,48.0,40.0,52.0,60.0,49.0,33,40,35,26,28,20,9,10
122,,,,,47.0,59.0,48.0,40.0,40.0,51.0,44.0,40,40,43,28,26,10,1,1
123,,,,,1.0,50.0,46.0,40.0,37.0,43.0,35.0,25,35,22,18,31,22,11,8
124,,,,,60.0,39.0,35.0,52.0,35.0,41.0,33.0,37,36,35,25,19,10,8,6
125,,,,,47.0,34.0,32.0,44.0,42.0,44.0,36.0,38,29,31,25,24,20,14,10
126,,,,,50.0,51.0,44.0,40.0,48.0,56.0,47.0,49,36,28,22,29,21,6,6
127,,,,,46.0,39.0,37.0,44.0,46.0,53.0,43.0,35,32,28,23,30,18,5,4
128,,,,,,,,40.0,41.0,53.0,44.0,39,44,37,29,30,23,4,5
129,,,,,,,,35.0,32.0,51.0,44.0,34,42,35,27,22,22,8,5
130,,,,,,,,41.0,37.0,56.0,46.0,37,41,29,22,24,13,7,6
131,,,,,,,,43.0,37.0,46.0,39.0,36,33,38,29,22,18,6,5
132,,,,,,,,47.0,45.0,55.0,43.0,33,35,40,29,24,18,1,1
133,,,,,,,,43.0,41.0,48.0,42.0,35,37,31,25,27,19,4,3
134,,,,,,,,40.0,52.0,49.0,43.0,32,30,37,29,18,6,3,3
135,,,,,,,,57.0,42.0,61.0,48.0,34,40,40,29,31,20,4,4
136,,,,,,,,45.0,40.0,44.0,37.0,37,32,41,33,33,15,8,7
137,,,,,,,,40.0,47.0,56.0,47.0,42,37,36,29,28,10,9,6
138,,,,,,,,44.0,50.0,57.0,48.0,41,39,32,25,26,19,11,8
139,,,,,,,,37.0,45.0,48.0,40.0,26,34,28,23,33,20,3,3
140,,,,,,,,36.0,34.0,48.0,39.0,41,32,41,30,26,14,5,4
141,,,,,,,,40.0,34.0,59.0,49.0,44,27,33,26,24,21,2,3
142,,,,,,,,46.0,38.0,38.0,35.0,45,29,40,31,23,27,10,8
143,,,,,,,,38.0,42.0,41.0,34.0,39,26,45,34,30,20,6,6
144,,,,,,,,57.0,42.0,46.0,40.0,32,41,44,30,34,20,2,2
145,,,,,,,,42.0,47.0,58.0,48.0,30,33,53,36,24,17,4,4
146,,,,,,,,53.0,50.0,52.0,44.0,32,31,34,27,29,18,10,8
147,,,,,,,,41.0,44.0,39.0,33.0,41,31,41,30,25,21,5,5
148,,,,,,,,42.0,54.0,39.0,33.0,35,40,35,24,24,25,6,6
149,,,,,,,,35.0,37.0,49.0,41.0,33,39,38,28,25,26,11,9
150,,,,,,,,37.0,39.0,50.0,40.0,30,41,40,30,20,14,2,2
151,,,,,,,,40.0,55.0,43.0,36.0,40,33,32,26,21,23,9,9
152,,,,,,,,44.0,42.0,58.0,49.0,43,25,36,25,26,17,9,6
153,,,,,,,,40.0,35.0,47.0,41.0,40,36,31,25,31,18,15,10
154,,,,,,,,40.0,40.0,42.0,35.0,41,36,34,27,25,24,9,7
155,,,,,,,,44.0,42.0,49.0,40.0,41,39,33,26,28,14,27,17
156,,,,,,,,45.0,49.0,55.0,47.0,39,39,40,30,24,25,4,4
157,,,,,,,,43.0,39.0,48.0,38.0,30,29,29,24,20,21,11,8
158,,,,,,,,40.0,47.0,48.0,39.0,29,41,44,33,29,19,9,8
159,,,,,,,,43.0,41.0,51.0,41.0,24,33,43,32,20,20,8,8
160,,,,,,,,45.0,39.0,51.0,42.0,35,44,22,18,28,14,4,3
161,,,,,,,,40.0,33.0,32.0,29.0,41,36,30,24,31,20,3,3
162,,,,,,,,52.0,48.0,44.0,37.0,46,35,34,28,27,14,1,1
163,,,,,,,,43.0,44.0,53.0,45.0,30,34,40,28,28,16,9,6
164,,,,,,,,51.0,43.0,43.0,36.0,28,37,34,24,15,22,20,13
165,,,,,,,,37.0,36.0,53.0,43.0,41,46,34,27,26,16,20,13
166,,,,,,,,39.0,39.0,34.0,32.0,39,41,43,32,29,11,1,1
167,,,,,,,,43.0,44.0,50.0,41.0,41,38,34,26,25,23,8,7
168,,,,,,,,45.0,40.0,58.0,49.0,41,28,37,30,30,19,7,5
169,,,,,,,,45.0,47.0,48.0,39.0,47,39,37,28,8,17,12,10
170,,,,,,,,39.0,46.0,55.0,47.0,40,35,29,22,17,21,6,6
171,,,,,,,,39.0,42.0,58.0,51.0,40,36,32,24,21,16,4,4
172,,,,,,,,46.0,42.0,65.0,54.0,42,38,38,28,9,14,9,7
173,,,,,,,,51.0,38.0,51.0,45.0,28,35,37,28,17,25,5,4
174,,,,,,,,34.0,47.0,53.0,42.0,41,43,36,28,29,27,4,4
175,,,,,,,,40.0,40.0,53.0,41.0,25,45,42,32,26,19,6,4
176,,,,,,,,51.0,43.0,61.0,50.0,32,27,25,18,32,21,3,2
177,,,,,,,,41.0,46.0,56.0,47.0,35,45,35,28,31,28,14,11
178,,,,,,,,36.0,45.0,40.0,35.0,30,31,47,35,18,25,8,6
179,,,,,,,,45.0,33.0,63.0,53.0,37,45,33,27,23,23,13,10
180,,,,,,,,36.0,42.0,60.0,48.0,43,29,38,30,28,15,11,10
181,,,,,,,,46.0,54.0,38.0,32.0,34,42,31,26,23,25,6,6
182,,,,,,,,41.0,43.0,51.0,44.0,35,36,42,31,28,15,11,9
183,,,,,,,,49.0,46.0,43.0,38.0,42,39,41,32,20,15,6,5
184,,,,,,,,30.0,36.0,56.0,47.0,33,36,38,29,29,17,2,2
185,,,,,,,,40.0,42.0,51.0,42.0,38,43,43,33,27,19,2,2
186,,,,,,,,30.0,43.0,58.0,48.0,41,47,35,27,27,18,4,4
187,,,,,,,,47.0,43.0,55.0,48.0,40,32,30,21,21,14,7,5
188,,,,,,,,53.0,55.0,62.0,52.0,43,38,27,22,30,25,6,5
189,,,,,,,,46.0,40.0,53.0,46.0,35,38,32,26,20,20,4,5
190,,,,,,,,41.0,41.0,57.0,48.0,46,36,38,30,28,17,2,2
191,,,,,,,,35.0,41.0,49.0,40.0,42,44,34,25,22,11,2,2
192,,,,,,,,43.0,49.0,40.0,33.0,50,44,39,31,22,22,3,3
193,,,,,,,,41.0,48.0,58.0,46.0,32,38,38,28,25,18,16,9
194,,,,,,,,35.0,41.0,43.0,38.0,38,33,34,27,21,9,6,6
195,,,,,,,,38.0,49.0,54.0,46.0,51,34,41,31,27,18,1,1
196,,,,,,,,39.0,42.0,53.0,44.0,28,36,31,23,25,8,3,4
197,,,,,,,,54.0,48.0,42.0,35.0,41,36,25,18,21,25,9,8
198,,,,,,,,41.0,43.0,37.0,32.0,32,33,34,25,20,20,9,8
199,,,,,,,,48.0,45.0,40.0,35.0,44,44,23,19,23,30,7,6
200,,,,,,,,46.0,42.0,58.0,49.0,28,39,32,24,26,19,7,5
201,,,,,,,,34.0,40.0,57.0,48.0,30,37,34,26,24,17,6,6
202,,,,,,,,45.0,46.0,33.0,29.0,31,45,42,33,30,5,6,6
203,,,,,,,,47.0,37.0,43.0,36.0,39,31,38,30,23,24,2,2
204,,,,,,,,53.0,37.0,60.0,48.0,37,37,27,21,27,16,5,5
205,,,,,,,,34.0,43.0,47.0,40.0,27,32,25,20,23,15,7,7
206,,,,,,,,38.0,43.0,46.0,40.0,40,36,42,29,30,18,1,1
207,,,,,,,,48.0,41.0,51.0,45.0,36,35,27,24,28,20,7,8
208,,,,,,,,39.0,37.0,52.0,43.0,44,42,48,37,31,24,8,7
209,,,,,,,,54.0,43.0,26.0,25.0,44,33,36,27,25,9,21,16
210,,,,,,,,50.0,36.0,57.0,48.0,48,42,32,26,22,30,1,1
211,,,,,,,,45.0,51.0,44.0,36.0,33,39,37,26,30,14,3,3
212,,,,,,,,48.0,52.0,38.0,33.0,37,39,41,31,26,24,5,5
213,,,,,,,,41.0,52.0,49.0,41.0,34,38,29,23,19,21,1,1
214,,,,,,,,42.0,59.0,44.0,38.0,30,40,36,26,15,15,6,5
215,,,,,,,,46.0,38.0,58.0,49.0,24,32,36,26,20,19,13,9
216,,,,,,,,43.0,37.0,45.0,36.0,27,32,44,31,17,24,6,4
217,,,,,,,,42.0,48.0,61.0,51.0,29,35,29,24,24,18,1,1
218,,,,,,,,33.0,42.0,50.0,43.0,26,33,29,26,22,5,2,2
219,,,,,,,,45.0,42.0,65.0,57.0,31,34,36,27,28,15,11,9
220,,,,,,,,47.0,39.0,49.0,41.0,38,40,36,27,26,20,15,10
221,,,,,,,,39.0,35.0,32.0,28.0,44,42,36,27,21,13,4,4
222,,,,,,,,53.0,43.0,59.0,48.0,38,33,41,28,23,22,4,5
223,,,,,,,,45.0,46.0,44.0,39.0,33,41,37,28,27,16,8,6
224,,,,,,,,42.0,45.0,52.0,43.0,37,38,37,27,18,15,8,9
225,,,,,,,,44.0,36.0,49.0,41.0,38,29,42,30,23,23,2,1
226,,,,,,,,42.0,51.0,57.0,49.0,45,37,34,25,20,16,3,2
227,,,,,,,,42.0,34.0,58.0,49.0,30,31,37,29,29,17,9,6
228,,,,,,,,47.0,49.0,49.0,40.0,29,41,44,33,23,19,14,10
229,,,,,,,,47.0,39.0,61.0,50.0,30,34,34,25,17,15,16,11
230,,,,,,,,38.0,48.0,44.0,39.0,36,33,39,29,29,21,18,14
231,,,,,,,,38.0,35.0,61.0,50.0,43,39,28,22,24,24,8,6
232,,,,,,,,50.0,47.0,57.0,48.0,42,28,32,25,22,18,7,5
233,,,,,,,,39.0,45.0,54.0,44.0,34,27,34,25,23,20,11,8
234,,,,,,,,42.0,41.0,36.0,31.0,29,36,37,28,17,22,11,9
235,,,,,,,,45.0,52.0,54.0,42.0,39,38,24,17,21,16,8,6
236,,,,,,,,48.0,43.0,52.0,45.0,42,41,37,29,27,23,15,10
237,,,,,,,,41.0,43.0,38.0,34.0,34,41,33,23,21,20,15,11
238,,,,,,,,42.0,38.0,55.0,47.0,32,43,35,24,26,15,7,6
239,,,,,,,,32.0,41.0,55.0,46.0,37,37,26,19,21,20,1,1
240,,,,,,,,42.0,40.0,35.0,31.0,46,38,40,30,30,19,5,4
241,,,,,,,,46.0,42.0,41.0,33.0,31,39,42,29,31,17,1,1
242,,,,,,,,40.0,50.0,50.0,41.0,31,38,31,25,29,16,11,8
243,,,,,,,,49.0,35.0,32.0,27.0,28,38,38,29,28,22,11,9
244,,,,,,,,48.0,42.0,60.0,50.0,27,44,35,28,16,21,8,7
245,,,,,,,,38.0,46.0,61.0,52.0,35,37,29,24,22,26,7,4
246,,,,,,,,37.0,44.0,31.0,27.0,32,28,35,28,22,21,6,5
247,,,,,,,,40.0,12.0,52.0,43.0,38,34,32,25,36,22,4,4
248,,,,,,,,46.0,36.0,42.0,36.0,37,39,31,26,9,22,14,9
249,,,,,,,,45.0,38.0,49.0,40.0,42,36,39,30,23,16,10,9
250,,,,,,,,39.0,47.0,48.0,38.0,34,34,33,27,23,19,8,6
251,,,,,,,,33.0,49.0,56.0,47.0,35,34,27,21,28,13,3,3
252,,,,,,,,47.0,55.0,38.0,33.0,44,42,32,25,25,18,16,11
253,,,,,,,,44.0,41.0,52.0,43.0,32,37,30,24,27,21,8,5
254,,,,,,,,41.0,41.0,44.0,36.0,35,28,40,31,27,22,1,2
255,,,,,,,,39.0,35.0,45.0,40.0,40,37,34,27,24,11,6,5
256,,,,,,,,,,,,39,41,36,27,26,17,5,6
257,,,,,,,,,,,,26,31,40,28,27,18,6,4
258,,,,,,,,,,,,39,43,42,31,27,13,1,1
259,,,,,,,,,,,,44,40,38,30,32,14,1,1
260,,,,,,,,,,,,36,36,36,26,28,24,6,4
261,,,,,,,,,,,,45,44,35,27,9,12,7,6
262,,,,,,,,,,,,37,38,39,29,24,19,9,7
263,,,,,,,,,,,,41,27,44,32,30,23,1,1
264,,,,,,,,,,,,21,34,36,25,29,7,4,4
265,,,,,,,,,,,,33,35,40,30,28,18,17,12
266,,,,,,,,,,,,36,36,37,31,28,10,7,7
267,,,,,,,,,,,,23,41,17,17,30,13,17,12
268,,,,,,,,,,,,32,41,35,27,32,17,3,3
269,,,,,,,,,,,,39,39,36,27,22,20,8,5
270,,,,,,,,,,,,38,35,15,14,25,18,11,9
271,,,,,,,,,,,,34,37,43,32,24,13,11,6
272,,,,,,,,,,,,33,40,30,21,30,20,12,10
273,,,,,,,,,,,,35,39,41,33,16,19,2,2
274,,,,,,,,,,,,40,36,35,28,20,17,8,5
275,,,,,,,,,,,,28,41,35,27,18,17,5,4
276,,,,,,,,,,,,34,42,27,22,14,18,17,12
277,,,,,,,,,,,,41,39,33,27,20,15,7,5
278,,,,,,,,,,,,32,39,34,25,21,17,11,8
279,,,,,,,,,,,,37,39,37,29,23,18,5,4
280,,,,,,,,,,,,45,42,30,22,25,15,11,9
281,,,,,,,,,,,,31,29,34,26,32,17,9,8
282,,,,,,,,,,,,36,38,36,26,25,17,5,4
283,,,,,,,,,,,,38,29,19,14,23,19,12,8
284,,,,,,,,,,,,40,25,34,25,28,18,7,6
285,,,,,,,,,,,,36,37,30,25,28,17,6,6
286,,,,,,,,,,,,43,40,38,30,23,10,5,5
287,,,,,,,,,,,,37,30,30,22,23,20,4,4
288,,,,,,,,,,,,34,42,42,29,21,16,2,2
289,,,,,,,,,,,,36,38,29,21,32,19,8,7
290,,,,,,,,,,,,42,33,37,26,22,21,7,6
291,,,,,,,,,,,,27,35,43,31,24,24,10,6
292,,,,,,,,,,,,26,38,37,31,27,23,7,6
293,,,,,,,,,,,,42,29,43,31,26,20,9,9
294,,,,,,,,,,,,46,33,40,28,26,13,4,4
295,,,,,,,,,,,,43,44,40,30,23,21,9,7
296,,,,,,,,,,,,36,37,25,22,27,21,1,1
297,,,,,,,,,,,,31,39,39,28,26,17,3,3
298,,,,,,,,,,,,23,40,33,26,22,10,20,14
299,,,,,,,,,,,,32,27,41,32,31,21,8,6
300,,,,,,,,,,,,29,33,35,27,25,14,6,5
301,,,,,,,,,,,,34,39,30,24,27,15,2,2
302,,,,,,,,,,,,29,29,25,20,27,11,5,5
303,,,,,,,,,,,,39,46,34,25,26,22,10,8
304,,,,,,,,,,,,34,33,32,23,27,20,3,4
305,,,,,,,,,,,,41,40,24,20,34,11,5,5
306,,,,,,,,,,,,33,32,45,34,28,25,9,5
307,,,,,,,,,,,,35,36,40,33,26,24,11,8
