,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197
0,0.7981928245063113,1.5856899137293516,2.3665991792500107,3.1456425996276445,3.922017677502787,4.688237525215147,5.450555221633139,6.2080875473704555,6.952763094386914,7.690956068566692,8.421655059494046,9.15024506423467,9.87082310131677,10.583447493398838,11.295733289673372,11.9996828787828,12.701034957393183,13.401472388961173,14.096312039333839,14.78416531228843,15.465076246754721,16.13956302454424,16.8106606918971,17.476966498035317,18.138901772610122,18.789005722754695,19.43453862769178,20.075519525037006,20.711809098243254,21.34241416979496,21.971535664905296,22.593062548587035,23.211168685516835,23.821894214706216,24.428562952421515,25.033553899656674,25.631430873280557,26.222428031955957,26.806385067199418,27.386570554693083,27.96194155773283,28.53486282756113,29.10593214152039,29.66796268184515,30.2228319156766,30.775591555013666,31.323084306219258,31.865468724333045,32.4021158456112,32.937343104807944,33.465072963782944,33.99049621903502,34.51264303706006,35.0305751270674,35.5471149226591,36.06142414949892,36.57199956208814,37.0717336536853,37.57077966893906,38.06574146928439,38.55589056485253,39.03923972628461,39.521662711232814,40.00310648246053,40.47780099903798,40.95074837664301,41.41639840151167,41.87730110135017,42.33441082069394,42.788845695944026,43.241807508409806,43.6892991824654,44.133346921647416,44.57428614298025,45.01015783619243,45.44434560168784,45.874862999004954,46.303044283603896,46.728642454999346,47.1506418285951,47.570913138949535,47.98676915693601,48.40091802799639,48.81252669305061,49.2183739706971,49.623048586700875,50.016787842841616,50.41032911971738,50.80186095674316,51.19301812614157,51.579514988332676,51.9629340522496,52.34537706339923,52.72620826212122,53.105495273742754,53.48032118068091,53.85061312275352,54.21927536616396,54.58488619789943,54.9479718600015,55.30891117740715,55.666447683635745,56.019846552545104,56.370333068303424,56.7185902411777,57.065023699033965,57.41108436301421,57.75455458210601,58.094408069319414,58.43176515839665,58.76771732230615,59.10073260366939,59.42867713760227,59.75510128968092,60.080033515333994,60.40292555501774,60.72027461824818,61.03692907129099,61.35216148022109,61.665225567398906,61.976723391579725,62.28527943892155,62.592170362849906,62.896449091513574,63.19846941338647,63.49842126226286,63.7981363410841,64.09481795599446,64.38975097290522,64.68412177293396,64.97336993703382,65.2596613321256,65.5435968893074,65.8266291874232,66.10705699053553,66.3823240237661,66.65655967376085,66.92907221182615,67.19783780970998,67.46580142899336,67.73221636115193,67.99698211614239,68.25997047056005,68.52224384252028,68.78138346803496,69.03704529915345,69.29141645773684,69.54460660804162,69.79723829336838,70.04775839709154,70.29690950704966,70.54455634711323,70.78974268304775,71.03336180763138,71.27605853358175,71.51528314042588,71.7539442364209,71.98944814995508,72.22417122802989,72.45511305185524,72.68449733291949,72.91142736918239,73.13775313835937,73.36315784818777,73.58633250076318,73.80844283094856,74.0281604321807,74.24571661166205,74.46187554171566,74.6767615836107,74.88987536600234,75.10097900476481,75.31135473877232,75.52031421352852,75.72868036859587,75.93331031252333,76.13788462504473,76.34059136967801,76.54065423387325,76.74014082528272,76.93918180761932,77.13735979200543,77.33336683288762,77.52903720321257,77.72368587798874,77.91703201452506,78.10816181928895,78.29711118978041,78.48510539448003,78.67185971549944,78.85767483187657,79.04141397518045,79.22434402373582,79.40583681049587,79.58598098673502,79.76423813504012,79.94220555588065,80.11760781504567
