,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161
0,0.008692505250810311,0.008647993235116329,0.008589693457275891,0.008576818685759918,0.008553989057822611,0.008532853461683896,0.008475880391229084,0.008452258031301705,0.008377412131511169,0.008289742368372991,0.00824848252632121,0.008224709484735663,0.008168288647362857,0.008143740050969026,0.008066961454170499,0.0080427282249439,0.007983368808537974,0.007935522376029886,0.007917484820706804,0.007882955364916613,0.007782694035677976,0.0077401429527710255,0.00766204221599303,0.00764567402701964,0.007602478265801644,0.007529121591954898,0.00745139360529523,0.0074296264086629255,0.007423518893887624,0.007365754891673111,0.007269635171094927,0.007241628819329635,0.007201218676682086,0.007149319793033665,0.007118958499685823,0.007045973365943738,0.007039232783621299,0.006969111992852425,0.006941175358641089,0.006891123130119874,0.006832963338723382,0.006735153476937391,0.006713620640335666,0.006683485848788286,0.0066355738962458645,0.006601439198028281,0.006549279128885791,0.006497756811610063,0.006469421922457867,0.00644253287790432,0.006323752347450375,0.00629427008991727,0.006222260281233445,0.006174991011845251,0.006085607096148084,0.006031513462267651,0.005967718560337046,0.00592119544543098,0.005874135257917756,0.00577724478000852,0.005726281292049518,0.005689350057965204,0.005649339397435948,0.005616156024600839,0.00551476580806913,0.005487610525401405,0.005464811534727827,0.005424537335119686,0.005408109800183074,0.00535523305021856,0.0052767285695055136,0.0051799161230499545,0.005097616947552644,0.005090673269680299,0.005046846194791048,0.004959466817936708,0.004932599965234622,0.004921694983013974,0.0049014203035946365,0.004858207336752981,0.004770174443444624,0.0046876901078981925,0.004665861162612554,0.004600678909661411,0.004519261206453637,0.004504992397193078,0.004466472423444569,0.0044288286957649215,0.0043586658322084144,0.004315851101592888,0.004236214845140842,0.004232918460440087,0.004206996896243956,0.0041205444571241175,0.004054012945875723,0.004026774550824051,0.003982927287855778,0.00395824432799604,0.0038988756782415306,0.0038793186326087016,0.003805896989727385,0.003769798708123879,0.003723051256427572,0.003706291569889085,0.003657797123536779,0.0036112493097220505,0.003540743456956553,0.00347970583299857,0.0034312187838309678,0.0033945235315338868,0.0033778518483874565,0.0033414020359917944,0.0032670128173700767,0.0032560729471629935,0.0032442234098826787,0.003211072946700435,0.0031685631741019803,0.0031547931880673116,0.003097349805514855,0.0030436147015225463,0.0030279341028995248,0.0029708328286143014,0.002962524973279245,0.002932804411025594,0.00289323671709959,0.0028269723672946024,0.0027970511127095015,0.00276929754863605,0.00275523370650528,0.002721963759612218,0.0027158114128043318,0.002665898599415581,0.0026468534238252607,0.002620878392119022,0.0025754710770234577,0.002561474965425625,0.0025084616164883183,0.0024840051136955925,0.0024597172276648246,0.002441131028907791,0.002404695489110336,0.0023574584366601752,0.0023448988436642767,0.0023182880559842354,0.002290755657327811,0.002258336977803295,0.0022453465144514325,0.0022185929963769568,0.002196312010561299,0.0021678685778019307,0.002143226944767202,0.002122237624757388,0.0021045077490238827,0.002081872166800089,0.002055888884792253,0.0020396561514243548,0.002029782419185469,0.00200720481051981,0.0019834183339257627,0.0019654663625137177,0.0019413641508625966,0.0019282411244268783
