,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179
0,0.6535990118204947,1.3068736855282732,1.9595129480015465,2.612042765759567,3.263373247370193,3.914566829151736,4.563367120094461,5.210333185184281,5.854807651665616,6.497300145543253,7.137550656358107,7.776020240142705,8.412693702080256,9.045031643095744,9.675990313615147,10.306619760599443,10.93578874697656,11.562574790071524,12.187927785776878,12.812843832058258,13.43567657060649,14.056717135140579,14.676088569292952,15.294083311793166,15.91058500157747,16.524877051484907,17.13725704657292,17.748781472566606,18.35898053094061,18.966886641264598,19.57207107397149,20.17639839280186,20.777364969482317,21.375512887125353,21.971432423043584,22.564277125071882,23.155599448763972,23.74380920573061,24.32982129796882,24.914897841200716,25.49663572359503,26.076962329636537,26.65524608434186,27.231269794316017,27.80294300954144,28.373450933434384,28.94301824828308,29.507724542463027,30.06985966285141,30.629568774297617,31.18611747770646,31.742137157913724,32.29526363679526,32.846510883146316,33.39585826777744,33.941246443613366,34.48518144607895,35.02471530497921,35.55876986386532,36.08948816151383,36.61931715649713,37.14731023882642,37.67262475180894,38.19297838916501,38.71167521274818,39.22835658601798,39.7424736552258,40.25030783445712,40.75658908240085,41.26177947843691,41.764971296256995,42.264672623604675,42.76008555498745,43.25497058365868,43.74759369727164,44.23534253580851,44.72054981363814,45.20150732676724,45.68020513940839,46.15574801923393,46.62990115076238,47.10066213447128,47.570999790459304,48.038467501964575,48.50210508485833,48.96409368591255,49.42493597021918,49.880315426243264,50.33163803634479,50.780359917222995,51.227271585985015,51.671622464938736,52.11362727268936,52.55078116553547,52.98528581662393,53.41853853865047,53.84965200004845,54.27770233566939,54.704124336173585,55.12836994890339,55.54965471536805,55.96985213807725,56.387583259946396,56.79748273788958,57.20221658035448,57.605095123493236,58.005869909986664,58.4049068286165,58.799604626833876,59.19369716813161,59.58352721869321,59.96978810004045,60.35208020254641,60.730436114309484,61.10728620736234,61.480487057806,61.85257219819476,62.22025156646262,62.58503619579694,62.94899465481416,63.30978709601488,63.66565474936529,64.01915507279249,64.37107356922616,64.71914851243446,65.06337884075994,65.40523504577183,65.74591927816633,66.08424756383118,66.420217916951,66.75459682486844,67.08558088619779,67.41491523100727,67.74346714794599,68.06981478405595,68.39346317164919,68.71502188302696,69.03232808129287,69.34497058085911,69.65487999058347,69.96181717444193,70.26443502801271,70.56346779522411,70.86099317983869,71.15713076045674,71.4517373726198,71.74557584749611,72.03849517322361,72.33000518765212,72.61892071822045,72.9028274331946,73.18425141121436,73.46353559363968,73.7414960188524,74.01658186389908,74.28916772823939,74.55905526776955,74.82743676763106,75.0929874744107,75.3565922827547,75.61988761557909,75.88131400342769,76.1402475337126,76.39710694715993,76.65244032744786,76.90495019745826,77.1545467081875,77.40156961153755,77.64471374826208,77.8858033842223,78.12242621533886,78.35876786215186,78.59180658102296,78.82100812992239,79.0484556477742,79.27361998453773,79.49802484262746,79.72069758439491,79.9417069872581,80.1596566476286
