,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,3.4882623690958425,6.976276650674657,10.463682438708616,13.950687879962592,17.436657916899073,20.922458346408924,24.406663550711542,27.8891840908276,31.37028999338597,34.850088262412086,38.32909087886361,41.80640928318499,45.28256824704611,48.7530153052111,52.22130207698592,55.68649486099464,59.14269621132142,62.590877054736026,66.02878109483613,69.45534285324042,72.86749440574373,76.23653575652631,79.59862166972883,82.92886255868865
