,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137
0,0.8669940343203388,1.731960490890481,2.592106530433004,3.4499918083295564,4.304807448338212,5.1562091502131,5.996927246974135,6.830053601899423,7.659690941238612,8.486645036556553,9.307969724484058,10.120696685488882,10.924914786877979,11.725658081930854,12.517713248910004,13.29899410982501,14.076027618247377,14.848553866322442,15.616217005564764,16.378281974424926,17.139142722316272,17.887187345584397,18.629097164874043,19.365132173569275,20.099397916036537,20.82263128884318,21.540604210424128,22.25694211859479,22.97159480678246,23.680106751410293,24.386678885520062,25.091216188074323,25.790638569237206,26.480425151126063,27.16965159942699,27.849773276094147,28.524026621385808,29.196037551367336,29.86705730548885,30.536347645205055,31.201523795234042,31.86108377757645,32.51871099149932,33.170027836695546,33.81606415317654,34.46090735315197,35.10167788129978,35.73882339714538,36.37312301058631,37.005474495703986,37.632858837273105,38.25951613057594,38.878376909720465,39.493027117621146,40.105334289525096,40.71442481811613,41.32246593661399,41.92844962116797,42.530701052104966,43.13077517990765,43.725030125278124,44.317934261766084,44.9067788023351,45.49058495635545,46.07303674437034,46.653696092981285,47.230810296529754,47.8041917994168,48.374071404848166,48.94313432078867,49.50909690513496,50.07437813722451,50.63373403206061,51.189912601951015,51.74456614307955,52.29471195436959,52.840910851273456,53.38614032351266,53.93015264317522,54.466611151324294,55.00195752658726,55.53553279037477,56.06715894674319,56.595811207363376,57.11922686257187,57.63727366864898,58.154972520173565,58.66928363499366,59.18109568797972,59.689375394210444,60.195265903646536,60.69819624550934,61.19791184501284,61.69686532936323,62.19170808183655,62.68506137573291,63.17397248754399,63.65941268352171,64.14298474729434,64.62519075290199,65.10530031880864,65.57729098717164,66.04453127616053,66.50989205367004,66.97197154296511,67.43005222242793,67.88397960671495,68.3358230477647,68.78240340128038,69.22475871847227,69.66432922379701,70.10059905301162,70.53354926875916,70.9625451273962,71.38836557811923,71.80828318248254,72.22248815085788,72.63497995114454,73.04431241752609,73.45154570745781,73.85411304530835,74.25340683545485,74.64669309818981,75.03164744321967,75.41574010184627,75.79910823494097,76.17552084239932,76.54852605949779,76.91859209686844,77.28447803257751,77.64394887113231,77.99894849572499,78.35142791069516,78.7008167855284,79.04916021871256,79.39283616641225,79.728639234437,80.05763878411771
