,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191
0,1.234290371241464,2.4325559361849414,3.571660458193261,4.691989186074938,5.7956013774279835,6.869219897915587,7.9340921509845606,8.986051379182161,10.030975777306917,11.042255989311082,12.013822357507186,12.978466634032493,13.923332558526544,14.840565494320481,15.744036322149812,16.618381696556934,17.469470720013327,18.317415934252907,19.134898327094128,19.938456902019595,20.730252767177372,21.50726927703244,22.271790268494343,23.015608152188392,23.741270530905176,24.460511057151113,25.177868456421393,25.887959352547725,26.591318750282976,27.286171928557877,27.96048236026608,28.62694131579959,29.289875465485764,29.94093165150954,30.585508087811448,31.21530620475001,31.83585306656595,32.452379344855075,33.06509177091838,33.663821590914296,34.25374411614989,34.838763272039465,35.413062856153395,35.978460430327644,36.53755200707187,37.089177111308494,37.63533840273972,38.17276858062107,38.70638878576334,39.23026182283921,39.7511945295352,40.26398915549792,40.77356335074422,41.276415360530535,41.764688592224644,42.251998214241205,42.73518564497932,43.21019150198339,43.681742163901326,44.14603941098964,44.60437196774775,45.056636924888004,45.507987569771814,45.95700981829538,46.40029047849734,46.83747258535427,47.2644494990904,47.68677488281917,48.10741488835429,48.52594770826473,48.94101916709573,49.3535064132285,49.75597958127167,50.15657592458983,50.55452576841657,50.9485332754055,51.33976159784572,51.72737363001912,52.10805918350926,52.48768525730466,52.86398946016977,53.23151787435895,53.597214535120195,53.961084744293665,54.32313730498559,54.67931441658759,55.03277361176316,55.38331476499169,55.729142604041826,56.070527452502574,56.411226053276664,56.750187202811865,57.08641107868361,57.41819950266097,57.74694200057423,58.07343202984351,58.39918779664498,58.721309944704544,59.0433047070162,59.35848430285062,59.67216830328934,59.98211087436841,60.28907538118966,60.594502620662524,60.897181732113594,61.19740506595562,61.49578084657368,61.78927397138779,62.08088478293748,62.370718034982296,62.659478110186505,62.94499081201046,63.227886974029865,63.50976557374209,63.78829865935257,64.0634452988032,64.33704534257613,64.6062648912559,64.87429165887535,65.13927716773351,65.40236211995361,65.66315078004497,65.92206447097317,66.17885497986246,66.43406152343773,66.68823689076144,66.93826954816029,67.1866326444749,67.4337481550181,67.67932704445495,67.92309202908132,68.165002605802,68.40623954339127,68.6464454858175,68.88620521483325,69.12162783211892,69.3536875649519,69.58412094530499,69.81403652993107,70.0428001531505,70.26908556716867,70.49428603883148,70.71822188365879,70.94059456532614,71.16170636985834,71.382317034746,71.60126011858104,71.81803648167529,72.03291581944904,72.24584333925695,72.45658018073611,72.66552739245165,72.87383979199303,73.08118414604526,73.28792568300625,73.49254026908763,73.6936995161291,73.89449354913246,74.0936483416452,74.29103921051257,74.48752736314826,74.68173548573465,74.87584357591507,75.06812552996699,75.25980316506094,75.45037557780651,75.63872970158549,75.82626243300714,76.01360194956007,76.20045640348503,76.38594338098474,76.57035252389632,76.75169389005208,76.93274515148427,77.11276454618265,77.29182124712293,77.46976821590933,77.64649694702551,77.82265594867785,77.99786210008858,78.17263853159407,78.34569281708616,78.51797149645724,78.68966962318797,78.86052074409596,79.02950750744532,79.19712500316766,79.36433924232664,79.53054154572304,79.69585791990585,79.85970879992304,80.02298465836192
