,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137
0,0.008669940343203389,0.008649664565701423,0.008601460395425229,0.008578852778965524,0.008548156400086557,0.008514017018748881,0.008407180967610348,0.008331263549252883,0.00829637339339188,0.008269540953179414,0.008213246879275042,0.008127269610048235,0.008042181013890964,0.008007432950528763,0.007920551669791479,0.007812808609150056,0.007770335084223661,0.007725262480750643,0.007676631392423216,0.00762064968860164,0.007608607478913455,0.00748044623268123,0.007419098192896461,0.007360350086952316,0.007342657424672634,0.007232333728066407,0.00717972921580947,0.007163379081706601,0.007146526881876696,0.007085119446278355,0.007065721341097697,0.007045373025542615,0.006994223811628841,0.00689786581888857,0.006892264483009291,0.00680121676667156,0.006742533452916561,0.006720109299815339,0.006710197541215102,0.006692903397162066,0.006651761500289886,0.006595599823424043,0.006576272139228731,0.006513168451962186,0.006460363164809985,0.006448431999754244,0.0064077052814781755,0.006371455158455976,0.006342996134409313,0.006323514851176782,0.006273843415691151,0.006266572933028368,0.006188607791445269,0.006146502079006827,0.006123071719039475,0.006090905285910306,0.0060804111849786045,0.0060598368455398125,0.0060225143093699685,0.006000741278026847,0.005942549453704742,0.005929041364879602,0.005888445405690093,0.005838061540203486,0.0058245178801489585,0.005806593486109417,0.005771142035484672,0.005733815028870502,0.0056987960543136915,0.005690629159405032,0.00565962584346286,0.00565281232089547,0.005593558948361027,0.005561785698904043,0.005546535411285333,0.005501458112900323,0.005461988969038737,0.005452294722392111,0.005440123196625603,0.005364585081490783,0.005353463752629729,0.005335752637875139,0.00531626156368417,0.0052865226062018475,0.005234156552084875,0.005180468060771087,0.005176988515245889,0.00514311114820104,0.0051181205298606435,0.005082797062307214,0.005058905094360927,0.005029303418628066,0.004997155995035007,0.004989534843503802,0.004948427524733267,0.004933532938963616,0.004889111118110839,0.004854401959777133,0.00483572063772627,0.004822060056076437,0.0048010956590666,0.004719906683630016,0.004672402889888807,0.004653607775095249,0.004620794892950589,0.004580806794628211,0.0045392738428700445,0.004518434410497582,0.00446580353515682,0.004423553171918933,0.004395705053247508,0.004362698292146136,0.0043295021574753035,0.004289958586370371,0.004258204507230406,0.0041991760436331715,0.004142049683753446,0.004124918002866508,0.004093324663815535,0.00407233289931716,0.004025673378505444,0.003992937901464981,0.003932862627349558,0.0038495434502985038,0.003840926586266102,0.003833681330946921,0.003764126074583496,0.003730052170984634,0.0037006603737064236,0.0036588593570907736,0.0035947083855480113,0.003549996245926876,0.0035247941497017145,0.0034938887483323775,0.0034834343318415587,0.0034367594769969074,0.003358030680247428,0.003289995496807228
