,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
0,10.73074539585136,16.470776304202577,20.986147221538577,24.64998451369586,27.815855525633708,30.32294414416128,32.71495615813002,34.740522432249776,36.573228071732686,38.2709990344815,39.92636620292287,41.42535142660784,42.78828872007073,44.0412745371846,45.247767722841786,46.400919775883324,47.53051128687321,48.60475155891184,49.61825609099681,50.615460358944055,51.5000184235017,52.342263308452665,53.17104715397092,53.9831349460831,54.761452668691376,55.50380185341294,56.22582901294966,56.932284876421,57.628111076314404,58.27825426061845,58.88902299270309,59.474508322356066,60.04684344659486,60.597745907383604,61.13480858244182,61.66326901396666,62.1643966963869,62.662319942860464,63.146388411456876,63.626045192543835,64.09332367637268,64.54544362591619,64.99050636237081,65.42555895272054,65.85120502205486,66.26590189506409,66.67041110296823,67.0692499455498,67.45832701115324,67.84233039394296,68.21996114182434,68.59233867724713,68.96008496026822,69.32203395685991,69.67783752642971,70.03201405602513,70.38030919061418,70.72485879475165,71.06317029231892,71.39699493854498,71.72832743453084,72.0503827364402,72.37004626181613,72.68021121578393,72.98798225875227,73.29318868609977,73.59352695172208,73.89024374805562,74.17995496210364,74.46868561605822,74.74817111553024,75.02445244989343,75.29819624109784,75.56774756636052,75.83137243561289,76.0932225946558,76.34926223708186,76.60140548277495,76.85103089728472,77.09915514233309,77.34273424637882,77.58587721825873,77.82619076270862,78.06076837723069,78.29170583188659,78.5199062207585,78.74525285465995,78.96939837194688,79.18883613237303,79.40640454052757,79.62072820370386,79.83254896846871,80.04214614430086
