,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156
0,0.007598469803847114,0.007586096673899212,0.007551956529368172,0.007535193675728474,0.007472803083628311,0.0074586429599646925,0.007384551509020579,0.007311318194776787,0.007282004102655175,0.007252740519985605,0.007197256959611113,0.007132782812245674,0.007071153041453344,0.007032596358459203,0.006963329830560696,0.006907210586519844,0.006858345073733492,0.006837818268073935,0.0067706682392793234,0.006768326358938791,0.006744248034275368,0.006612735703696243,0.006578389336873573,0.006545114103023307,0.0064801072358542594,0.0064621001491122765,0.00639098385723906,0.00637431919071048,0.006344840380623107,0.006332403405814215,0.006281546642929343,0.006277693106889627,0.006242090763283746,0.00615124185792216,0.006110753093690227,0.0060671862556233485,0.006058754169206683,0.006024713452421839,0.006015522923748538,0.006001672318345163,0.005930917332439668,0.005915185809908437,0.005897174346207521,0.005880602904502834,0.0057990804902260246,0.00579297740742005,0.005777696236009832,0.0057276831010537686,0.005720890130311492,0.005696453348517165,0.00566766815008305,0.005637701956603879,0.005598556241187634,0.005578397017763588,0.005560737191061329,0.005536572732478726,0.0055253068556507445,0.005483234523722339,0.005476995383730842,0.005446031482890487,0.005415718060230491,0.005385922038522859,0.005381277833058688,0.005343843166569805,0.00532785919805669,0.005275340608003022,0.005267460608402237,0.005253740571322734,0.0052324036783491165,0.005221067761105773,0.0052161455156134965,0.005204659161865609,0.005162372453854661,0.00514724686760715,0.005119343032706186,0.005089783308783031,0.005068794998391676,0.0050336811104143295,0.005008461346787022,0.004993601714402859,0.004971183104899421,0.004947124573079614,0.0049291581579430175,0.004919210485493626,0.004900994931427557,0.004880607636970956,0.0048562117361562185,0.004841328040923966,0.004809881758131453,0.00479854210212289,0.004785082646911061,0.004744723988588112,0.004737363768078111,0.00470234619730663,0.004694119334723926,0.004677164845511075,0.004656656010422426,0.004632790485671319,0.00459464415280026,0.00458764944793898,0.004566935480646728,0.004551768029800566,0.004517263758176475,0.004489471048636401,0.004481542150840004,0.004471476781140343,0.004456756178867593,0.004425729127789145,0.004388663401687178,0.00437577462664483,0.004304111039145228,0.004288778898145323,0.0042626446480923084,0.004259378080312376,0.004216583164549085,0.004197810729326809,0.004181425135699298,0.004157828278542879,0.004129274608009213,0.004106134314523561,0.00407768846477741,0.004075144061928463,0.004045319809787351,0.0040321358829515375,0.00397310347311204,0.003946491748765849,0.003915017213894528,0.003891461641859585,0.0038624073059600507,0.003807980733060884,0.0037988193478891014,0.0037769230912019403,0.0037597864849753296,0.0037169063472955767,0.0036759881739422415,0.003658024995942428,0.003607741921676633,0.0035929074884004167,0.003553357564432025,0.003517721824050395,0.0035137664844588387,0.0034818324769868006,0.0034554870860674857,0.0034262205739065805,0.003389756673194184,0.0033782255948432323,0.0033261421350540663,0.0032968879019887472,0.003282073102376939,0.003266327989437183,0.003218121591676222,0.0032079258160813474,0.003182899734972062,0.0031394639848909196,0.0031208998520340105,0.003087380489780237,0.0030072460314467288
