,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189
0,0.01836022745304876,0.017860333731485756,0.015402398400475081,0.014660733381132045,0.013800622499102702,0.013565408785130828,0.012088546854887455,0.011658764866763925,0.011422119416508787,0.010967842179778876,0.010295801156926486,0.0099934573846124,0.009709259627256538,0.009422374084455037,0.008682038178265187,0.008520678345123609,0.008266758043953147,0.008121221014837237,0.007807313838861188,0.0076292563822294435,0.0073859451242928266,0.007254118167792267,0.007237287443785971,0.007073958368924337,0.006890559897587493,0.006831312336837321,0.0065791291603813215,0.0065332394479074695,0.0063263223132969774,0.006272304030729367,0.0061666344818058685,0.005958536909176392,0.00587996886608801,0.005792695334162188,0.005749415113585168,0.005724742085013016,0.005705901490648764,0.005679963670439165,0.005563666112731799,0.005474038098468493,0.005410474305900902,0.005340064667325506,0.0053128180605461995,0.005253930017325391,0.005221249299666756,0.005128619875214899,0.005106534935948465,0.005071511274666557,0.00496178927298022,0.004902307521828662,0.004880833944766081,0.004845582130724576,0.004769788243368121,0.0047520093124269035,0.004701543298064987,0.004625958422384427,0.004579468580444577,0.00456835744173248,0.004517368449452842,0.004466994884592006,0.004447899122646036,0.004403384306425032,0.0043626199491514596,0.004307143234942891,0.004276655879857732,0.004222550657294132,0.004198871705673622,0.004157333653579583,0.00409859054796562,0.0040616039312112336,0.0040258650307701,0.003951027779450046,0.003922361037026928,0.0038561991689868543,0.003829688188223697,0.003785463621045366,0.0037542593474054484,0.003699597228689027,0.0036539579643884985,0.003615637636284116,0.0035954742478925667,0.0035195165801066176,0.003493458960105151,0.0034472496038922555,0.003417990760852681,0.003411063627919113,0.003383037180755616,0.00337101504179295,0.003327108921679933,0.0033110421661424767,0.003297003096547852,0.0032186266304566054,0.003186054274190333,0.003148999431738954,0.0031369072320972555,0.0031185430905305905,0.003089909429017419,0.0030670659146373376,0.003063323316848085,0.0030207498456305756,0.0029996994688168484,0.002973993235749013,0.0029656575749633135,0.002942163907100416,0.0029281976704071955,0.002896468349732191,0.002870673358078234,0.002823777514069382,0.0028001054542096315,0.0027861416716128983,0.0027717604640641424,0.0027638268171015228,0.0027500544274767927,0.0027234457391948786,0.0027074351494088093,0.002690234723260427,0.0026759120109227604,0.002659873534351139,0.0026414259894788714,0.002622252937509185,0.002602963973885416,0.002571820010670364,0.002559829000690699,0.0025399806931096077,0.0025323208651605294,0.00249739584542236,0.002493943559758945,0.00247330440387266,0.0024477353990277283,0.002438550810333605,0.0024359302678175774,0.0024127056036057225,0.0023915137712022757,0.0023907542436893982,0.002370795522056706,0.002358818372015114,0.002327161027643607,0.002325919337461985,0.0023108309209766264,0.0022991409544896695,0.0022725660675455045,0.0022649793153979754,0.0022433980827829057,0.002232608249434307,0.0022113283069516774,0.0021943999366199145,0.0021878257066632184,0.0021718255473630673,0.00216193028250131,0.0021394023982709534,0.002129592755065049,0.0021038453681775154,0.0020865225384963577,0.002080324565215842,0.002070700528681044,0.002067447803859179,0.002049692285960665,0.002035523476419925,0.0020265937884241456,0.0020106908820223175,0.0020059075126985767,0.0020007097285174055,0.0019813505940833444,0.001977311422533087,0.0019606621330661798,0.001952814131132289,0.0019392839961024924,0.0019268314273686207,0.001906070594693541,0.0018913991967772481,0.001884999625644066,0.0018754390119613716,0.0018698941815351636,0.0018635036207066806,0.0018440030411915392,0.0018377759281039267,0.0018263685479049398,0.0018081968845323182,0.0017996313816541262,0.001785879889334289,0.001779641106928939,0.001766487563171166,0.0017535267454206259,0.00172405583479299,0.0017220065098422362,0.0017158108167039403,0.0017000540868880032,0.0016901792191467984,0.0016813303315483944,0.0016647650757867088
