,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,-132.21608,-53.004852,-14.630647,-234.31377,7.3556714,-62.18331,-187.00868,-163.3393,-21.944128,28.4804,-38.669983,-128.7602,-11.834906,60.230278,35.547073,2.206296,-73.554115,-47.30356,118.00527,-152.64262,-14.383637,64.95191,108.086395,-92.3165
1,-169.89716,-111.68654,-220.14081,143.44492,-160.08948,-110.900986,17.30421,-4.457346,-181.4631,172.565,-47.575974,-91.13471,-142.34851,8.637317,-400.33813,-408.8266,331.63226,-73.240845,151.95256,-162.45761,-289.23755,334.30383,-203.36746,194.91475
2,-115.87008,-14.102212,219.27728,-173.31769,5.8815727,163.72234,162.04762,121.80996,81.97524,102.648865,-91.417725,157.87192,-175.29109,31.828888,-168.01224,389.2746,99.306015,-202.17026,-329.7064,404.8163,68.40563,-208.13521,-399.0641,-10.451579
3,-139.32559,-45.712902,19.016037,-91.35793,-4.233808,-44.89495,122.185875,-91.84804,170.23764,-165.59691,-334.71033,-155.30714,-318.39526,124.07594,-28.841187,86.65409,-203.61703,-315.93204,207.98347,263.97354,-170.68857,219.78107,82.10572,461.86386
4,-105.34049,56.636387,203.02386,-365.62708,75.27527,48.45579,99.527695,-124.55456,-115.268196,89.82862,16.583406,216.92157,-54.865646,-63.743202,-103.6422,-22.618687,-7.679522,-53.975502,-51.618454,-73.52821,-112.82341,-28.690367,-18.682539,-22.355734
5,-163.59103,-137.6864,-454.93533,584.8959,-449.97806,229.60454,495.0824,86.34718,-430.0978,131.7435,99.52626,278.32956,-24.393501,-594.93524,591.9233,168.77641,-147.73555,-330.19565,322.89243,43.39591,134.36954,262.10892,-60.402946,-18.715376
6,-134.54684,6.594771,-55.904655,65.78696,-81.000534,-41.93475,390.65332,-124.0518,145.7926,-239.12463,-297.81705,-80.0272,-345.3489,99.350266,114.71543,-398.1236,-278.14548,-36.665947,-82.55651,339.7576,-80.44971,-122.4179,20.553446,-39.694798
7,52.124985,23.647287,1984.7012,1308.9075,-96.05073,106.95232,-304.7818,-268.55597,-135.44289,-98.03156,-10.895466,30.041319,16.14562,10.467477,-23.816816,-43.522594,-1.2251896,-36.050976,2.7382603,-16.470026,-2.2562413,7.4456162,36.248127,5.6423507
8,-144.18594,-46.254383,426.22833,-49.315765,155.12856,-588.71564,221.32271,813.01434,-217.42603,878.8934,-98.45661,-180.08559,215.88103,388.393,242.39459,-175.013,-357.93124,-48.05892,-83.76715,-5.856943,9.716966,-32.567635,98.897675,37.94415
9,-143.46042,-79.42123,145.31386,-34.84247,2.3559437,-133.85443,144.55234,302.07538,211.4647,73.72364,-216.40517,-134.76648,-45.910965,43.82107,-232.29091,467.5498,541.64923,-335.73938,-49.648743,16.438316,236.62407,307.34738,359.03918,-281.0815
10,-166.76422,-97.74626,141.34077,20.342907,150.97755,-768.31244,96.20542,275.0651,45.951427,-428.57208,-58.272747,-362.83618,-420.89047,-376.07678,481.66287,52.448223,407.84082,230.48373,-124.8108,-89.93727,-208.70181,-325.0322,95.41678,-3.8481672
11,-125.91555,19.537973,313.32007,-239.9263,63.209812,-39.12123,236.62718,93.10931,-44.621243,265.09778,-160.98164,87.48933,-216.11008,-167.52467,-216.60652,-225.53494,266.47586,396.19528,573.0548,154.76527,379.76846,-186.56761,-397.07877,-292.0844
12,-54.826027,63.21263,359.7283,-112.54281,-15.759201,407.5832,711.28107,92.28377,637.1236,20.73997,991.87134,-512.3032,30.173435,-105.16143,-73.97117,-137.94554,-40.145416,-16.284271,46.283283,-75.14175,-31.244429,47.56245,47.115295,23.626196
13,455.75385,3373.556,-262.3848,212.7865,-1.1985717,-61.180214,-100.38595,52.754875,13.090731,3.0686677,2.3315487,-21.139706,10.353379,-7.2404003,-9.859827,21.973436,8.165263,-1.9655886,3.2141595,-0.02254862,8.714271,-0.02204818,-6.0082693,6.4748535
14,-102.31869,80.37046,171.31717,-352.05194,70.04996,44.17372,233.04437,-215.75073,-41.111572,-33.176044,-126.73835,254.17561,-53.72863,28.907028,-29.347027,-260.29645,-65.12014,126.780556,189.73038,2.9580958,31.549313,43.562016,254.45786,-120.712296
15,-107.48662,61.499374,154.39273,-438.58682,114.80883,-136.8424,7.3047,-242.61134,-213.2442,-111.101494,102.62553,103.168625,6.0334864,-85.734566,93.651695,-68.58341,-87.811424,55.395973,-63.659275,-1.4341276,-34.482475,59.230053,137.3269,14.735597
16,-151.85884,-86.68058,-129.88622,22.37122,24.309444,-203.94626,-14.736167,-79.48936,9.038504,-134.30351,-65.240166,-68.952255,-173.05513,50.45111,-92.37352,-81.53336,-193.4777,-84.44155,-7.107099,13.078106,21.792242,-4.123409,-10.596093,-0.31998467
17,-97.609566,66.441795,148.75308,-328.76657,16.48051,176.97182,241.42644,-111.29108,-37.605843,82.44691,-59.108086,213.18143,-76.11528,12.519248,-118.750275,-108.65851,39.126328,-142.54031,-135.96526,-38.328655,-172.11963,-75.57584,-23.308973,-19.415827
18,-102.81338,-13.507154,176.16364,-195.7651,72.75658,19.013174,114.93129,50.50216,-25.408329,-0.6771227,139.98897,150.33826,23.495651,-28.673792,-146.42392,300.54547,-53.188885,18.457167,-242.83365,118.86475,-45.45316,88.715645,-129.32133,72.14146
19,-146.22997,-84.28867,-252.73438,326.06305,-374.40323,298.15833,438.13867,33.775375,-152.71072,122.841156,-213.65552,197.9674,105.62583,-179.44496,-69.48147,-130.52031,137.61028,373.89807,-504.92203,-200.81747,-18.115837,-87.36031,11.4514885,234.52567
20,-147.56506,-57.953213,122.26333,10.529994,133.87386,-499.4014,407.46698,262.85428,419.7121,-625.3735,-227.01819,469.114,787.89136,-9.2974,-108.1013,10.933145,-72.89888,-156.00977,202.24501,-217.43744,-51.218857,-6.735321,-93.81869,-33.15354
21,-129.00323,19.666746,248.73514,-358.6417,107.502525,-212.80786,102.181366,-90.48409,-64.68877,-111.14851,39.258617,137.2469,135.64474,-101.3019,83.844666,-120.155426,49.18328,59.44186,-61.422127,34.752296,-38.57883,53.53702,54.94146,33.357777
22,-105.882965,39.541656,170.67259,-355.96146,43.494045,88.16754,35.265972,-98.53801,-62.419247,83.11396,18.99578,175.81786,32.040573,-22.496824,-80.66072,-3.3680243,7.290412,29.35886,-14.366335,-110.96026,-106.778,-48.41113,3.2531033,-14.376079
