,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,-76.63156873319258,-9.407128405935088,11.666124520179574,-162.65854813190668,-33.12892402355358,71.10347984360497,-24.969620053461867,-57.3014450671278,-65.77900095595659,30.60565998337627,-42.48409543896255,-97.12639557569538,-16.148927916320694,-34.722001130504765,-55.44409352383623,-42.52030280642423,106.03392701429598,54.702128256295296,-87.40551677621988,-57.6142134846594,-8.89159138281527,35.55563240831361,102.01908538313205,-77.7408191711045,62.91609918103753
1,-90.84355272447073,-36.879606233046424,-42.06225132925248,-28.950395110404372,-52.97818067181793,58.761007065958474,134.03457878256035,53.13460521559109,-144.49911303431637,97.7502015539719,68.83448087763118,-161.0652406954612,-79.7321238007395,24.921881923681017,222.13985274476062,-26.73945793324222,-122.35664468703578,-155.85661580083394,-113.29487404158765,32.09993551042358,62.82248391341909,96.98571895378312,-101.28114202615566,-61.47247386370802,-125.13481618748996
2,-59.85608524115128,-19.717565678135173,53.55360120655607,-52.33279350775469,75.8956209397985,-157.94775865974933,-77.05384046102606,50.31909750095318,-19.66669440273299,99.6069739239162,-1.7473556669146322,115.48887748704344,200.21337942073782,-198.26293431610682,-8.018611644924018,-68.16716840427647,-254.36141302899878,90.37491033102732,134.30253269730122,64.67946988762559,38.62171962627487,-270.0202667862202,-137.70473554126633,-134.36552757649142,56.47166861304315
3,-81.1233648720877,-34.26567185270255,-23.744173910083763,-5.56256623466629,-21.79614403825284,-101.17320035241961,-6.222948105641379,164.0194416273104,-92.00782759378968,114.97064559808884,-181.51326885287654,-91.70329774966707,105.92364290292763,-166.5217238480836,29.759883591277895,3.9757248737192508,-41.026220730680656,-98.50125798524792,51.63568203268158,50.24217523102352,139.43078263422453,340.4559973474583,-78.67579243741444,190.89700376081112,127.3515274449486
4,-59.257743353577375,9.138028078666467,66.30950171415483,-193.9365688398063,50.168954515046934,21.371069968181683,-84.59367430837698,-98.62822306396775,-3.194639891306165,64.47224212567667,22.176343953974843,49.31932251420359,-4.560293320055066,-30.86664585644908,22.58714435091458,34.21479202943291,-41.547770900675964,-8.94886181081141,-126.23773651241824,0.6927990954287432,0.8478501085842232,-28.081173730868297,-26.208491024613224,-16.203126959949408,-57.19041744210173
5,-87.77036143604819,-56.82749008542872,-174.04793288598825,314.6541139280256,-103.78485191332061,-146.33896914046755,-14.933565353640883,-1.1536769964463338,-54.159937537528855,-156.3999341444608,181.0471084027593,159.36393597063088,166.6255639979189,58.260237712182025,-0.7475963024503904,333.0004456606003,-92.12400392334924,196.14505047985068,-120.20930627401818,156.21934301280922,87.0694355921817,228.56492676535444,42.64511175243364,-200.60359168781574,2.4907859406166315
6,-80.45273135967608,-27.5679091164238,-71.6877294780103,100.90882302030579,-81.863440692765,-161.70510120127736,22.10789749007397,123.0752452174015,-97.25076293692479,-31.948669052777667,-172.7489916413427,-145.5597472385313,203.07791990162764,54.78478509151358,-99.66426867415313,76.7183653840639,83.82974129726084,-150.84406621911572,105.11049169445846,168.34757238263282,-243.71998879982903,-52.874729411071776,17.754301432710502,44.71324953120742,-34.48241537662053
7,63.88205282198316,7.49278028040553,1220.78147847461,551.9733814969783,-52.461921027331044,55.61627960933148,-3.884903268164327,-181.89740684926883,4.403511385229045,3.724637798937259,-72.83043164993683,-52.379692893545815,6.506932855725546,-12.301737654398103,34.06841654207118,-0.7401918463566176,-2.280037242901233,8.918283081094671,-7.336851643589285,-11.642715558575306,-2.1920474526911837,14.798416187597061,6.275402501814261,-2.705220679203898,-6.50921148592787
8,-76.8441175433173,-14.111260505306193,302.37088032011894,-156.55444935160608,-5.587861875318652,173.67372668056936,224.95843068305967,344.0995288537576,-291.60749892645174,31.245891644974336,450.2990834107984,179.25420051422327,-45.83182442103078,-24.957238090979306,-271.81673786715834,-101.77108689378831,146.2195054550136,-43.004441245725204,72.27778584232999,51.076031767397616,-46.87170878128294,46.03659580053483,-67.14800010539531,11.271139717533716,-0.8990593609190044
9,-76.3910912897359,-37.42809792294282,60.52446376317869,-70.15857159559255,-4.430611528329596,-66.10592524993403,50.68533418839628,240.138923211144,-18.400439983795795,84.24214608736433,-41.89485979496392,-40.4031675345369,-7.105661201024948,-98.1449858592449,-22.352126979042286,-112.73148249059788,-177.0906053358191,209.73639248187447,69.77747870157815,-227.47714896401223,67.00719070252806,11.852915711130095,134.15824892178085,-64.26077904979776,68.72125875957416
10,-91.35111747414966,-34.64512592420577,103.56392259192442,-152.4723123054738,-43.71815550479375,145.4925496970609,231.95653710058474,291.3287384290711,-10.01012091469079,-208.21710575640336,-133.03754146582372,-146.10682952565196,113.99113590568292,180.21188963746576,-32.55283518384539,257.8301979706846,-66.1563229940236,65.38281537756735,39.80541457009933,-152.42988257309048,2.838717378607194,-138.87127108186777,18.860717730814343,143.85341210928794,-85.95290876417732
11,-70.44111545819406,-3.884860608679193,130.11140610657026,-151.78191672536906,44.796426853618335,-52.733035498382314,-11.936630919300077,177.6999889275236,-125.74789320273878,93.75744689741266,155.3574000412496,-30.097088687639165,-114.04803083627233,154.28366525047534,395.185803520002,146.51996719430065,27.635270530860744,-4.263065808609136,49.97052670583535,117.91602808660745,74.24420892659114,-179.88181730640596,173.9647752061799,10.770979588624687,147.62806929632507
12,-28.695110452346025,8.757986110664818,81.63384092748956,17.381567243273413,53.73367169153176,-305.1702481594274,-296.53405429477516,261.97479528208606,480.0853955930928,-170.20473899082413,314.52925601930616,-319.6911087484998,-97.12459153483938,-86.59556912906535,-56.64476899981565,29.809033849332028,20.953305571004687,-82.95050754074359,-40.81511811941271,-31.761604656899156,-46.08949279859852,17.829902851176488,-38.47388529768488,-7.025373675005724,-24.234874745452714
