,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,3.6262047,-25.665794,-8.427024,8.031389,-1.091238,-1.0500487,4.8138547,-1.581675,-7.3601146,-7.6249013,-5.8627315,-8.894585,1.0979103,0.5025088,-10.037526,-7.9022274,-1.6006901,0.40181065,1.291869,-2.1551301,-7.9917912,-9.433411,-7.9714103,-9.675145,-5.2427516,3.9430287,-4.8647223
1,257.9344,48.877953,-5.6051617,-4.4358034,-0.97767806,0.6547269,-3.3250775,-13.259941,-7.02924,-1.3811564,4.140216,4.722267,3.6239424,-1.7299461,-3.7006602,-1.7211881,1.4581977,-1.1500888,0.18776554,0.55249864,0.8414367,-0.62293345,0.23725234,-0.11988496,-0.87682104,-0.10029399,0.2936922
2,-1.5017232,-26.503656,0.5678719,2.0844898,0.11452629,0.38957205,2.1051297,-1.3897853,-7.682922,-0.96257806,5.2232995,1.3125341,4.643567,-3.2475135,-6.989765,-10.492807,-5.2652783,0.45468503,0.15999064,-3.3484118,-1.1384374,2.102862,2.353134,3.8967888,-12.800365,-10.113182,9.450315
3,-10.105119,7.912664,-10.778417,-12.216356,-3.2959876,1.9832268,-2.6311295,-1.3533012,-9.463518,6.7544684,-5.486168,-3.926991,-2.7462099,0.91785496,-10.669202,9.016956,-20.122196,-0.15060118,10.97798,5.1618586,20.405987,-9.686715,35.829704,-0.2723943,4.2188544,57.790863,55.13889
4,-7.502253,2.4648454,-6.2941933,3.9223905,-5.7316513,-1.1308867,-6.368563,4.0246453,-2.5414207,2.5310023,15.889758,0.2893513,-2.1558,-5.9532275,5.1113997,-1.8834755,19.634457,3.9601593,-8.591715,15.576387,56.806637,1.7755152,-0.048769463,70.40848,7.2541833,18.720846,-21.481995
5,-12.426112,2.22598,13.4818735,6.187386,-1.0253937,-5.8576717,-0.9643388,-3.6871564,-38.66705,23.311386,63.5679,66.33182,14.408183,-18.094635,47.95266,16.003515,-25.239702,21.58439,23.7406,-22.509497,-35.017414,-13.132905,-13.212424,5.698706,3.950582,19.471226,-13.347337
6,1.5854077,-24.583273,-10.634691,9.3782835,-2.4796028,-1.0596923,2.075654,2.4765985,-7.762569,-2.9647667,-5.317988,-9.1095915,-1.2173406,-4.3197556,1.4612812,-5.4559197,3.3151495,3.0870314,-0.53377265,3.4818318,2.5530763,0.20536178,-6.7919693,-3.3382733,-16.495378,-4.977883,-3.9187465
7,-19.619041,48.9921,9.4050665,-8.043831,-44.393803,15.788358,-50.317833,-10.27537,34.290245,-0.5929333,42.073647,-57.091953,-2.3540928,-3.1998923,35.845177,-26.819204,21.142715,-55.732376,41.26512,-13.007453,-7.7657304,-7.0087247,-1.7029824,-5.5483527,-1.8133594,3.955888,-1.5834522
8,-0.57728696,-26.752726,-7.017301,8.230786,-1.2721617,-0.53352207,2.267439,-1.0984364,-4.469977,-4.6296854,1.6394354,-0.6807658,2.0086524,-2.7053468,-6.658329,-8.369281,-2.367746,-0.32894772,0.40647346,-1.3925537,3.8200052,-10.171192,-2.339052,-0.99362355,-7.8403454,-5.832065,3.6221673
9,-12.377089,14.210094,-1.6220175,-12.512535,5.8434787,0.24300316,2.7763755,-8.378901,-6.645064,10.0621,17.47033,-4.601671,4.1442404,-1.3765951,-10.458704,9.664212,-38.815147,-7.628348,-10.688012,-13.651592,7.9290223,-1.7897928,77.74937,-9.201792,-10.714902,-29.222347,-38.663097
