,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,-16.901205,101.8788,-110.82418,-52.45222,25.029776,58.11851,-3.4808803,-72.35057,-23.662483,59.20074,10.961275,3.1073322,-11.418616,8.094701,0.74920505,-18.112268,-21.441399,-6.2078047,38.07156,-5.0045958,-37.49408,8.637745,-26.264874,43.898647,37.926758,-4.4269576,-19.539837,102.705215
1,1291.2732,-180.468,29.449226,-210.35461,25.423338,-17.329552,9.531425,5.3736596,-11.883779,5.8096704,3.226062,-0.5446612,1.5854933,0.7571828,-1.8636715,1.4228468,2.4373121,-0.7983191,-5.117852,1.0373907,0.039569106,-1.6933182,1.3522453,-0.45088053,2.2017298,0.45178485,1.0328157,-0.7051804
2,-29.762932,152.07022,-15.13656,-57.61441,51.11768,-54.038303,-52.131554,112.21414,-69.09573,93.15872,-3.186031,-119.541565,-61.66305,-93.838585,-26.586874,-84.54827,75.83961,-126.69051,-63.614525,210.63405,89.83278,-20.262653,-5.368283,-27.58767,55.84361,89.32896,165.0042,50.987144
3,-59.34117,-50.17535,-6.8076515,-49.442436,-62.776012,9.320954,18.861412,17.023203,-0.83224386,-1.1417804,-56.291824,-60.824593,-16.741642,29.149586,-95.931435,2.7873876,36.765427,4.0819726,135.78197,9.653265,-43.70159,-24.952734,2.90887,21.734133,-21.809042,-66.45594,6.553733,-9.997644
4,-43.600143,-56.87712,14.715231,10.110643,-26.970242,-138.97997,2.1255212,-37.09938,-20.31191,-46.713245,-49.183792,40.72353,-98.51618,11.740569,-172.94675,89.732025,49.933212,0.220617,79.9377,4.141382,87.49789,-60.876316,-122.27766,-46.87488,-115.41073,100.44799,-52.83798,-103.62604
5,-59.312225,53.981895,37.39577,-98.32538,-16.495699,14.297416,-70.522896,287.7455,39.053158,-56.39589,-36.630005,-39.452183,217.01593,-69.624535,-44.72957,5.590761,-94.34195,28.010231,-72.578094,22.798918,13.311826,-96.842094,-161.79109,24.645407,53.759132,14.375262,-146.08148,-6.326255
6,-4.2742095,53.764725,-86.06875,36.006924,44.079662,-70.66797,-7.1434245,-103.24096,-76.61859,11.404499,20.303356,40.966015,-15.486275,-5.953483,24.865078,49.72064,50.04294,19.461226,-86.57838,-23.295753,3.0023055,-11.447824,29.685997,61.814857,-47.534447,67.95584,-9.825056,31.282593
7,-61.6162,-160.28906,74.02883,46.443012,-47.62042,-75.077515,78.054474,-37.18368,-56.38748,-90.70436,88.66038,-53.646957,-61.16794,89.36718,0.59115505,-125.846535,-60.670956,24.560484,-36.411304,-53.022934,-13.112541,-46.526936,8.707003,-17.604065,2.1587179,-5.07804,-21.384426,80.53316
8,-31.673779,79.609375,-68.58633,-60.512352,58.277256,-25.305773,-21.995953,32.56306,1.8001741,-13.018026,-26.04286,23.761917,2.478895,-21.81308,-10.202089,39.240005,-52.78241,8.044143,11.157196,28.447845,-35.807552,12.334854,-16.466902,3.2427366,-109.915276,19.049845,36.003124,5.740557
9,-59.711685,-46.572666,33.22065,-46.993675,-34.37268,1.0374103,46.866947,84.92811,-12.411246,31.28441,-59.783615,-161.83359,-39.4885,-58.33751,-3.7997413,-61.96413,-20.392416,-35.259495,87.24438,53.655342,-87.53368,-27.136353,5.4450936,-38.99171,-42.691017,-131.07648,22.022867,-68.35403
10,-64.85111,-109.70683,16.028816,-40.65643,-87.82736,122.66033,53.145958,-5.9051895,75.282875,-30.523293,-28.57769,-17.77354,86.95784,53.269066,35.757103,-59.13015,18.681711,-6.9098997,0.43999228,-12.466944,39.069546,56.10255,-3.9483209,-59.13688,15.781712,34.244522,44.024334,-14.716411
11,-24.078547,110.3026,-140.00967,-92.46024,8.715972,85.04193,0.66530544,-52.646236,1.3065289,-7.3272524,30.047426,-34.245144,16.077213,15.354518,-75.95042,11.499483,-42.170437,-8.649264,-33.257217,-31.453302,31.550611,21.3143,19.084476,21.223257,-49.52636,-40.131268,-29.932629,23.740868
12,-18.204046,71.961685,-94.22938,-46.095547,5.828364,48.82097,4.1831255,-84.41683,-28.369572,25.983631,19.621561,21.908035,-21.21011,12.743715,3.2741292,-38.408394,7.041541,13.130125,16.312847,-6.17341,-50.51936,-43.50263,-1.2246975,5.8608,27.22158,-12.199633,-39.725895,78.049255
13,-60.084354,-165.87346,78.073006,22.672256,-93.57265,-32.071686,60.660023,-19.374947,47.353485,-80.523506,72.42157,30.630331,-106.28053,55.037834,20.361725,-120.90526,0.7494983,6.559849,-121.30378,0.47756973,-70.70677,79.97581,-119.80487,18.303436,-93.746185,121.810844,40.473103,-20.827534
14,-55.128975,-70.90893,-11.139779,-60.457684,-125.02917,110.41564,57.07311,-16.63049,103.98235,-129.79704,22.033615,-0.0040024864,41.25449,21.967974,9.21865,-32.621983,2.8186095,-45.746162,-11.22781,0.022822307,93.29719,157.77046,29.20166,-50.96996,122.1523,23.77185,-34.277447,-44.15163
15,-38.411495,55.396366,11.188724,-50.89062,22.883215,-103.63542,-47.76858,104.806244,-32.149986,-28.904427,-63.20254,-9.369647,-25.131456,11.011055,1.8346299,48.68695,-41.586716,9.178354,108.115974,-24.279573,24.920803,25.03876,-8.060941,-63.61434,-38.94899,152.84984,-36.485405,142.18942
16,10.285679,76.80393,-66.63743,17.01305,51.649837,-48.16284,-45.218563,-115.50172,-0.009829951,0.6449352,47.111713,62.103275,-18.367596,-22.796892,173.61513,57.608723,-104.97446,47.51129,-5.7890334,79.08504,-32.576054,-24.040228,-126.16258,24.167658,-57.742447,-75.13802,68.82714,-92.53235
17,-63.33927,-144.527,74.6434,3.0122886,-10.817793,133.07852,2.6604626,-26.184063,91.68393,214.32817,-275.31448,83.22786,-93.04075,66.902374,9.569449,15.649733,-165.00743,-184.01453,-106.90741,-44.966923,-14.487518,-29.736855,23.538994,18.934757,9.839997,17.04473,-31.005396,-1.4066365
18,-22.244892,23.217308,-8.884324,91.685005,568.65045,10.309234,400.88675,85.19181,139.11159,-15.273814,8.244666,6.9972878,20.91167,13.769044,-23.880667,4.553783,24.414583,6.5400333,7.255277,-2.6245162,-0.22379474,6.8521204,6.740299,4.114801,8.532993,3.685464,1.357895,-8.808548
19,335.33026,103.463356,-329.41675,665.5314,-174.20924,61.25976,15.237005,153.5817,23.948961,0.9207332,-22.21172,-12.614612,-3.3264346,4.650324,-4.333537,-13.225011,-8.8425455,-6.5392556,21.640598,1.3606027,2.1634178,7.340851,-0.4852117,2.5368235,-5.1832376,4.14078,-3.2950647,3.3103592
20,-42.415367,-54.240257,-4.3507986,-0.3769551,8.326643,-84.31609,11.460594,-20.544924,-80.61957,-67.82307,-78.64739,24.350502,62.04377,13.122432,49.070564,9.131865,32.019753,10.6882105,-0.27824327,-78.24445,41.42919,7.3339634,15.917822,-39.479458,-23.206358,-25.759151,33.098984,153.97755
21,-54.378746,-114.74364,58.015427,50.548717,-33.333954,-145.2709,55.502476,-41.8631,-89.877174,-21.1698,28.713411,-68.309,-60.233177,53.21323,-78.38207,-37.281868,-76.9971,30.208553,-37.722977,9.692132,15.014826,-8.103004,0.092023775,77.40694,52.871025,-82.54277,6.184034,-16.990301
22,-55.4286,-119.6295,61.411247,25.605886,-61.48888,-8.911763,55.62297,-18.591373,9.78002,56.919174,-52.063496,-75.92587,-47.379555,-24.686806,-35.731102,-5.047824,-17.834206,41.172207,31.02527,-23.22753,5.7523403,3.7057326,-22.075773,-58.164616,11.135746,-35.00594,22.553928,9.758353
23,-40.64749,1.1202275,74.739174,-33.54308,-5.402777,-72.71484,-104.67749,204.58812,104.01947,-74.88229,86.6844,315.465,-106.41029,-42.699646,-58.055187,-70.156715,-61.632294,18.563534,75.71953,-32.26216,-14.7431555,-82.56199,94.60004,-73.2775,65.20431,-35.329266,74.20244,-5.54235
24,-46.335354,-155.82037,64.32733,67.6975,-25.588888,-23.347406,3.7825723,-83.23124,-0.3971255,-25.48398,-7.451526,134.51987,103.99915,62.69525,107.788315,6.620603,134.07655,-102.14433,25.083591,158.38991,147.34581,-96.34642,56.4281,23.717747,-75.00276,-77.902374,-87.87292,42.68221
25,42.309845,105.39111,17.859165,74.76333,131.52666,-290.18295,-306.1824,-179.19977,373.21756,-7.203428,-13.538831,-124.346725,52.771618,71.28114,-1.8999362,-45.79962,15.092973,-6.4627604,13.499859,-12.960423,-17.38139,4.5102177,17.27495,-3.415433,19.935299,-2.1778572,-5.506213,-1.6642536
26,-42.331467,-75.787346,14.621529,30.577297,-31.797201,-82.72247,39.264324,-89.49003,-69.33303,42.57391,-4.7117825,6.2607203,-4.464003,79.537186,-104.48882,58.678257,1.2427915,81.13825,35.85569,35.275574,47.70635,-62.930485,56.506798,190.7058,163.3212,81.8337,9.686491,-68.49473
27,174.03333,601.55304,605.5892,128.37373,-113.39267,87.53473,101.5994,-111.181366,-23.450579,-31.973011,-32.22314,19.770193,26.834091,-13.244572,-19.627699,-7.4664335,-2.399339,4.84225,8.356634,-9.390141,-10.4178705,3.6093295,2.0142934,1.4287105,-12.07883,-1.392767,1.2938538,0.080105856
28,-56.43864,-100.53616,84.35349,22.339981,-16.619522,-62.299286,47.928566,41.72976,-49.56298,-71.8735,57.849648,-37.583103,-5.375451,15.797259,133.60944,-131.8463,-41.57907,-9.631235,-44.167873,84.696724,-38.075108,-49.853817,43.806942,-5.8512754,-23.381407,20.030804,-87.2344,-46.224197
