,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,-57.185396033263245,-19.04295223424311,16.983436694108388,-101.90492303857432,-86.52160124797877,-20.31505949611053,8.479836343372574,-64.96800102503612,-14.85751013184644,22.63154485611966,7.458954582030053,-73.58724128048736,30.87952033711495,-18.961997756535833,-50.03838178626497,-71.81975297196982,10.421066235397193,51.29837145933183,68.85661263507595,114.18730080898871,28.108400726644437,-47.65540167864373,108.03361603125236,-15.9042923793882,35.076469814742836,81.07961177926491,-49.45325260933509,-63.51581212082122,1.9666145314205343,21.79837925692667
1,-67.43465521897842,-44.48763568458194,-37.886117240028,-11.484502886677536,-51.574719993765754,-58.55076613130341,-48.3385199500705,71.01136091446844,-23.43613858967677,-118.76567229023313,58.25895140989056,-168.1915668663984,7.418465082643403,-32.13510856104439,24.377093149860155,196.49459877242427,34.02204511628959,-75.13542611026784,-0.6997004757572924,209.36630864422284,12.722674321126952,-16.79666255949745,-48.49726365497271,-13.653057770239394,23.915340180037646,-153.38069198881655,196.85643521474267,-28.98953078508658,-18.96527196379242,-54.37953967121599
2,-33.48749417970234,41.23195413924616,2.5730616274921383,-87.10236150238596,81.60484080115197,95.8078619160742,-5.655744027665753,-17.03022619107747,-125.39703363794577,-13.1373800988957,75.82027947450418,132.08351392821208,-131.91598520926817,284.25140477336066,-36.380743271082466,163.72813605392247,-229.0383098746649,6.767400330649924,18.610921981342397,-170.89582574472163,-79.26486249709389,-170.1972769288758,-50.18711971412319,-182.59620033760905,77.14651057709607,116.98682590497174,71.22833748628177,-142.45063112515683,95.24157682622031,-92.99042400623588
3,-58.775957239762796,-21.52291507250902,-19.998123124197747,-33.55559378554009,81.70685295616684,-8.81087276738975,32.697742101886035,81.6239427146186,-159.8115841904112,47.193138245937924,55.51372425891125,-142.547604240244,-157.1816581666768,89.56426854684109,-137.26065047558674,49.51794251157903,-32.1969223804557,8.21935046455605,-60.299970530448185,174.83895479345216,89.20700833140948,374.855433561012,-80.39439846295043,-154.37874556161535,-82.79179025673305,33.86854002554433,-109.51307585938736,-9.009443120913925,76.28948027704625,-106.54289103241845
4,-38.28364304119914,20.009466505284603,46.06619249188404,-126.19138277867731,-59.136676476921835,59.60038962787364,-1.6804200336328734,-116.66408704009902,-3.0927794742352903,-10.565862625920731,34.04557335373365,48.457950982531436,-15.991220217652497,-28.512922112476915,-14.420499568587239,23.70795809622447,1.5082404942192278,-44.847178395026276,19.581974882442267,67.56732721641,-11.29171805655959,-72.23149909209215,-45.72766310156101,-7.790021868444529,5.39580311661908,-47.18919336223707,-34.958919992667646,36.96029222643476,18.727593697491624,-19.0411398292328
5,-59.436715192253786,-104.37888508647949,-85.78760976432315,242.40683138915867,199.78254024409665,-136.33710717337416,-36.22822768393775,54.77434444220612,-82.97644421651658,-193.9376731882351,-214.17418129585624,338.2652598478013,-218.97037914976497,-283.5289977415105,-0.7125192589533745,3.845497097764954,-211.16483470589952,95.23158375508898,-1.2557844866628438,154.67574928687617,81.00891057745368,-1.8167292257142158,51.50323590244847,1.6487296891695111,71.28047375606566,11.602269313296969,9.711011461944869,-3.8170306753638252,-29.25714576119359,9.072563272189038
6,-52.40049314326854,-26.837473746345513,-3.6739237602532913,29.993563760940596,146.07386714830454,-56.45127073034846,17.271724567072024,71.20484796447637,-124.31547626225357,29.69700997901107,-23.15944754503676,-151.0198166846527,-167.0477956846833,42.446048483930554,-0.7724666259100891,-122.19647068366402,35.33672474235272,-33.776692021862516,-134.12361942052505,-163.62394888543542,242.13094628295963,-60.17776863067544,-29.9532270159047,17.66765322823557,-148.89724264774765,12.537675391536398,90.89190275374251,-130.91062912242268,-91.86684867934031,166.23622055654062
7,116.05115752059264,1118.905682604095,-252.78882547313918,258.8914405436959,7.581476755946912,-70.22706023114331,-86.26843943534952,-124.33178228529967,27.914877827136177,43.61983739875053,-12.307171771437647,-36.667652909788366,-17.854588447193304,-6.603589059135562,-7.310693444870461,8.186938292500875,11.207034785516486,4.14556798553769,18.001833805534893,11.189885244506776,8.776657651297533,7.378316732977891,9.691041301512861,1.7032341410711975,2.581839695590387,-1.133805131227956,3.2799982582181286,2.2955044134495264,0.385507180040586,-9.096357016102594
8,-52.91579167746648,193.36925949714112,-40.6375031568109,-181.43190678217715,-210.31526927001917,1.3701826850132939,31.891677710663316,343.00688942137293,-136.1002326322889,-423.23475981876993,80.52600016029108,156.43601337870388,287.2304947554422,92.78099970945624,-38.8001996489718,-229.16043718762117,-3.255346697274537,23.165666167691143,-48.233212803847245,-26.232681708856802,76.12582741705295,39.50265885653498,-36.08154103701884,-20.57184934694337,-3.2118053605328143,-15.710683047431527,21.600261020306718,-11.675955814076419,-1.3796633674642766,-12.411498147483806
9,-51.605441966920445,35.34024228371286,-28.628854674980204,-94.08849902922907,47.661893620577146,20.400441521252407,52.66501998354578,147.72001710217359,-95.82074420342965,5.340649586727867,67.47037568878896,-46.541012399253745,11.19956777746566,109.27469072828616,-28.772062488788137,75.72138014352576,-123.30415738323659,49.60560360114731,217.22186668752795,15.695274398874764,-91.55211997910634,36.61247312909429,238.0665843695676,86.88745897328481,102.17010404112676,29.917509499219257,-132.08855679176887,57.66711933758618,3.787409695517573,224.7489628497933
10,-68.6096254951305,66.81057253823114,-37.45451961682786,-145.25846051482776,-160.94737472115563,-21.570870766481846,47.99733710547519,332.04708244666205,1.983660662836925,-2.212784660321959,-152.56967994754262,-218.92425393793624,-273.5715434712057,-160.18519661573404,-20.831036192269075,-96.43874382880648,-46.28548009522412,-52.5114602681095,54.61560616579977,-200.70934601912006,-184.54926659555352,-6.569549546703217,-111.23483977082405,150.29307076306762,95.13269052969262,-75.21969982179722,-45.727056613654625,-46.29577868786775,40.25081497617936,-103.08518096639231
