,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,-0.015072896968047771,0.18561179485582963,-0.3961376848430325,-0.3190590946013443,0.3716936245668925,-0.03395484558223217,1.030575294411874,-0.906052929401713,-1.7183735399194098,0.612592186204501,-1.3630551680332235,0.6868345043434242,0.9962387831887688,-0.2700265488198665,2.5518734785705295,0.32172088970703766,0.5277272416711816,1.1953447307501204,0.7394335892135264,0.17576924985806253,-0.8938196289417834,-2.137667809819944,-0.1020945540695363,-1.8763656278452465
1,-0.11394068591943113,0.16425748292619585,-0.7101828183550224,-0.5145456485487065,0.514370992324895,0.20182802112793274,1.5496029868419905,0.3580353227703627,-2.0356562744429594,0.37740011987536337,-1.7934027255916827,0.20925022701447152,1.104341279986023,1.4608244881045034,1.6973514350047816,-2.2141822654943915,-2.6218164118695424,0.1311602384769587,-1.7485602888775809,-0.6616047679378967,-2.159088052760432,0.5322177903769493,-1.112880581303874,-0.20712589885617733
2,-0.087367657826538,0.1922142686098672,-0.3251176883930298,-0.31537834450353097,0.40282526784714767,0.4146103077233684,-1.0644695938394937,-0.8490702998975016,0.9997984973786036,-0.5371656242402622,-0.15885937256603022,-0.7745349704526074,1.810603876869021,0.32892258911418765,-1.9740859180736796,-0.8138360837657859,-0.9758940977033141,1.0460833654991295,-0.3391923507423336,0.3833123068902462,0.5476181137659321,0.23187575538671334,0.5419822901044874,0.7807024197116628
3,-0.06899852188970577,0.0415586966910208,-0.3046653591005381,-0.250108136189206,0.5925501063566918,0.24202664216183062,0.4113292233960675,-0.2575907640733214,-1.0151443343409536,0.5021601543829836,-0.8725809170800533,-0.2457292384632532,1.9758846300383537,-1.0950316294462115,-0.6662535814580778,-0.6887740679189782,-0.07597285653403898,2.5583104775894348,1.6675882994791318,-1.2940129030701402,-1.667752450045535,-1.7220341685420142,0.0601885261380499,0.16570375418617367
4,-0.0798007526447574,0.013075129936876618,-0.3336450090454688,-0.520726723789567,0.4966719125850171,0.2158342304441507,-0.2866915513005716,-2.275929311376487,0.5575315319041939,0.03499136317679394,0.12006424972701961,0.40401157871227966,0.2586657089379111,1.0006366564904274,-0.01173965814031003,1.5322163638680262,-0.878355033388558,0.0007441731603188413,-0.715494177196588,1.289689950417835,-1.2969135415788582,-1.8973080938433144,0.48696118816664863,-0.7065390694952768
5,-0.15528990315336094,0.2768835541628921,-0.680578636955337,-0.12093735406192012,0.09187112311612469,0.45019654035368084,0.015719502448329606,2.6958874606340273,-1.4587591223581025,-1.3432377895529943,-0.9609435438476035,-0.92024969021052,0.7932704484898327,1.9278100731892478,0.04721805709374703,-2.358314085807508,-1.0489535124483662,-2.4680757499865433,0.3232335626563576,-1.2355868902117082,-1.9964449692329538,1.4883708698592895,-2.2370231007438677,-0.760122996920244
6,-0.1429782205273329,0.02431187567416914,-0.29433817822992053,0.09560728707362898,0.26927585607143983,0.46741430327497163,-0.037453559449628096,1.4524841540228959,-2.3187993324725107,0.4414622049684685,-1.099320644331057,-0.6416884252919698,2.140974176348178,-2.4585742866081945,-0.15778700788573846,-1.2280533242412783,0.1721813381242451,2.0861306375633717,2.5956162599096966,-2.200359909983044,-1.9932457129154473,-2.1795820117098192,-0.18951243249033894,0.5181626080193804
7,-0.010769777485798035,0.046392868628153075,2.201302211102279,-0.47002815330717906,1.1176769601905492,3.2000257160138124,-2.547755505423717,1.3373524112432154,0.5960547240624541,5.39956675121831,3.653040375216007,-5.834173358043148,-3.4437114331588856,1.1039058136573034,6.009570125133484,-3.1472661057017244,4.0990693896953285,0.7802494954280538,-4.236040450112344,-0.1496928326880327,-1.1389100023657501,-2.2160895151038202,-2.5895168119754395,-4.039708860048833
8,-0.04511032339778018,-0.09471360733821495,-0.46648228185046414,-0.46456766431348867,-0.12849932003438438,0.13522196710149426,1.1569865558117272,-1.936574573610341,0.1779733970928899,3.667861779705358,0.4443374200497846,-3.061986287429622,-0.022905813740592612,0.8556586966369453,-0.885201427567149,-0.28063477589917146,2.4727655676400655,-1.5367150193129624,0.8519858963279643,0.8818435167632204,-1.3023536819192523,0.09276177583999234,-0.36975434218198683,-1.5457768073315596
9,-0.024341524562928988,-0.06650369506817046,-0.35892329114426497,-0.2636266614829307,0.2642767017821197,0.19788658537659493,0.46312255615813386,-0.6431481441333343,-1.0695202452187234,1.8779722768613227,-0.4123216125730568,-1.4789294678156522,2.198828297452244,-0.06823221942177687,-1.8415420924076258,-0.3388426153134154,0.9071024729955948,1.286733527853368,1.1901509385483413,0.8442160334883815,-0.525893715744167,0.6167228262690159,-0.9360544324261414,-0.3814656649554039
