,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,-1.7631871030454778,-2.1779604494685056,1.4088503250738704,-4.347738709006588,-2.438180127697552,6.494000886496116,3.1819673784836593,-8.467773491707337,-6.3985842531840245,-0.6003364799266362,1.6004283047784096,-3.620018884634939,6.71535943514587,-1.2672011931404132,-2.441164139966918,-9.584449973029034,1.268943937626081,-3.875852019305828,8.660842751283097,-2.5054543517562413,5.141338143704787,6.660590432259156,9.878989445263366,-12.693742256212685,-2.373588729511262,-6.3283268314650165
1,-1.8315622464359982,-2.0472515252156245,0.6578206665981075,-2.865698941387224,0.1952103767795087,8.536165736154002,-5.530122970959011,6.289131947734268,-7.520465358805513,7.678215361322844,-9.657489380227034,-14.963905186306734,15.954825790497287,10.532285112211717,-6.463856429082554,16.08008471274257,5.259161316478113,-13.184074618178023,-10.505906850997594,-18.73698606219908,13.979778969063405,-4.414778840980513,-2.6956744512983533,3.086897466964454,17.89829241953715,-0.4715735593145908
2,-1.502864455288231,-1.0082150717767138,0.4430249257034045,-2.882645766437063,5.174857059136704,-2.695013191212868,8.607298209021241,0.7214691369909977,-0.7625363011013359,0.05693726823756867,1.8746399003576188,23.570050031695217,2.384718545896718,9.02900705659745,32.91302536355073,1.7503331365029362,-3.2237221046358866,2.64449435654987,-20.87131210069494,16.374543121310456,1.7209376061654855,-9.901973047376487,-4.759131229248761,-7.5822014517793495,-0.7368425373700397,13.538608950057577
3,-1.6592360036605942,-2.596659155270948,1.0649402366445162,-4.1460873875345134,0.5291049620196776,-3.7938362390619864,4.3875355789933765,5.906166757844929,-2.204100139000185,3.3766864711901707,8.189413926321542,-3.088645135455208,14.943115505579474,17.93177082631051,19.0724145851475,0.7371863300715972,-7.525259942664802,-13.50397908340267,-5.850962520986843,-14.337276212768304,-18.5478742783731,4.522599342234418,-14.730827364213603,21.69321472500157,-11.869269719729006,-19.19537597023371
4,-1.5599914014245027,-1.2664133534652706,1.9749150228927168,-3.3874542571397823,0.32429413098246357,8.305725573094655,5.571249497218082,-13.246938264707742,-1.5698312579845064,7.4242571405058175,-1.6358523076940652,6.663586271291858,-1.217895998190552,-1.7691119123435688,2.473702663016614,6.40471813644673,-7.2508981952188805,0.7105316116812441,3.325724982967266,-2.321002419893974,11.372331997997739,-3.5629991528102347,-2.885612094651894,1.5830117773045036,5.853541224959154,2.580635269000764
5,-1.6212665626178084,-2.3683882945881605,-2.296479881179255,-0.8539724098742028,-2.091471666985455,-19.310290853097207,-8.478634527411126,14.01582415825433,-5.737596468505757,-11.189307342499799,-11.62804813250545,-5.108269635896775,-14.605851134366185,-6.837328470764887,16.872951549657646,12.942161975043584,-23.54636157832937,32.85578960745335,3.8704417565456537,-4.332796311639458,4.331276639717624,2.625851813051898,-21.613654752390882,-5.643073330929514,17.94620529850841,-17.173801922896487
6,-1.6628975144265385,-1.7075488202115787,1.9154287579933504,-3.286876108809216,1.6061320808980737,-11.293349355893586,3.809303555316291,10.748896000241347,-5.5056803627459665,-2.6003674782844266,2.0022253442088638,-8.529588580430534,1.8878244844450174,21.502450870935377,-5.978968691011056,-8.84657518380979,-11.760321069230038,-4.059150346750215,-2.837014627601771,11.734539890381985,-11.013000622492493,24.044355737166153,-2.093587109099186,1.3805624467961428,2.5151302562285722,7.2655757712844276
7,1.4882267969694007,83.73283242031184,-2.4782286869617884,-1.0018993565702852,0.1351447138137407,-4.050797170638948,-6.0507012637000335,-6.140881042681372,-0.4120022835926854,-0.15155495658910415,1.7743010863763276,-1.7723049654866152,1.0582171297384177,2.026970690012277,2.8898553363710087,0.8176158387155336,0.8691275406204395,-0.08170008061406235,0.4489127579118565,-1.4950144115379524,-0.011416372066727716,1.140948063294969,0.48891165050367863,-0.010097439178654391,0.21421196811290724,-0.144871246331325
8,-1.5186837545992564,7.388711262779044,0.9698996571503189,-4.957383197056102,-2.342334577682214,38.68939517947716,15.29947313990539,46.9561533982277,-16.93485184087447,-6.720834237202194,-23.367116580617516,19.445583034028527,-0.9921684847578608,-27.6744712783317,-6.805752658841219,-15.535475697583548,-1.8988726273498038,-8.626604235185612,1.979177562260687,3.33630421113186,-8.414691876733965,3.8626563006822088,-4.23071629139744,4.9957640995045525,2.519881374625238,-0.31545253377278915
9,-1.5817113588788734,-1.517027577291922,1.1488258161434852,-4.767689165387866,2.5381975626900504,6.788704799107355,7.998200950919493,13.823391724406255,6.8325622394576815,-6.4434014273014375,15.191964140165217,7.271752061695248,17.64879711653338,1.8516835017616977,29.253090538552915,-5.706800129278913,13.91227262411287,7.2112231981389625,-7.474274248324083,-6.561982186578834,9.787870267946591,-16.218902699363785,22.60002049160699,-3.213247313774516,-3.1891805187762445,-9.499731209061387
